candidate,date,daily_long_pct,daily_short_pct,cumulative_long_pct,cumulative_short_pct,cumulative_gross_pct,long_short_gap_pp
adaptive_risk_weighted,2026-07-06,2.398499199402926,1.6352562044166365,12.712822696865468,10.089807809157882,11.401315253011676,2.623014887707585
adaptive_risk_weighted,2026-07-07,1.5786055721994041,0.941253493645427,14.291428269064873,11.031061302803309,12.661244785934091,3.2603669662615644
adaptive_risk_weighted,2026-07-08,2.9302329964121574,2.2689343038993544,17.22166126547703,13.299995606702664,15.260828436089847,3.9216656587743675
adaptive_risk_weighted,2026-07-09,2.87457304155138,4.416786468601124,20.09623430702841,17.716782075303787,18.906508191166097,2.379452231724624
adaptive_risk_weighted,2026-07-10,4.074408072580455,6.771278900700463,24.170642379608868,24.48806097600425,24.32935167780656,-0.31741859639538106
adaptive_risk_weighted,2026-07-13,6.422407443678031,7.112475228435951,30.5930498232869,31.600536204440203,31.096793013863547,-1.0074863811533028
adaptive_risk_weighted,2026-07-14,10.40976027839973,10.337831827150492,41.00281010168663,41.93836803159069,41.47058906663866,-0.9355579299040642
adaptive_risk_weighted,2026-07-15,11.980804336502212,11.633865005788683,52.983614438188845,53.572233037379384,53.27792373778411,-0.5886185991905393
adaptive_risk_weighted,2026-07-16,12.814341930003366,12.74514263952191,65.7979563681922,66.31737567690129,66.05766602254674,-0.5194193087090895
adaptive_risk_weighted,2026-07-17,12.81434183391142,12.661525208877704,78.61229820210363,78.97890088577898,78.7955995439413,-0.3666026836753531
adaptive_risk_weighted,2026-07-20,12.814341254257842,12.53222129007652,91.42663945636147,91.51112217585552,91.46888081610847,-0.08448271949404784
adaptive_risk_weighted,2026-07-21,8.573360543638529,8.488877824144488,100.0,99.99999999999999,99.99999999999999,1.4210854715202004e-14
adaptive_side_balanced,2026-07-01,4.0646808533252194,4.35902025745184,4.0646808533252194,4.35902025745184,4.211850555388529,-0.29433940412662096
adaptive_side_balanced,2026-07-02,3.8509779873129695,3.8936081614494977,7.915658840638189,8.252628418901338,8.084143629769763,-0.3369695782631492
adaptive_side_balanced,2026-07-03,3.3603749810941563,3.318500258737417,11.276033821732344,11.571128677638756,11.423581249685547,-0.29509485590641127
adaptive_side_balanced,2026-07-06,2.396444004387525,2.309008468174281,13.672477826119868,13.880137145813038,13.776307485966452,-0.2076593196931693
adaptive_side_balanced,2026-07-07,1.6080404876166783,1.2895724131689255,15.280518313736549,15.169709558981962,15.225113936359255,0.1108087547545864
adaptive_side_balanced,2026-07-08,3.0054006386657464,2.4243985413118816,18.285918952402294,17.59410810029384,17.940013526348068,0.6918108521084534
adaptive_side_balanced,2026-07-09,2.9170345954746337,4.097300999253367,21.202953547876927,21.69140909954721,21.447181323712066,-0.48845555167028465
adaptive_side_balanced,2026-07-10,4.096528771149537,4.901159535608168,25.299482319026463,26.592568635155377,25.946025477090924,-1.293086316128914
adaptive_side_balanced,2026-07-13,6.432707642272922,6.611565146302853,31.732189961299383,33.204133781458225,32.46816187137881,-1.4719438201588417
adaptive_side_balanced,2026-07-14,10.41258086028473,10.401638103622703,42.14477082158411,43.60577188508093,42.87527135333253,-1.4610010634968162
adaptive_side_balanced,2026-07-15,11.981485295461903,11.378632302823048,54.12625611704601,54.98440418790397,54.555330152475,-0.8581480708579576
adaptive_side_balanced,2026-07-16,12.814341823422003,12.557144095535516,66.94059794046801,67.5415482834395,67.24107311195375,-0.6009503429714869
adaptive_side_balanced,2026-07-17,12.814341410262902,12.529552864810297,79.75493935073092,80.0711011482498,79.91302024949036,-0.3161617975188733
adaptive_side_balanced,2026-07-20,12.814338086808043,12.52102518234299,92.56927743753896,92.59212633059278,92.58070188406586,-0.022848893053819097
adaptive_side_balanced,2026-07-21,7.430722562461042,7.407873669407217,100.0,99.99999999999999,100.0,1.4210854715202004e-14
