event_id,as_of,realized_net_pnl_delta_dollars,realized_net_pnl_delta_bps,realized_impact_cost_delta_dollars,within_event_drawdown_delta_bps,early_factor_imbalance_delta_pp,late_early_ratio_delta,daily_gross_spearman_delta,nondecreasing_transitions_delta,urgent_start_delta_days,small_start_delta_days,p95_realized_participation_delta,max_realized_participation_delta
event_01,2026-01-01 16:00:00,-0.4095599251864071,-0.3470846823613619,0.03491058985307216,-0.3156431257955626,7.105427357601002e-15,0.0,0.5,1.0,0.0,0.0,0.00023371931776757643,0.001621084837985981
event_02,2026-01-09 16:00:00,-0.4095599251864071,-0.3470846823613619,0.03491058985307216,-0.3156431257955626,7.105427357601002e-15,0.0,0.5,1.0,0.0,0.0,0.00023371931776757643,0.001621084837985981
