event_id,as_of,realized_net_pnl_delta_dollars,realized_net_pnl_delta_bps,realized_impact_cost_delta_dollars,within_event_drawdown_delta_bps,early_factor_imbalance_delta_pp,late_early_ratio_delta,daily_gross_spearman_delta,nondecreasing_transitions_delta,urgent_start_delta_days,small_start_delta_days,p95_realized_participation_delta,max_realized_participation_delta
event_25,2028-03-14 16:00:00,10401.931254756637,0.21350433609927677,-31238.445992516266,-1.5504619401124984,0.055569383015417806,2.363064015383583,0.2787878787878788,2.0,0.0,0.0,-0.0027027434395150846,-0.004540002878804364
event_26,2028-03-31 16:00:00,469124.7715921609,9.62899777488015,-24206.07153112325,-9.337239793091804,2.9895551430223994,0.9278564387969577,0.36363636363636354,2.0,0.0,-1.0,-0.00036899883726847216,-0.010247351098225832
