strategy,event_count,total_net_pnl_dollars,mean_net_pnl_bps,pnl_vol_bps,loss_var_95_bps,loss_cvar_95_bps,probability_profitable,worst_event_pnl_bps,event_sequence_max_drawdown_bps,mean_within_event_drawdown_bps,mean_early_factor_imbalance_pct,mean_late_early_gross_ratio,mean_daily_gross_spearman,mean_nondecreasing_transitions,mean_urgent_first_trade_day,mean_small_first_trade_day,max_cap_excess_shares,max_wrong_direction_shares,max_terminal_completion_error_shares,total_realized_impact_cost_dollars,mean_p95_realized_participation_rate,max_realized_participation_rate,max_realized_participation_excess_shares,decision,decision_reason
static_open_loop,12,9901178.517484574,16.935513337240987,55.744857375890426,61.87698874609269,61.87698874609269,0.6666666666666666,-61.87698874609269,75.44055587857787,45.872058580989666,5.227020433992911,1.2047515623042717,0.16666666666666663,5.25,1.0,3.8333333333333335,0.02532151428749785,0.0001523648386780599,1.962762326002121e-07,4058578.1173808235,0.10741093127631639,0.16846606733314884,39908.93856501779,baseline,Current flat-ADV medium-risk policy.
forecast_liquidity,12,8419277.99804042,14.400790226533283,52.76833682677643,62.40886672345117,62.40886672345117,0.6666666666666666,-62.40886672345117,68.91079447080875,41.658846588093105,3.5128530708934456,1.6723715020374252,0.5585858585858586,6.333333333333333,1.0,3.8333333333333335,0.01372416723461356,3.020673446776428e-05,5.855690687894821e-08,3792877.6955871,0.10047291858053388,0.14417824783003597,32396.262067067553,discard,"Failed: mean_pnl_within_1bp_per_event, no_higher_loss_cvar."
