event_id,as_of,realized_net_pnl_delta_dollars,realized_net_pnl_delta_bps,realized_impact_cost_delta_dollars,within_event_drawdown_delta_bps,early_factor_imbalance_delta_pp,late_early_ratio_delta,daily_gross_spearman_delta,nondecreasing_transitions_delta,urgent_start_delta_days,small_start_delta_days,p95_realized_participation_delta,max_realized_participation_delta
event_28,2028-05-08 16:00:00,-488404.4416729193,-10.024721709214269,-35466.096616272116,-7.407907520371495,-1.3804648645424251,1.5718087179085392,0.7393939393939393,3.0,0.0,2.0,0.0028761423600798947,-0.03015721047117914
event_29,2028-05-25 16:00:00,1162654.25866024,23.864003667082095,-42964.25277672289,-25.481171482898716,-0.6410395563121973,1.4053873800986592,1.0424242424242425,3.0,0.0,0.0,-0.008776394697302459,-0.021795848546159513
