strategy,event_count,total_net_pnl_dollars,mean_net_pnl_bps,pnl_vol_bps,loss_var_95_bps,loss_cvar_95_bps,probability_profitable,worst_event_pnl_bps,event_sequence_max_drawdown_bps,mean_within_event_drawdown_bps,mean_early_factor_imbalance_pct,mean_late_early_gross_ratio,mean_daily_gross_spearman,mean_nondecreasing_transitions,mean_urgent_first_trade_day,mean_small_first_trade_day,max_cap_excess_shares,max_wrong_direction_shares,max_terminal_completion_error_shares,total_realized_impact_cost_dollars,mean_p95_realized_participation_rate,max_realized_participation_rate,max_realized_participation_excess_shares,decision,decision_reason
static_open_loop,2,-4514116.673535345,-46.32714155927078,67.69174332784453,94.19243229672888,94.1924322967289,0.5,-94.19243229672888,94.19243229672888,76.72174932800661,5.050200884263417,1.554170953171996,0.6606060606060605,6.5,1.0,6.5,7.091730367392302e-07,0.0,3.4924596548080444e-10,569546.2255897115,0.0919523619206514,0.11618408589398097,15022.420013476964,baseline,Current flat-ADV medium-risk policy.
forecast_liquidity,2,-4034589.9706884273,-41.405890503781066,74.34950258662393,93.9789279606296,93.9789279606296,0.5,-93.9789279606296,93.9789279606296,71.27789846140445,6.572763147282326,3.1996311802622666,0.9818181818181817,8.5,1.0,6.0,1.0942894732579589e-05,0.0,2.561137080192566e-09,514101.70806607197,0.09041649078225962,0.1116440830151766,10107.569937747932,discard,"Failed: lower_event_pnl_volatility, small_never_earlier, early_factor_within_1pp."
