candidate,status,pre_event_trade_pct,near_event_trade_pct,event_risk_score_pct,peak_daily_gross_pct,max_side_gap_pp
fixed_10pct_adv,keepable,62.46770328551672,22.18985522656157,24.539174263917,9.197431659608155,0.404666497345719
adaptive_uniform,keepable,14.065713543029899,5.953227484392129,6.241892558136274,12.7665539598431,3.1879215800146756
adaptive_risk_weighted,keepable,13.817938455828187,1.9759338989323223,3.680585797661911,12.779742284762639,3.9216656587743675
adaptive_side_balanced,keepable,16.569166529117414,1.9132547073393602,4.063274241518155,12.685742959478757,1.4719438201588417
