date,holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,cumulative_net_pnl_dollars,event_id,strategy
2027-07-27,-888996.8228079191,34468.297745705924,5761.782897849838,-929226.9034514748,-149565.66549540334,event_12,static_open_loop
2027-07-28,-131478.898924159,43524.469777566985,6467.640886386425,-181471.0095881124,-331036.67508351576,event_12,static_open_loop
2027-07-29,-3480324.0827996144,44614.18492552103,6353.95364624419,-3531292.2213713797,-3862328.8964548954,event_12,static_open_loop
2027-07-30,-939176.8786090165,36468.51983430648,5987.08801207412,-981632.4864553971,-4843961.382910293,event_12,static_open_loop
2027-08-02,-946285.2349110253,26743.37336596499,4587.702927201128,-977616.3112041914,-5821577.694114484,event_12,static_open_loop
2027-08-03,-460310.63694471575,25092.65545267222,4286.520723676651,-489689.8131210646,-6311267.507235548,event_12,static_open_loop
2027-08-04,-2246731.0456564333,19155.96456061308,3342.078021348217,-2269229.0882383944,-8580496.595473943,event_12,static_open_loop
2027-07-22,-30817.1660739959,22056.143639553287,4146.716544545153,-57020.02625809434,-57020.02625809434,event_12,forecast_error_risk
2027-07-23,709282.1002827927,25682.048467133194,4383.001961423309,679217.0498542362,622197.0235961418,event_12,forecast_error_risk
2027-07-26,189205.28002883855,28460.541488954106,5215.8168477150375,155528.92169216942,777725.9452883112,event_12,forecast_error_risk
2027-07-27,-888797.8211511432,34324.484904300814,5745.602294553195,-928867.9083499971,-151141.9630616859,event_12,forecast_error_risk
2027-07-28,-131767.1996974728,43389.646226782,6453.188078127124,-181610.03400238193,-332751.99706406787,event_12,forecast_error_risk
2027-07-29,-3472136.4503193186,44594.04014440535,6347.314935934818,-3523077.8053996586,-3855829.8024637266,event_12,forecast_error_risk
2027-07-30,-938356.1188407589,36492.01489551483,5990.636482923544,-980838.7702191973,-4836668.572682924,event_12,forecast_error_risk
2027-08-02,-943787.6763183764,26852.44348704096,4614.6330495744205,-975254.7528549918,-5811923.325537915,event_12,forecast_error_risk
2027-08-03,-459225.88498766965,25184.36287419018,4318.963366479158,-488729.211228339,-6300652.536766254,event_12,forecast_error_risk
2027-08-04,-2246731.045656425,19325.47665002098,3361.7664610679153,-2269418.288767514,-8570070.825533768,event_12,forecast_error_risk
2027-08-10,-326795.3713345512,18305.078057356055,3528.253751679359,-348628.70314358664,-348628.70314358664,event_13,static_open_loop
2027-08-11,15650.585368797218,19787.901756656047,3841.4042859643278,-7978.720673823157,-356607.4238174098,event_13,static_open_loop
2027-08-12,565037.6162721758,24326.712023601664,4240.05777250297,536470.8464760712,179863.42265866138,event_13,static_open_loop
2027-08-13,-42814.2157242696,32048.780133630375,4955.272591904552,-79818.26844980453,100045.15420885685,event_13,static_open_loop
2027-08-16,-676949.7974449034,40689.99854576515,5588.799597976502,-723228.5955886451,-623183.4413797882,event_13,static_open_loop
2027-08-17,-1466801.8818486324,40269.81952743675,5630.158994781173,-1512701.8603708502,-2135885.3017506385,event_13,static_open_loop
2027-08-18,-643492.1673591213,37045.01644198829,5427.384598379298,-685964.5683994888,-2821849.8701501274,event_13,static_open_loop
2027-08-19,-146021.80084100043,36749.36079950115,5641.953590323929,-188413.1152308255,-3010262.985380953,event_13,static_open_loop
2027-08-20,517223.9970148303,29294.690284744294,5035.709272342208,482893.5974577438,-2527369.3879232095,event_13,static_open_loop
2027-08-23,-327273.79474298254,27019.188074131504,4772.866111413607,-359065.8489285277,-2886435.236851737,event_13,static_open_loop
2027-08-10,-325491.16603036365,18209.838969263452,3517.942335171027,-347218.94733479817,-347218.94733479817,event_13,forecast_error_risk
2027-08-11,14520.038908302353,19708.225535775535,3832.402646641283,-9020.589274114465,-356239.53660891263,event_13,forecast_error_risk
2027-08-12,564861.7024674885,24260.81225282851,4233.573056168141,536367.3171584918,180127.78054957918,event_13,forecast_error_risk
2027-08-13,-44562.34127670125,32009.026050708544,4949.566643502693,-81520.93397091249,98606.8465786667,event_13,forecast_error_risk
2027-08-16,-681548.0855226158,40604.42436560495,5579.187948384323,-727731.6978366051,-629124.8512579384,event_13,forecast_error_risk
2027-08-17,-1475620.9454243544,40161.58402645792,5615.168638507863,-1521397.6980893202,-2150522.5493472586,event_13,forecast_error_risk
2027-08-18,-642922.6205622938,36973.55679767116,5416.422734697322,-685312.6000946623,-2835835.149441921,event_13,forecast_error_risk
2027-08-19,-146029.12305184756,36668.379107366905,5622.825970738205,-188320.32812995266,-3024155.477571874,event_13,forecast_error_risk
2027-08-20,517725.53046663606,29403.630308892014,5058.736543584688,483263.1636141594,-2540892.3139577145,event_13,forecast_error_risk
2027-08-23,-327273.79474298435,27257.85180326171,4826.513258686526,-359358.1598049326,-2900250.4737626472,event_13,forecast_error_risk
2027-08-27,-212514.60457136686,24579.44850954535,4586.303042375399,-241680.3561232876,-241680.3561232876,event_14,static_open_loop
2027-08-30,271340.0962921294,24970.72575662622,4696.90236653136,241672.46816897183,-7.887954315781826,event_14,static_open_loop
2027-08-31,-161145.8526498514,30249.16966943257,5041.296502762086,-196436.31882204607,-196444.20677636185,event_14,static_open_loop
2027-09-01,360649.6435493806,37911.77286126347,5841.451118320202,316896.4195697969,120452.21279343503,event_14,static_open_loop
2027-09-02,525490.4437338552,41753.58755418261,6075.853109927144,477661.0030697454,598113.2158631803,event_14,static_open_loop
2027-09-03,233618.33979733533,48113.99366178413,6178.129664771047,179326.21647078014,777439.4323339604,event_14,static_open_loop
2027-09-06,-588517.2460119693,37201.66083896607,6132.093181517415,-631851.0000324528,145588.43230150768,event_14,static_open_loop
2027-09-07,655209.7699059574,29531.63042215768,4755.277584038827,620922.8618997609,766511.2942012686,event_14,static_open_loop
2027-09-08,7611760.807462469,24093.4303357501,3132.2123679900565,7584535.164758729,8351046.458959998,event_14,static_open_loop
2027-09-09,2548484.287374664,18102.394145767692,3042.983192579478,2527338.910036317,10878385.368996315,event_14,static_open_loop
2027-08-27,-211055.26402794887,24441.132046250437,4570.41857661159,-240066.81465081088,-240066.81465081088,event_14,forecast_error_risk
2027-08-30,271160.50597673067,24839.285386140265,4682.013293507975,241639.20729708244,1572.3926462715608,event_14,forecast_error_risk
2027-08-31,-160811.17892778452,30120.338404239137,5027.088312846517,-195958.60564487017,-194386.2129985986,event_14,forecast_error_risk
2027-09-01,357953.54353272804,37770.125244867624,5827.720740985403,314355.697546875,119969.48454827638,event_14,forecast_error_risk
2027-09-02,523785.86521522567,41657.46052050084,6066.010119092333,476062.39457563247,596031.8791239088,event_14,forecast_error_risk
2027-09-03,237091.67279973667,48098.02065236122,6175.038281856679,182818.61386551877,778850.4929894276,event_14,forecast_error_risk
2027-09-06,-586284.8434972855,37269.89135162813,6140.617275647965,-629695.3521245616,149155.1408648661,event_14,forecast_error_risk
2027-09-07,654865.9155167394,29641.738074349803,4784.32298826252,620439.854454127,769594.9953189931,event_14,forecast_error_risk
2027-09-08,7603619.996584483,24139.128950099297,3141.502327691813,7576339.365306692,8345934.360625685,event_14,forecast_error_risk
2027-09-09,2548484.2873746725,18260.64358194547,3058.2801037271347,2527165.363689,10873099.724314686,event_14,forecast_error_risk
2027-09-15,-106150.33491099319,18559.40101375681,3555.681314361547,-128265.41723911154,-128265.41723911154,event_15,static_open_loop
2027-09-16,-125842.04990583369,21886.092481058196,4023.4881403313243,-151751.6305272232,-280017.0477663347,event_15,static_open_loop
2027-09-17,-135795.27149726087,25495.501848920758,4485.427756136019,-165776.20110231763,-445793.2488686524,event_15,static_open_loop
2027-09-20,101773.62506007838,35000.00727734563,5670.999763719051,61102.61801901371,-384690.63084963866,event_15,static_open_loop
2027-09-21,-597134.6331674648,43611.01545796394,6136.519046410526,-646882.1676718392,-1031572.798521478,event_15,static_open_loop
2027-09-22,-1326566.6258805385,41477.38483381367,6151.082437172275,-1374195.0931515244,-2405767.8916730024,event_15,static_open_loop
2027-09-23,1335715.281814486,40193.88953075443,6002.150436697815,1289519.2418470338,-1116248.6498259685,event_15,static_open_loop
2027-09-24,-1318126.08244768,29774.74756968008,4915.830153227386,-1352816.6601705872,-2469065.3099965556,event_15,static_open_loop
2027-09-27,-255707.00702334484,25432.30927357123,4632.3528993253885,-285771.6691962414,-2754836.979192797,event_15,static_open_loop
2027-09-28,-1543695.7156485952,24681.788426055267,4248.862808440264,-1572626.366883091,-4327463.346075888,event_15,static_open_loop
2027-09-15,-105450.33548478516,18447.70332715185,3541.659629095376,-127439.69844103238,-127439.69844103238,event_15,forecast_error_risk
2027-09-16,-124752.84025917632,21789.639197614106,4011.761246396607,-150554.24070318704,-277993.9391442194,event_15,forecast_error_risk
2027-09-17,-134687.8207129194,25412.477809598986,4475.340063114893,-164575.63858563328,-442569.57772985264,event_15,forecast_error_risk
2027-09-20,101033.11304692604,34940.027130524606,5662.814560405739,60430.271355995705,-382139.30637385696,event_15,forecast_error_risk
2027-09-21,-596234.1473526707,43530.01784945882,6122.4147091731575,-645886.5799113027,-1028025.8862851596,event_15,forecast_error_risk
2027-09-22,-1326847.5939223242,41399.251787434194,6133.889037718244,-1374380.7347474766,-2402406.621032636,event_15,forecast_error_risk
2027-09-23,1336456.478813551,40198.86305786203,5995.631607823385,1290261.9841478656,-1112144.6368847706,event_15,forecast_error_risk
2027-09-24,-1318294.6220455416,29895.11459634898,4937.205812388622,-1353126.9424542792,-2465271.5793390498,event_15,forecast_error_risk
2027-09-27,-257310.23207838606,25558.158396098785,4656.620391161566,-287525.0108656464,-2752796.590204696,event_15,forecast_error_risk
2027-09-28,-1543695.7156485845,24859.64690401542,4276.441250829042,-1572831.803803429,-4325628.394008125,event_15,forecast_error_risk
2027-10-04,175441.99703096575,18181.630899949934,3525.6800230475587,153734.68610796827,153734.68610796827,event_16,static_open_loop
2027-10-05,16366.663017309886,20503.63528995988,3832.482692923044,-7969.454965573037,145765.23114239523,event_16,static_open_loop
2027-10-06,261764.3987033037,26679.881998868474,4313.457224643723,230771.0594797915,376536.29062218673,event_16,static_open_loop
2027-10-07,-496485.1025648983,33830.25785901476,5426.185738055715,-535741.5461619688,-159205.2555397821,event_16,static_open_loop
2027-10-08,-409587.2009980121,44966.98388476729,6406.114405433117,-460960.2992882125,-620165.5548279947,event_16,static_open_loop
2027-10-11,1734768.2485155207,39948.149010467416,6153.07252884929,1688667.026976204,1068501.4721482093,event_16,static_open_loop
2027-10-12,78086.35380730534,32980.03871541376,5785.962554194346,39320.35253769723,1107821.8246859065,event_16,static_open_loop
2027-10-13,-324728.02151681925,34205.29359130822,5586.296446236023,-364519.6115543635,743302.213131543,event_16,static_open_loop
2027-10-14,-195067.1303588098,26593.693092031997,4838.786043348966,-226499.60949419075,516802.60363735224,event_16,static_open_loop
2027-10-15,-15338.866795202906,23945.687842645257,4078.171736638696,-43362.72637448686,473439.87726286537,event_16,static_open_loop
2027-10-04,174902.39705521328,18062.984977189142,3510.6776380757483,153328.7344399484,153328.7344399484,event_16,forecast_error_risk
2027-10-05,16594.849739806956,20403.161075387634,3820.1604507302577,-7628.471786310936,145700.26265363747,event_16,forecast_error_risk
2027-10-06,262293.07028803835,26591.50154508357,4303.407866462559,231398.1608764922,377098.4235301297,event_16,forecast_error_risk
2027-10-07,-496515.35460313526,33774.92844766532,5417.711013837527,-535707.994064638,-158609.57053450833,event_16,forecast_error_risk
2027-10-08,-401476.6823174497,44843.29323144931,6392.49009267821,-452712.46564157726,-611322.0361760856,event_16,forecast_error_risk
2027-10-11,1728279.2912963682,39806.27625047176,6129.994247402551,1682343.0207984939,1071020.9846224082,event_16,forecast_error_risk
2027-10-12,80126.63513616662,32916.0858716239,5763.566518445145,41446.98274609757,1112467.9673685057,event_16,forecast_error_risk
2027-10-13,-335767.1195970796,34269.3726707942,5590.049909009906,-375626.54217688367,736841.425191622,event_16,forecast_error_risk
2027-10-14,-191861.9202248329,26681.5234597024,4866.20868491768,-223409.652369453,513431.772822169,event_16,forecast_error_risk
2027-10-15,-15338.866795201524,24148.025591063844,4140.229081853594,-43627.12146811896,469804.65135405003,event_16,forecast_error_risk
2027-10-21,-73182.09196243953,22570.61487018832,3936.707131661501,-99689.41396428936,-99689.41396428936,event_17,static_open_loop
2027-10-22,481920.56488387845,26651.41711382711,4455.371584045786,450813.77618600556,351124.3622217162,event_17,static_open_loop
2027-10-25,-360366.1182213209,29867.42638566396,4779.1036975327415,-395012.6483045176,-43888.28608280141,event_17,static_open_loop
2027-10-26,-900073.7154013952,36179.17464991264,5523.411145828451,-941776.3011971363,-985664.5872799377,event_17,static_open_loop
2027-10-27,-1003786.1892695529,47717.70145437168,6323.631769949825,-1057827.5224938744,-2043492.1097738121,event_17,static_open_loop
2027-10-28,-486915.38844918815,42880.343950727896,6454.797847615322,-536250.5302475314,-2579742.6400213437,event_17,static_open_loop
2027-10-29,768392.747056178,37468.858641192644,6311.212766382131,724612.6756486032,-1855129.9643727406,event_17,static_open_loop
2027-11-01,332109.31324132724,32294.15709734698,5249.281363826259,294565.87478015403,-1560564.0895925865,event_17,static_open_loop
2027-11-02,-680395.7532088822,28961.03743003592,4304.207292067422,-713660.9979309855,-2274225.087523572,event_17,static_open_loop
2027-11-03,655910.5163385922,15705.602874915598,2823.8859277453603,637381.0275359312,-1636844.059987641,event_17,static_open_loop
2027-10-21,-72606.97130141327,22436.621150767107,3921.1047143357255,-98964.69716651611,-98964.69716651611,event_17,forecast_error_risk
2027-10-22,480193.34181713196,26502.369167374618,4439.907261734106,449251.0653880232,350286.3682215071,event_17,forecast_error_risk
2027-10-25,-358381.3102648864,29728.85548613421,4765.494851990558,-392875.66060301114,-42589.29238150403,event_17,forecast_error_risk
2027-10-26,-893897.2748821144,36051.67190562753,5507.5785539941035,-935456.525341736,-978045.81772324,event_17,forecast_error_risk
2027-10-27,-1001658.6257930648,47695.74489608595,6315.934998503448,-1055670.3056876543,-2033716.1234108943,event_17,forecast_error_risk
2027-10-28,-484462.41277165135,42869.07859548485,6450.675690858225,-533782.1670579945,-2567498.290468889,event_17,forecast_error_risk
2027-10-29,763307.6216268335,37541.55262460032,6318.613220314653,719447.4557819185,-1848050.8346869703,event_17,forecast_error_risk
2027-11-01,330039.0559496483,32410.532297073452,5272.470027715122,292356.0536248597,-1555694.7810621106,event_17,forecast_error_risk
2027-11-02,-676751.097638699,29048.43043244596,4319.65757746782,-710119.1856486128,-2265813.9667107235,event_17,forecast_error_risk
2027-11-03,655910.5163386113,15807.200918912464,2845.866976966331,637257.4484427324,-1628556.518267991,event_17,forecast_error_risk
2027-11-09,42116.65897392228,22481.626322654953,4413.615888199975,15221.416763067355,15221.416763067355,event_18,static_open_loop
2027-11-10,30486.280081700366,26274.582573332165,4756.722994589441,-545.0254862212405,14676.391276846114,event_18,static_open_loop
2027-11-11,233128.6015645384,30699.424060167185,5198.375140224747,197230.80236414645,211907.19364099257,event_18,static_open_loop
2027-11-12,-614639.1612959385,40340.942336833206,6153.536779750227,-661133.640412522,-449226.44677152944,event_18,static_open_loop
2027-11-15,1201434.1513813762,45441.05902448119,6312.765562925892,1149680.3267939691,700453.8800224396,event_18,static_open_loop
2027-11-16,-1793752.1058986986,50017.0209140697,6699.998561556842,-1850469.125374325,-1150015.2453518854,event_18,static_open_loop
2027-11-17,1171959.5123850778,35746.160828080974,5981.871945505634,1130231.479611491,-19783.76574039436,event_18,static_open_loop
2027-11-18,1034056.7017247184,26436.06781875226,3988.2673203290115,1003632.3665856372,983848.6008452429,event_18,static_open_loop
2027-11-19,-2700736.434781936,22807.612546243625,3342.5956639896276,-2726886.642992169,-1743038.0421469263,event_18,static_open_loop
2027-11-22,1371795.0583553135,16995.088863184093,2548.9549089934344,1352251.0145831362,-390787.0275637901,event_18,static_open_loop
2027-11-09,42086.2455274158,22240.933359994004,4385.410808329361,15459.901359092433,15459.901359092433,event_18,forecast_error_risk
2027-11-10,30186.43337413099,26020.886833935205,4731.415809053452,-565.8692688576675,14894.032090234767,event_18,forecast_error_risk
2027-11-11,230672.3498629044,30442.5124821599,5173.610691190788,195056.22668955373,209950.2587797885,event_18,forecast_error_risk
2027-11-12,-609893.9673491082,40037.394678461285,6128.44293296219,-656059.8049605316,-446109.54618074314,event_18,forecast_error_risk
2027-11-15,1195393.9807800723,45379.878034888134,6304.349364465312,1143709.7533807189,697600.2071999757,event_18,forecast_error_risk
2027-11-16,-1788867.0348636294,50047.672281922874,6700.53013947416,-1845615.2372850263,-1148015.0300850505,event_18,forecast_error_risk
2027-11-17,1166751.4646521339,35868.59239191565,6002.660092260623,1124880.2121679576,-23134.817917092936,event_18,forecast_error_risk
2027-11-18,1027767.6631470558,26488.251545773834,4015.3140564260752,997264.0975448559,974129.279627763,event_18,forecast_error_risk
2027-11-19,-2704174.185835111,22977.442476839038,3376.1950401365734,-2730527.8233520864,-1756398.5437243234,event_18,forecast_error_risk
2027-11-22,1371795.0583553116,17124.26183539365,2566.293916252476,1352104.5026036655,-404294.04112065793,event_18,forecast_error_risk
2027-11-26,-172765.94649078566,24794.259396735884,4348.175131730339,-201908.3810192519,-201908.3810192519,event_19,static_open_loop
2027-11-29,191389.94684434205,26592.60390964832,4735.476192825158,160061.86674186858,-41846.51427738331,event_19,static_open_loop
2027-11-30,-34797.16568316298,30020.318214622006,5056.34618463919,-69873.83008242417,-111720.34435980748,event_19,static_open_loop
2027-12-01,1531872.4295783737,35479.59296715228,5561.274240569117,1490831.562370652,1379111.2180108447,event_19,static_open_loop
2027-12-02,27344.33680929364,39791.04493213144,5707.961087315317,-18154.669210153115,1360956.5488006915,event_19,static_open_loop
2027-12-03,-82738.35986637603,40570.167579160516,6182.134374044203,-129490.66181958074,1231465.8869811108,event_19,static_open_loop
2027-12-06,12003.374055691045,36039.872988895775,5894.258398847209,-29930.757332051937,1201535.129649059,event_19,static_open_loop
2027-12-07,543917.3517400246,27051.916800289175,4882.415986296778,511983.0189534387,1713518.1486024975,event_19,static_open_loop
2027-12-08,2751244.2402402004,21745.18413867801,3881.2630391339126,2725617.7930623884,4439135.941664886,event_19,static_open_loop
2027-12-09,-161797.97790737852,21374.386141491967,3398.6613551194823,-186571.02540398997,4252564.916260895,event_19,static_open_loop
2027-11-26,-172613.90371785927,24685.873940600755,4334.489823168677,-201634.2674816287,-201634.2674816287,event_19,forecast_error_risk
2027-11-29,190764.68639063326,26492.380841552582,4721.451079266284,159550.8544698144,-42083.41301181429,event_19,forecast_error_risk
2027-11-30,-36068.704737550404,29921.49795580138,5043.83984263204,-71034.04253598381,-113117.4555477981,event_19,forecast_error_risk
2027-12-01,1527830.137771848,35382.99606557392,5549.106184819733,1486898.0355214542,1373780.579973656,event_19,forecast_error_risk
2027-12-02,25653.14690390971,39715.21512623937,5697.52566683131,-19759.59388916097,1354020.986084495,event_19,forecast_error_risk
2027-12-03,-81730.27346543488,40546.530828643365,6177.209559381331,-128454.01385345956,1225566.9722310354,event_19,forecast_error_risk
2027-12-06,13376.532745738528,36093.24561575013,5897.011194292687,-28613.72406430429,1196953.248166731,event_19,forecast_error_risk
2027-12-07,541265.8897009356,27209.03330472449,4907.368442442404,509149.4879537687,1706102.7361204997,event_19,forecast_error_risk
2027-12-08,2751228.733454939,21803.865463822858,3899.6908833516213,2725525.1771077644,4431627.913228264,event_19,forecast_error_risk
2027-12-09,-161797.97790739906,21431.497409746986,3415.154102803826,-186644.62941994987,4244983.283808314,event_19,forecast_error_risk
2027-12-15,85512.55660893585,13484.502333497338,3061.4679326260944,68966.58634281241,68966.58634281241,event_20,static_open_loop
2027-12-16,259406.54903417052,17456.24936876436,3391.1073801630446,238559.19228524313,307525.77862805553,event_20,static_open_loop
2027-12-17,-236982.37213489524,20996.263425748482,4058.283658884629,-262036.91921952835,45488.859408527176,event_20,static_open_loop
2027-12-20,-189795.4148476168,31020.56786529135,5142.565120205872,-225958.54783311402,-180469.68842458684,event_20,static_open_loop
2027-12-21,681028.2434664329,37891.21044975075,5108.626011916589,638028.4070047656,457558.71858017874,event_20,static_open_loop
2027-12-22,-330325.46375578246,34753.12513091201,5085.195819151811,-370163.7847058463,87394.93387433246,event_20,static_open_loop
2027-12-23,94984.38591492263,33815.47657570558,5152.22002836138,56016.689310855676,143411.62318518813,event_20,static_open_loop
2027-12-24,3883744.4123771386,33501.0911370119,5332.279872844367,3844911.041367282,3988322.66455247,event_20,static_open_loop
2027-12-27,-1012741.3708407861,35245.79222625422,5755.712760288577,-1053742.875827329,2934579.7887251414,event_20,static_open_loop
2027-12-28,2088709.5453578308,36889.42770476157,6643.078057122705,2045177.0395959467,4979756.828321088,event_20,static_open_loop
2027-12-15,85235.08786671085,13394.588488628347,3050.0741688867492,68790.42520919576,68790.42520919576,event_20,forecast_error_risk
2027-12-16,258462.3456613921,17372.793556936434,3382.019683386578,237707.53242106907,306497.9576302648,event_20,forecast_error_risk
2027-12-17,-237522.54431653454,20934.064514385558,4050.471209911946,-262507.08004083205,43990.877589432755,event_20,forecast_error_risk
2027-12-20,-191433.86415603088,30988.05295200423,5136.26422924922,-227558.1813372843,-183567.30374785155,event_20,forecast_error_risk
2027-12-21,680925.7718591115,37818.73089353538,5098.098166291219,638008.9427992848,454441.6390514333,event_20,forecast_error_risk
2027-12-22,-332630.3981587067,34644.836283697165,5070.266187568425,-372345.5006299723,82096.13842146099,event_20,forecast_error_risk
2027-12-23,95032.4469206797,33732.025759965494,5138.648792861893,56161.7723678523,138257.9107893133,event_20,forecast_error_risk
2027-12-24,3890959.4581543226,33467.091340134575,5317.752956233625,3852174.6138579547,3990432.524647268,event_20,forecast_error_risk
2027-12-27,-1010561.5181784304,35388.16017523085,5768.996299688132,-1051718.6746533494,2938713.8499939186,event_20,forecast_error_risk
2027-12-28,2088709.5453578297,37284.602065016,6705.518428616472,2044719.4248641971,4983433.274858115,event_20,forecast_error_risk
2028-01-03,-10366.485077801188,17192.06679492233,3487.7339273447233,-31046.28580006824,-31046.28580006824,event_21,static_open_loop
2028-01-04,-118590.87749370125,18802.6273727516,3829.937588874972,-141223.44245532784,-172269.72825539607,event_21,static_open_loop
2028-01-05,318244.3578205621,22641.889953833335,4380.672637209376,291221.7952295194,118952.06697412336,event_21,static_open_loop
2028-01-06,-139151.45426168013,35933.152242200726,5269.663367017115,-180354.269870898,-61402.20289677463,event_21,static_open_loop
2028-01-07,258539.18236226388,41622.59902591812,5824.342750673877,211092.24058567188,149690.03768889725,event_21,static_open_loop
2028-01-10,-2112020.657702884,41904.4108991832,5800.210267137894,-2159725.278869205,-2010035.241180308,event_21,static_open_loop
2028-01-11,1709711.840592197,38862.26940669266,5598.326154449739,1665251.2450310546,-344783.99614925333,event_21,static_open_loop
2028-01-12,683913.7168800671,30844.911201712734,5065.710691212266,648003.0949871421,303219.0988378888,event_21,static_open_loop
2028-01-13,929213.2062447169,30138.53828506537,5227.307779414095,893847.3601802374,1197066.4590181261,event_21,static_open_loop
2028-01-14,8347048.08093231,29747.141989964875,4848.925347411136,8312452.013594934,9509518.472613059,event_21,static_open_loop
2028-01-03,-10602.947897369437,17072.92667123622,3474.979097256764,-31150.85366586242,-31150.85366586242,event_21,forecast_error_risk
2028-01-04,-118135.60461121793,18709.885788187647,3819.970447936016,-140665.4608473416,-171816.31451320404,event_21,forecast_error_risk
2028-01-05,317620.8074860375,22577.403742322997,4373.528051500872,290669.87569221365,118853.56117900962,event_21,forecast_error_risk
2028-01-06,-139117.20333407266,35927.48856398928,5265.136035457404,-180309.82793351935,-61456.266754509736,event_21,forecast_error_risk
2028-01-07,258536.50109400193,41526.736285503226,5815.315219577947,211194.44958892075,149738.182834411,event_21,forecast_error_risk
2028-01-10,-2101736.053423233,41784.54759156016,5787.609086835998,-2149308.210101629,-1999570.027267218,event_21,forecast_error_risk
2028-01-11,1708801.1795253013,38783.996646063846,5583.079861793037,1664434.1030174445,-335135.9242497736,event_21,forecast_error_risk
2028-01-12,679449.3444268593,30840.73275405461,5064.4073877640585,643544.2042850406,308408.280035267,event_21,forecast_error_risk
2028-01-13,929954.8598127738,30395.76971590442,5272.307292757604,894286.7828041118,1202695.0628393788,event_21,forecast_error_risk
2028-01-14,8347048.080932334,29977.105191625196,4871.508110714074,8312199.467629994,9514894.530469373,event_21,forecast_error_risk
2028-01-20,116631.72723712526,25220.72197104406,4342.729942806549,87068.27532327466,87068.27532327466,event_22,static_open_loop
2028-01-21,-107015.51250377098,27254.21799239489,4545.653134419864,-138815.38363058574,-51747.10830731108,event_22,static_open_loop
2028-01-24,-124743.97965477203,29197.053514945113,5087.649699944269,-159028.68286966142,-210775.7911769725,event_22,static_open_loop
2028-01-25,323953.4061179687,38518.966323199864,5963.9643715520715,279470.4754232168,68694.68424624432,event_22,static_open_loop
2028-01-26,-143276.02502794203,39638.261410419545,6251.665138664022,-189165.95157702558,-120471.26733078127,event_22,static_open_loop
2028-01-27,-482515.8879369507,43005.11364344001,6317.456518872062,-531838.4580992628,-652309.7254300441,event_22,static_open_loop
2028-01-28,-209179.17417430613,39251.728695837555,6201.753939912696,-254632.65681005636,-906942.3822401005,event_22,static_open_loop
2028-01-31,1586514.0806351395,28651.143468770024,4044.649204325377,1553818.2879620441,646875.9057219436,event_22,static_open_loop
2028-02-01,617330.3956730787,21661.47350224489,3248.447725591078,592420.4744452427,1239296.3801671863,event_22,static_open_loop
2028-02-02,-469835.5584677239,15955.315246172315,2777.669794411122,-488568.5435083073,750727.836658879,event_22,static_open_loop
2028-01-20,116063.62897012624,24998.389241017845,4318.774080160903,86746.4656489475,86746.4656489475,event_22,forecast_error_risk
2028-01-21,-105391.54261071513,27053.030101260967,4523.781735209703,-136968.3544471858,-50221.88879823829,event_22,forecast_error_risk
2028-01-24,-126991.45329054541,29002.1390152583,5066.4277480038245,-161060.02005380753,-211281.90885204583,event_22,forecast_error_risk
2028-01-25,321222.8603560149,38316.55052376723,5941.450154693095,276964.8596775546,65682.95082550874,event_22,forecast_error_risk
2028-01-26,-141325.0901953025,39613.16882121018,6243.620308503267,-187181.87932501597,-121498.92849950722,event_22,forecast_error_risk
2028-01-27,-479827.85358364385,43014.55551289666,6315.995854220664,-529158.4049507612,-650657.3334502685,event_22,forecast_error_risk
2028-01-28,-208461.87779518036,39405.32128790087,6222.073393664656,-254089.2724767459,-904746.6059270144,event_22,forecast_error_risk
2028-01-31,1577359.3426836883,28738.9544676568,4074.562596448769,1544545.8256195828,639799.2196925684,event_22,forecast_error_risk
2028-02-01,622096.3605269884,21687.057267296343,3265.829100143163,597143.4741595489,1236942.6938521173,event_22,forecast_error_risk
2028-02-02,-469835.55846774566,16121.177744271845,2800.974311220246,-488757.7105232377,748184.9833288796,event_22,forecast_error_risk
2028-02-08,-13330.99701113493,23598.50809790173,4275.436315940865,-41204.94142497753,-41204.94142497753,event_23,static_open_loop
2028-02-09,-351327.64731136954,24825.42043529508,4791.935556994334,-380945.003303659,-422149.94472863653,event_23,static_open_loop
2028-02-10,-744933.9503691777,32220.30003921485,5209.871181327869,-782364.1215897205,-1204514.066318357,event_23,static_open_loop
2028-02-11,1752332.0298920202,40552.46505399465,5708.403608368845,1706071.1612296565,501557.09491129965,event_23,static_open_loop
2028-02-14,714832.7172717755,43879.39437742153,6288.178207160983,664665.1446871929,1166222.2395984926,event_23,static_open_loop
2028-02-15,-133843.2490504265,44790.88681112152,6124.780790401737,-184758.91665194975,981463.3229465429,event_23,static_open_loop
2028-02-16,2490415.632978247,42770.08703596677,6173.969265333736,2441471.5766769466,3422934.8996234895,event_23,static_open_loop
2028-02-17,783325.7416335063,25158.31374698704,4853.408649613231,753314.019236906,4176248.9188603954,event_23,static_open_loop
2028-02-18,2687577.3551873793,24146.652215890477,3459.25631342173,2659971.446658067,6836220.365518462,event_23,static_open_loop
2028-02-21,-3520561.9041497456,14666.319959249911,2419.1807936219966,-3537647.4049026174,3298572.9606158445,event_23,static_open_loop
