strategy,event_count,total_net_pnl_dollars,mean_net_pnl_bps,pnl_vol_bps,loss_var_95_bps,loss_cvar_95_bps,probability_profitable,worst_event_pnl_bps,event_sequence_max_drawdown_bps,mean_within_event_drawdown_bps,mean_early_factor_imbalance_pct,mean_late_early_gross_ratio,mean_daily_gross_spearman,mean_nondecreasing_transitions,mean_urgent_first_trade_day,mean_small_first_trade_day,max_cap_excess_shares,max_wrong_direction_shares,max_terminal_completion_error_shares,decision,decision_reason
static_open_loop,24,23733057.71487721,20.297155270659903,101.41820095489746,122.6167741177774,167.20160171178097,0.625,-176.11856723058173,244.4347991270392,50.584642357516266,4.847258746989035,1.2784023641967508,0.3217171717171717,5.666666666666667,1.0,3.5833333333333335,0.023170379106886685,8.190000050132583e-05,1.6926787793636322e-07,baseline,Current market-covariance medium-risk policy.
forecast_error_risk,24,23738091.24327404,20.30146008079677,101.33222669483564,122.00956469151173,166.922072110835,0.625,-175.90457359469966,244.2953813108969,50.51393678886183,4.876435587337547,1.2898031480252692,0.32878787878787874,5.708333333333333,1.0,3.625,0.022690604921081103,7.21002167162275e-05,1.0826624929904938e-07,descriptive_only,Combined development and holdout report; the separate untouched holdout decision controls production promotion.
