event_id,as_of,realized_net_pnl_delta_dollars,realized_net_pnl_delta_bps,realized_impact_cost_delta_dollars,within_event_drawdown_delta_bps,early_factor_imbalance_delta_pp,late_early_ratio_delta,daily_gross_spearman_delta,nondecreasing_transitions_delta,urgent_start_delta_days,small_start_delta_days,p95_realized_participation_delta,max_realized_participation_delta
event_28,2028-05-08 16:00:00,-707458.1784584429,-14.520898572628141,-33350.32964704704,-4.054655625381045,2.122516285470673,1.4426129962872607,0.7393939393939393,3.0,0.0,2.0,0.0030361719225824035,-0.030913783218843152
event_29,2028-05-25 16:00:00,1040143.5847739051,21.349416764653213,-43732.407521715446,-21.47833667848279,-0.047552498778768104,1.3836815878283086,1.0424242424242425,3.0,0.0,0.0,-0.008430771522719191,-0.021795848311283172
