date,holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,cumulative_net_pnl_dollars,max_realized_participation_rate,p95_realized_participation_rate,max_realized_participation_excess_shares,event_id,strategy
2026-01-02,0.5704059594425974,1.058612852936089,0.4182977035912382,-0.9065045970847297,-0.9065045970847297,0.038945744172585284,0.0384638562457097,0.0,event_01,static_open_loop
2026-01-05,1.3109686973116121,0.7110612262594469,0.3828498336551921,0.21705763739697315,-0.6894469596877566,0.029315277397904852,0.028865136840490396,0.0,event_01,static_open_loop
2026-01-06,2.4779999999988207,0.9117772301424001,0.4968524627535701,1.0693703071028504,0.3799233474150938,0.033371715906947416,0.031578362985760396,0.0,event_01,static_open_loop
2026-01-02,0.42034970779469605,0.6461389640578847,0.3082564523827771,-0.5340457086459658,-0.5340457086459658,0.03227953594126939,0.03159615728301131,0.0,event_01,forecast_liquidity
2026-01-05,1.0863756136261782,0.6355285059304573,0.3556397559447007,0.09520735175102019,-0.4388383568949456,0.026906522799306453,0.02669135839960342,0.0,event_01,forecast_liquidity
2026-01-06,2.4779999999988203,1.4346944292026655,0.6341037916725224,0.4092017791236323,-0.02963657777131329,0.040566829010571265,0.0384939539603407,0.0,event_01,forecast_liquidity
2026-01-12,0.5704059594425974,1.058612852936089,0.4182977035912382,-0.9065045970847297,-0.9065045970847297,0.038945744172585284,0.0384638562457097,0.0,event_02,static_open_loop
2026-01-13,1.3109686973116121,0.7110612262594469,0.3828498336551921,0.21705763739697315,-0.6894469596877566,0.029315277397904852,0.028865136840490396,0.0,event_02,static_open_loop
2026-01-14,2.4779999999988207,0.9117772301424001,0.4968524627535701,1.0693703071028504,0.3799233474150938,0.033371715906947416,0.031578362985760396,0.0,event_02,static_open_loop
2026-01-12,0.42034970779469605,0.6461389640578847,0.3082564523827771,-0.5340457086459658,-0.5340457086459658,0.03227953594126939,0.03159615728301131,0.0,event_02,forecast_liquidity
2026-01-13,1.0863756136261782,0.6355285059304573,0.3556397559447007,0.09520735175102019,-0.4388383568949456,0.026906522799306453,0.02669135839960342,0.0,event_02,forecast_liquidity
2026-01-14,2.4779999999988203,1.4346944292026655,0.6341037916725224,0.4092017791236323,-0.02963657777131329,0.040566829010571265,0.0384939539603407,0.0,event_02,forecast_liquidity
