candidate,fixture,date,factor,factor_dollars,normalized_abs_exposure_pct
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-03,industry_software,1.5092094240998222e-15,2.461062896786087e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-06,country_HK,3.3306690738754696e-15,3.219044779573425e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-06,country_JP,3.3306690738754696e-15,3.219044779573425e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-06,sector_financials,3.3306690738754696e-15,3.219044779573425e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-06,sector_it,3.3306690738754696e-15,3.219044779573425e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-06,industry_banks,3.3306690738754696e-15,3.219044779573425e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-06,industry_software,3.3306690738754696e-15,3.219044779573425e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-07,country_HK,5.9396931817445875e-15,3.984257927738463e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-07,country_JP,5.9396931817445875e-15,3.984257927738463e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-07,sector_financials,5.9396931817445875e-15,3.984257927738463e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-07,sector_it,5.9396931817445875e-15,3.984257927738463e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-07,industry_banks,5.9396931817445875e-15,3.984257927738463e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-07,industry_software,5.9396931817445875e-15,3.984257927738463e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-08,country_HK,8.770761894538737e-15,4.3042583034405606e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-08,country_JP,8.770761894538737e-15,4.3042583034405606e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-08,sector_financials,8.770761894538737e-15,4.3042583034405606e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-08,sector_it,8.770761894538737e-15,4.3042583034405606e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-08,industry_banks,8.770761894538737e-15,4.3042583034405606e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-08,industry_software,8.770761894538737e-15,4.3042583034405606e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-09,country_HK,-7.882583474838611e-15,2.7929723691217707e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-09,country_JP,-7.882583474838611e-15,2.7929723691217707e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-09,sector_financials,-7.882583474838611e-15,2.7929723691217707e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-09,sector_it,-7.882583474838611e-15,2.7929723691217707e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-09,industry_banks,-7.882583474838611e-15,2.7929723691217707e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-09,industry_software,-7.882583474838611e-15,2.7929723691217707e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-10,country_HK,-6.8833827526759706e-15,1.8815490316575933e-15
inventory_0.1__factor_0__impact_1,urgency_ramp,2026-07-10,country_JP,-6.8833827526759706e-15,1.8815490316575933e-15
