event_id,as_of,strategy,coefficient_policy,alpha_policy,factor_policy,factor_stress_fraction,alpha_confidence,mean_capacity_slack_fraction,solver,risk_aversion,liquidity_forecast_quantile,forecast_rmse_bps,selected_inventory_risk_weight,forecast_expected_net_pnl_dollars,gross_holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,parent_gross_dollars,net_pnl_bps,within_event_max_drawdown_dollars,within_event_max_drawdown_bps,terminal_completion_error_shares,max_realized_participation_rate,p95_realized_participation_rate,max_realized_participation_excess_shares,daily_gross_spearman,late_early_gross_ratio,completion_day5_pct,nondecreasing_transitions,urgent_first_trade_day,medium_first_trade_day,small_first_trade_day,early_factor_imbalance_pct,max_cap_excess_shares,max_wrong_direction_shares,terminal_completion_error_shares_audit
event_28,2028-05-08 16:00:00,static_open_loop,baseline_locked,raw,barra,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,3.6782790431350145,1.923035711662647e-08,516580.2191237578,-1802867.6615675092,311287.7065949077,49964.692449295384,-2164120.0606117127,487200000.00000006,-44.419541473967826,5140731.461229926,105.5158345901052,4.317553248256445e-08,0.14065355365805954,0.09935483045302775,35413.52808667792,0.22424242424242422,1.1000961046141273,47.812437317152146,5.0,1.0,1.0,3.0,6.871301687573879,0.012613858430995606,2.6841829439799355e-06,3.620516508817673e-08
event_28,2028-05-08 16:00:00,forecast_liquidity,baseline_locked,capacity_slack_confidence,equal_factor_stress,0.5,0.75,0.521931321655561,OSQP,medium,0.25,3.6782790431350145,1.923035711662647e-08,449153.4716897531,-2544801.6896640505,277937.37694786064,48839.172458245084,-2871578.2390701557,487200000.00000006,-58.94044004659597,4943188.639161361,101.46117896472416,8.555070962756872e-08,0.10973977043921639,0.10239100237561015,12476.086091886536,0.9636363636363635,2.542709100901388,34.219451720404464,8.0,1.0,1.0,5.0,8.993817973044552,0.02443718520225957,1.97148938821486e-05,7.473863661289215e-08
event_29,2028-05-25 16:00:00,static_open_loop,baseline_locked,raw,barra,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,3.4311261149828525,2.375508784604258e-08,608977.658267641,-2789609.7063098154,305210.63721466076,49284.453074039746,-3144104.796598516,487200000.00000006,-64.53417070193997,4597095.834837601,94.35746787433497,9.93022695183754e-08,0.12100573112102789,0.09739340297601147,20421.6435770932,-0.11515151515151514,0.8902223364056494,50.766715384076434,5.0,1.0,1.0,1.0,5.165178145380185,0.02455668903712649,8.92203587252953e-06,7.904600352048874e-08
event_29,2028-05-25 16:00:00,forecast_liquidity,baseline_locked,capacity_slack_confidence,equal_factor_stress,0.5,0.75,0.521931321655561,OSQP,medium,0.25,3.4311261149828525,2.375508784604258e-08,503871.8874638887,-1794387.7169423336,261478.22969294532,48095.26518933161,-2103961.211824611,487200000.00000006,-43.18475393728676,3550671.2718619183,72.87913119585218,1.069856807589531e-07,0.09920988280974471,0.08896263145329228,0.0,0.9272727272727272,2.273903924233958,36.08069660242736,8.0,1.0,1.0,1.0,5.117625646601417,0.024143276226823218,4.949772668265726e-05,6.961636245250702e-08
