event_id,as_of,strategy,solver,risk_aversion,forecast_rmse_bps,calibrated_persistent_directional_scale,selected_inventory_risk_weight,selected_forecast_path_risk_weight,forecast_market_pnl_vol_dollars,forecast_error_pnl_vol_dollars,forecast_predictive_pnl_vol_dollars,forecast_expected_net_pnl_dollars,gross_holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,parent_gross_dollars,net_pnl_bps,within_event_max_drawdown_dollars,within_event_max_drawdown_bps,terminal_completion_error_shares,daily_gross_spearman,late_early_gross_ratio,completion_day5_pct,nondecreasing_transitions,urgent_first_trade_day,medium_first_trade_day,small_first_trade_day,early_factor_imbalance_pct,max_cap_excess_shares,max_wrong_direction_shares,terminal_completion_error_shares_audit
event_16,2027-10-01 16:00:00,static_open_loop,OSQP,medium,4.401077551116214,0.5523050586418268,5.238103848384087e-08,0.0,3878750.619201597,544520.4483431042,3916785.5295663746,315229.03917770565,825221.338840663,301835.252184427,49946.20939337048,473439.87726286537,487200000.00000006,9.717567267300192,996701.8454501814,20.457755448484836,8.739880286157131e-08,0.5030303030303029,1.4378464293002966,44.38813487528016,6.0,1.0,1.0,1.0,4.218033981600752,0.005338445465895347,9.458439840989668e-07,5.4249539971351624e-08
event_16,2027-10-01 16:00:00,forecast_error_risk,OSQP,medium,4.401077551116214,0.5523050586418268,5.238103848384087e-08,5.238103848384087e-08,3876566.106830311,543442.4009766531,3914472.432372565,314311.5695844193,821236.2999778946,301497.15312043106,49934.49550341317,469804.65135405015,487200000.00000006,9.642952613999386,988420.4597062153,20.28777626654793,8.560891728848219e-08,0.5030303030303029,1.4522162711103164,44.274401049906224,6.0,1.0,1.0,1.0,4.255619311194756,0.005384422649512999,1.0951711032691805e-06,5.168840289115906e-08
event_17,2027-10-20 16:00:00,static_open_loop,OSQP,medium,2.854065104214979,0.5523050586418268,2.4027171062845417e-08,0.0,4043949.657171548,569632.6064985375,4083871.953933448,687549.8358722944,-1266386.114992803,320296.33446818276,50161.6105266548,-1636844.0599876405,487200000.00000006,-33.59696346444253,2930867.0022430597,60.15736868314982,2.2088352125138044e-07,0.04242424242424241,1.0489253981921935,48.70220129390101,5.0,1.0,1.0,1.0,4.992618226307496,0.008715866133570671,3.623727465556484e-05,7.799826562404633e-08
event_17,2027-10-20 16:00:00,forecast_error_risk,OSQP,medium,2.854065104214979,0.5523050586418268,2.4027171062845417e-08,2.4027171062845417e-08,4039925.9929785826,569125.8791848281,4079816.9438225892,686761.3798087905,-1258307.1569196042,320092.0574745065,50157.3038738801,-1628556.518267991,487200000.00000006,-33.426857928324935,2917784.6586903958,59.8888476742692,2.021115506067872e-07,0.04242424242424241,1.0575330317144096,48.57042027169348,5.0,1.0,1.0,1.0,4.962549036668729,0.0079416835505981,3.433943181997424e-05,7.241033017635345e-08
event_18,2027-11-08 16:00:00,static_open_loop,OSQP,medium,4.576568511503801,0.5523050586418268,4.659529547886065e-08,0.0,4073498.5151716936,577680.4845303008,4114256.299176457,1557946.068378653,-24150.737509926083,317239.58528779936,49396.704766064824,-390787.0275637901,487200000.00000006,-8.02108020451129,2726886.642992169,55.97057970016767,1.101871021091938e-07,-0.2727272727272727,0.8306915196694745,51.95972140181279,5.0,1.0,1.0,1.0,3.9586695620699137,0.021327745518647134,1.3336459686542753e-05,7.718335837125778e-08
event_18,2027-11-08 16:00:00,forecast_error_risk,OSQP,medium,4.576568511503801,0.5523050586418268,4.659529547886065e-08,4.659529547886065e-08,4067113.64604018,576880.2043104257,4107822.3160126447,1555502.6872975635,-38281.99234882393,316627.8259212836,49384.222850551014,-404294.0411206584,487200000.00000006,-8.298317756992166,2730527.8233520864,56.045316571266135,1.0845542419701815e-07,-0.2727272727272727,0.8424237007379176,51.73283741766315,5.0,1.0,1.0,1.0,3.9439281757287565,0.0211234111484373,1.3160034329810983e-05,7.636845111846924e-08
event_19,2027-11-25 16:00:00,static_open_loop,OSQP,medium,3.6703044785581898,0.5523050586418268,2.3367526583195623e-08,0.0,4083146.4588002674,573398.1508165562,4123211.181030267,662145.802324582,4605672.2293202225,303459.34706880536,49647.96599052071,4252564.916260895,487200000.00000006,87.28581519418914,201908.3810192519,4.144260694155416,7.088237907737494e-08,-0.01818181818181818,0.9587434249064821,49.565031491360045,5.0,1.0,1.0,1.0,6.7072257661236625,0.011463399627245963,5.1380609213105435e-06,3.562308847904205e-08
event_19,2027-11-25 16:00:00,forecast_error_risk,OSQP,medium,3.6703044785581898,0.5523050586418268,2.3367526583195623e-08,2.3367526583195623e-08,4081093.115422567,572981.8609615146,4121119.8999471483,661748.4532881556,4597908.267139761,303282.13655245584,49642.846778989915,4244983.283808314,487200000.00000006,87.13019876453846,201634.2674816287,4.138634390017009,8.831557352095842e-08,-0.01818181818181818,0.9662770547759768,49.44172543160137,5.0,1.0,1.0,1.0,6.73728960028869,0.018598978422232904,6.23649831930154e-06,5.78584149479866e-08
event_20,2027-12-14 16:00:00,static_open_loop,OSQP,medium,3.2808965299189565,0.5523050586418268,4.719218322334486e-08,0.0,3862965.197662518,508568.33794184844,3896298.483523657,-900504.0489202399,5323541.071180351,295053.7062176976,48730.536641565064,4979756.828321088,487200000.00000006,102.21175755995665,1053742.8758273288,21.628548354419717,3.65689629688859e-08,0.9515151515151514,1.9084045085487353,40.45717481525177,7.0,1.0,1.0,9.0,7.09088599848783,0.00826808599231299,1.1193042754790029e-05,3.1548552215099335e-08
event_20,2027-12-14 16:00:00,forecast_error_risk,OSQP,medium,3.2808965299189565,0.5523050586418268,4.719218322334486e-08,4.719218322334486e-08,3865207.778753642,507647.06585040165,3898401.81566808,-899708.1812513954,5327176.331010344,295024.94602953404,48718.110122694256,4983433.274858115,487200000.00000006,102.28721828526508,1051718.6746533494,21.587000711275643,4.21423465013504e-08,0.9515151515151514,1.9208324530531804,40.36793201235046,7.0,1.0,1.0,9.0,7.182984259285705,0.00914713236852549,1.272224376505974e-05,3.527384251356125e-08
event_21,2027-12-31 16:00:00,static_open_loop,OSQP,medium,5.522155888755594,0.5523050586418268,6.432814734300226e-08,0.0,3837046.900339754,537321.5511560495,3874486.20654967,518977.304444289,9866540.910296049,307689.607172245,49332.83051074519,9509518.47261306,487200000.00000006,195.18716076791995,2159725.278869205,44.3293365941955,8.904316928237677e-08,0.6121212121212121,1.4976924721432139,44.17054880613043,5.0,1.0,1.0,7.0,3.6348470169402547,0.00046196240873541683,3.4869369221297467e-06,6.984919309616089e-08
event_21,2027-12-31 16:00:00,forecast_error_risk,OSQP,medium,5.522155888755594,0.5523050586418268,6.432814734300226e-08,6.432814734300226e-08,3836110.4856900456,536723.6053675199,3873475.9437719276,518494.4473473721,9871818.964011414,307596.5929504476,49327.84059159378,9514894.530469373,487200000.00000006,195.29750678303307,2149308.210101629,44.11552155381012,1.0343501344323158e-07,0.6363636363636362,1.5082092526768713,44.08673352969263,5.0,1.0,1.0,7.0,3.6955979629573354,0.0009147747769020498,3.853085319707457e-06,7.660128176212311e-08
event_22,2028-01-19 16:00:00,static_open_loop,OSQP,medium,5.352418245809751,0.5523050586418268,4.522525230192032e-08,0.0,4046900.342996126,575235.1533087415,4087578.4845974874,1486536.1994767433,1107863.4718978463,308353.9957684683,48781.63947049911,750727.836658879,487200000.00000006,15.409027846036102,994010.6575633752,20.402517601875516,8.33242665976286e-08,-0.2727272727272727,0.8504927609391174,51.29039432672271,5.0,1.0,1.0,1.0,3.770560579282886,0.0015966971986927092,1.1947887174456196e-05,2.6309862732887268e-08
event_22,2028-01-19 16:00:00,forecast_error_risk,OSQP,medium,5.352418245809751,0.5523050586418268,4.522525230192032e-08,4.522525230192032e-08,4040897.6979447105,574453.3876385407,4081525.56035415,1484319.2339242583,1104908.8165936847,307950.34398253704,48773.489282268296,748184.9833288796,487200000.00000006,15.35683463318718,991493.0715759619,20.350843012642894,1.2887176126241684e-07,-0.19999999999999998,0.8610649371985682,51.08467988002343,5.0,1.0,1.0,1.0,3.7126577853455682,0.009473381040152162,1.6440876962559332e-05,6.379559636116028e-08
event_23,2028-02-07 16:00:00,static_open_loop,OSQP,medium,4.027949835470653,0.5523050586418268,4.284038955862011e-08,0.0,4091870.163796157,577954.8186915646,4132485.1130783265,1470662.8974595834,3664485.729071074,316608.34777304356,49304.42068218532,3298572.9606158445,487200000.00000006,67.70469952002964,3537647.4049026174,72.61181044545602,6.122718332335353e-07,-0.10303030303030303,0.901377399579103,50.25218135931112,6.0,1.0,1.0,1.0,4.94396300755078,0.02010837645502761,8.190000050132583e-05,1.3248063623905182e-07
event_23,2028-02-07 16:00:00,forecast_error_risk,OSQP,medium,4.027949835470653,0.5523050586418268,4.284038955862011e-08,4.284038955862011e-08,4086806.456957405,577338.5123294692,4127384.9801596585,1468873.4582592563,3655590.8352586874,316076.9149777891,49287.41341777609,3290226.5068631223,487200000.00000006,67.53338478783091,3537749.278415631,72.61390144531262,4.6052446123212576e-07,-0.10303030303030303,0.9122945269856273,50.06377118849301,6.0,1.0,1.0,1.0,4.920488992284349,0.013417732232483104,7.21002167162275e-05,9.150244295597076e-08
event_24,2028-02-24 16:00:00,static_open_loop,OSQP,medium,3.0935426178117855,0.5523050586418268,2.73624352609327e-08,0.0,3882264.6384970206,535735.9496831393,3919054.953825896,-18325.126405516326,3212239.91614758,289321.7238641903,49839.57613108358,2873078.616152306,487200000.00000006,58.97123596371728,732705.9076766181,15.03911961569413,2.4485052563250065e-07,0.6606060606060605,1.504197908649184,42.70221228963165,7.0,1.0,1.0,4.0,7.176367033671486,0.023170379106886685,6.066529425318706e-05,1.6926787793636322e-07
