date,symbol,trade_shares,trade_dollars,abs_pct_adv,cap_shares,cap_pct_adv,days_to_earnings,residual_shares_after,residual_dollars_after,event_id,strategy,selected_plan_source
2028-03-15,U0_HK_financials,47126.588987363895,3675873.941014384,0.03927215748946991,120000.0,0.1,9.0,972873.4110126363,75884126.05898564,event_25,static_open_loop,static_open_loop
2028-03-15,U1_JP_it,-67036.28778362619,-3619959.5403158143,0.04469085852241746,150000.0,0.1,9.0,-1207963.712216374,-65230040.45968419,event_25,static_open_loop,static_open_loop
2028-03-15,U2_US_healthcare,37630.89215804939,4214659.921701532,0.04181210239783266,90000.0,0.1,9.0,727369.1078419507,81465340.07829848,event_25,static_open_loop,static_open_loop
2028-03-15,U3_HK_it,-49578.8454418579,-3272203.799162621,0.04507167767441627,110000.0,0.1,9.0,-885421.1545581422,-58437796.20083738,event_25,static_open_loop,static_open_loop
2028-03-15,M0_HK_financials,-35169.86180628799,-2743249.2208904633,0.02930821817190666,120000.0,0.1,9.0,-504830.138193712,-39376750.77910954,event_25,static_open_loop,static_open_loop
2028-03-15,M1_JP_it,65117.124988703115,3516324.7493899683,0.04341141665913541,150000.0,0.1,9.0,609882.875011297,32933675.250610035,event_25,static_open_loop,static_open_loop
2028-03-15,M2_US_healthcare,-30504.548522662928,-3416509.434538248,0.03389394280295881,90000.0,0.1,9.0,-374495.45147733705,-41943490.56546175,event_25,static_open_loop,static_open_loop
2028-03-15,M3_HK_it,40501.94333074602,2673128.259829237,0.03681994848249638,110000.0,0.1,9.0,454498.056669254,29996871.740170762,event_25,static_open_loop,static_open_loop
2028-03-15,S0_HK_financials,2.469275276947074e-07,1.9260347160187176e-05,2.057729397455895e-13,120000.0,0.1,9.0,119999.99999975307,9359999.99998074,event_25,static_open_loop,static_open_loop
2028-03-15,S1_JP_it,-2.215340559699756e-07,-1.1962839022378682e-05,1.4768937064665039e-13,150000.0,0.1,9.0,-149999.99999977846,-8099999.999988037,event_25,static_open_loop,static_open_loop
2028-03-15,S2_US_healthcare,1.2553825715803835e-07,1.4060284801700296e-05,1.394869523978204e-13,90000.0,0.1,9.0,89999.99999987446,10079999.999985939,event_25,static_open_loop,static_open_loop
2028-03-15,S3_HK_it,-1.7896188609362503e-07,-1.1811484482179253e-05,1.6269262372147732e-13,110000.0,0.1,9.0,-109999.99999982104,-7259999.999988189,event_25,static_open_loop,static_open_loop
2028-03-16,U0_HK_financials,56877.88181254467,4436474.781378484,0.047398234843787225,120000.0,0.1,8.0,915995.5292000915,71447651.27760714,event_25,static_open_loop,static_open_loop
2028-03-16,U1_JP_it,-72995.64093234051,-3941764.6103463876,0.04866376062156034,150000.0,0.1,8.0,-1134968.0712840336,-61288275.849337816,event_25,static_open_loop,static_open_loop
2028-03-16,U2_US_healthcare,44485.08781703788,4982329.835508242,0.04942787535226431,90000.0,0.1,8.0,682884.0200249129,76483010.24279025,event_25,static_open_loop,static_open_loop
2028-03-16,U3_HK_it,-58391.2004585077,-3853819.2302615084,0.053082909507734276,110000.0,0.1,8.0,-827029.9540996345,-54583976.97057588,event_25,static_open_loop,static_open_loop
2028-03-16,M0_HK_financials,-43995.27727440338,-3431631.6274034637,0.03666273106200282,120000.0,0.1,8.0,-460834.8609193086,-35945119.15170607,event_25,static_open_loop,static_open_loop
2028-03-16,M1_JP_it,72682.18161134514,3924837.807012637,0.04845478774089676,150000.0,0.1,8.0,537200.6933999518,29008837.4435974,event_25,static_open_loop,static_open_loop
2028-03-16,M2_US_healthcare,-35713.6311396211,-3999926.6876375633,0.03968181237735678,90000.0,0.1,8.0,-338781.82033771597,-37943563.87782419,event_25,static_open_loop,static_open_loop
2028-03-16,M3_HK_it,45393.36225763097,2995961.9090036443,0.0412666929614827,110000.0,0.1,8.0,409104.694411623,27000909.831167117,event_25,static_open_loop,static_open_loop
2028-03-16,S0_HK_financials,2.473183337398639e-07,1.9290830031709384e-05,2.060986114498866e-13,120000.0,0.1,8.0,119999.99999950576,9359999.999961449,event_25,static_open_loop,static_open_loop
2028-03-16,S1_JP_it,-2.2440753660064548e-07,-1.2118006976434856e-05,1.4960502440043033e-13,150000.0,0.1,8.0,-149999.99999955407,-8099999.99997592,event_25,static_open_loop,static_open_loop
2028-03-16,S2_US_healthcare,1.266150605343866e-07,1.41808867798513e-05,1.4068340059376289e-13,90000.0,0.1,8.0,89999.99999974784,10079999.999971759,event_25,static_open_loop,static_open_loop
