strategy,event_count,total_net_pnl_dollars,mean_net_pnl_bps,pnl_vol_bps,loss_var_95_bps,loss_cvar_95_bps,probability_profitable,worst_event_pnl_bps,event_sequence_max_drawdown_bps,mean_within_event_drawdown_bps,mean_early_factor_imbalance_pct,mean_late_early_gross_ratio,mean_daily_gross_spearman,mean_nondecreasing_transitions,mean_urgent_first_trade_day,mean_small_first_trade_day,max_cap_excess_shares,max_wrong_direction_shares,max_terminal_completion_error_shares,total_realized_impact_cost_dollars,mean_p95_realized_participation_rate,max_realized_participation_rate,max_realized_participation_excess_shares,decision,decision_reason
static_open_loop,2,-4514120.627552501,-46.327182138264575,67.69179833363786,94.19251177069215,94.19251177069216,0.5,-94.19251177069215,94.19251177069215,76.72174970830686,5.05022415884517,1.554176669987783,0.6606060606060605,6.5,1.0,6.5,0.01285890729923267,2.5833961400230176e-05,6.228219717741013e-08,569546.3245374782,0.09195253051959051,0.11618405925173603,15022.422695603527,baseline,Current flat-ADV medium-risk policy.
forecast_liquidity,2,-3825991.8919830965,-39.265105623800245,74.91700671152516,92.23942909571778,92.23942909571778,0.5,-92.23942909571778,92.23942909571778,68.53951881428479,3.4001059768562047,3.6689265095813575,0.9757575757575756,8.0,1.0,8.5,0.18036008041235618,0.0015548431884213983,1.576961949467659e-06,500773.30707434413,0.09040221666409322,0.11164408397706216,10107.570772706385,discard,"Failed: lower_event_pnl_volatility, participation_caps_hard, direction_hard."
