candidate,risk_measure,scenario_tail_overlay_fraction,optimization_scenario_count,lambda_multiplier,inventory_risk_weight,inventory_path_risk_weight,status,expected_alpha_dollars,impact_cost_dollars,linear_cost_dollars,expected_net_pnl_dollars,pnl_vol_dollars,loss_var_95_dollars,loss_cvar_95_dollars,probability_profitable,event_id,strategy,forecast_error_pnl_vol_dollars,predictive_pnl_vol_dollars
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,782686.1478123191,330581.97130301833,50419.074514233245,401685.10199506755,4786253.28034902,9383887.469260192,11333795.780963177,0.625,event_16,forecast_error_risk,605470.8033437734,4824397.926928655
variance__multiplier_0.1__variance_1.74603e-09__path_0__forecast_error_path,variance,0.0,,0.1,1.746034616128029e-09,1.746034616128029e-09,optimal,777128.4843154504,325983.209094615,50367.3056472046,400777.96957363083,4673014.653042076,9127458.038514053,11190848.461149078,0.625,event_16,forecast_error_risk,602657.8635130565,4711715.446416525
variance__multiplier_0.3__variance_5.2381e-09__path_0__forecast_error_path,variance,0.0,,0.3,5.238103848384087e-09,5.238103848384087e-09,optimal,764385.9162741343,319246.8877282728,50241.21829860747,394897.81024725403,4487172.4263848,8695233.856146045,10884713.745689997,0.625,event_16,forecast_error_risk,595479.976409842,4526512.209904346
variance__multiplier_1__variance_1.74603e-08__path_0__forecast_error_path,variance,0.0,,1.0,1.746034616128029e-08,1.746034616128029e-08,optimal,712627.8977787624,303274.8328956011,49773.85709381921,359579.20778934204,4082022.8511703275,7501640.204365929,9991230.442566333,0.59375,event_16,forecast_error_risk,567208.0615160784,4121241.990289524
variance__multiplier_3__variance_5.2381e-08__path_0__forecast_error_path,variance,0.0,,3.0,5.238103848384087e-08,5.238103848384087e-08,optimal,668155.6323971523,304492.7908068213,49351.27200591165,314311.5695844193,3876566.106830311,7120051.627320084,9303925.456464274,0.578125,event_16,forecast_error_risk,543442.4009766531,3914472.432372565
variance__multiplier_10__variance_1.74603e-07__path_0__forecast_error_path,variance,0.0,,10.0,1.7460346161280292e-07,1.7460346161280292e-07,optimal,626361.7232002394,322156.87068439624,49095.90453355471,255108.9479822884,3789572.017726583,7174259.349163436,9340931.09214512,0.5625,event_16,forecast_error_risk,529421.3369505911,3826374.65880628
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1131953.0474006343,343180.29281861585,50593.95761015024,738178.7969718681,4706583.021108371,9140516.24670678,13409111.30614368,0.640625,event_17,static_open_loop,,
variance__multiplier_0.1__variance_2.40272e-09__path_0,variance,0.0,,0.1,2.402717106284542e-09,0.0,optimal,1125555.8540135631,338131.5200824358,50472.34948571516,736951.9844454122,4588780.293740146,9071693.837977584,12756333.845786143,0.625,event_17,static_open_loop,,
variance__multiplier_0.3__variance_7.20815e-09__path_0,variance,0.0,,0.3,7.208151318853624e-09,0.0,optimal,1107733.392894957,328836.89306732744,50248.12209094164,728648.3777366879,4396506.513800736,8729654.273436852,11960171.486745315,0.640625,event_17,static_open_loop,,
variance__multiplier_1__variance_2.40272e-08__path_0,variance,0.0,,1.0,2.4027171062845417e-08,0.0,optimal,1049689.592024716,312410.61089704226,49729.14525537941,687549.8358722944,4043949.657171548,8497037.622608187,11300868.027519835,0.65625,event_17,static_open_loop,,
variance__multiplier_3__variance_7.20815e-08__path_0,variance,0.0,,3.0,7.208151318853625e-08,0.0,optimal,987701.1713678674,313964.5329472849,49272.97577824567,624463.6626423368,3834261.109304618,8124535.756687538,10762926.822101634,0.671875,event_17,static_open_loop,,
variance__multiplier_10__variance_2.40272e-07__path_0,variance,0.0,,10.0,2.4027171062845417e-07,0.0,optimal,959386.9148829535,330550.64887144574,49104.654418718,579731.6115927898,3784983.6435496667,8084836.396214707,10318432.724884303,0.671875,event_17,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,1131953.0474006343,343180.29281861585,50593.95761015024,738178.7969718681,4706583.021108371,9140516.24670678,13409111.30614368,0.640625,event_17,forecast_error_risk,622667.5889377089,4747592.933360979
variance__multiplier_0.1__variance_2.40272e-09__path_0__forecast_error_path,variance,0.0,,0.1,2.402717106284542e-09,2.402717106284542e-09,optimal,1125469.5322535767,338066.11829572765,50470.89994548592,736932.5140123632,4587903.582893673,9069081.956489455,12751865.629460389,0.625,event_17,forecast_error_risk,614690.662237209,4628898.777913622
variance__multiplier_0.3__variance_7.20815e-09__path_0__forecast_error_path,variance,0.0,,0.3,7.208151318853624e-09,7.208151318853624e-09,optimal,1107328.1483359577,328635.8221730052,50243.17808145029,728449.1480815022,4393384.846419639,8720899.590109935,11949168.62179008,0.640625,event_17,forecast_error_risk,599451.7298741331,4434092.103824503
variance__multiplier_1__variance_2.40272e-08__path_0__forecast_error_path,variance,0.0,,1.0,2.4027171062845417e-08,2.4027171062845417e-08,optimal,1048676.7986338406,312195.5548612922,49719.863963757896,686761.3798087905,4039925.9929785826,8492747.641520936,11294076.807468638,0.65625,event_17,forecast_error_risk,569125.8791848281,4079816.9438225892
variance__multiplier_3__variance_7.20815e-08__path_0__forecast_error_path,variance,0.0,,3.0,7.208151318853625e-08,7.208151318853625e-08,optimal,986523.326929877,313802.8623830695,49264.96559467758,623455.49895213,3832474.628024389,8107015.286503062,10755015.980284827,0.671875,event_17,forecast_error_risk,541961.5478604933,3870605.1327680047
variance__multiplier_10__variance_2.40272e-07__path_0__forecast_error_path,variance,0.0,,10.0,2.4027171062845417e-07,2.4027171062845417e-07,optimal,957951.0228572269,330082.0301177681,49095.80427726007,578773.1884621987,3784503.5003750618,8076980.477152116,10315068.001260838,0.671875,event_17,forecast_error_risk,531830.2356914962,3821689.4358315887
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,2153096.1440401687,373620.2813222168,51015.89518094648,1728459.9675370054,4889593.426884846,8640941.346328985,13934058.197220046,0.625,event_18,static_open_loop,,
variance__multiplier_0.1__variance_4.65953e-09__path_0,variance,0.0,,0.1,4.659529547886065e-09,0.0,optimal,2153745.800664091,374966.894846383,51014.06615768048,1727764.8396600275,4861286.928854595,8721974.333788661,13790083.086169478,0.625,event_18,static_open_loop,,
variance__multiplier_0.3__variance_1.39786e-08__path_0,variance,0.0,,0.3,1.3978588643658196e-08,0.0,optimal,2125773.7338016806,362937.00871803716,50817.383250788924,1712019.3418328546,4696427.789390483,8880501.794125425,13196934.295288412,0.609375,event_18,static_open_loop,,
variance__multiplier_1__variance_4.65953e-08__path_0,variance,0.0,,1.0,4.659529547886065e-08,0.0,optimal,1926524.44952768,318660.8452622785,49917.5358867485,1557946.068378653,4073498.5151716936,8192358.713033821,11601196.967665449,0.640625,event_18,static_open_loop,,
variance__multiplier_3__variance_1.39786e-07__path_0,variance,0.0,,3.0,1.3978588643658197e-07,0.0,optimal,1770134.515262526,320379.0507737533,49245.08019403218,1400510.3842947404,3818078.169410986,7941719.316271942,10991663.99271465,0.65625,event_18,static_open_loop,,
variance__multiplier_10__variance_4.65953e-07__path_0,variance,0.0,,10.0,4.659529547886065e-07,0.0,optimal,1736673.6920071312,335421.68172644085,49085.791375860084,1352166.2189048303,3783374.85340098,7888612.9184900485,10993637.12121528,0.640625,event_18,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,2153096.1440401687,373620.2813222168,51015.89518094648,1728459.9675370054,4889593.426884846,8640941.346328985,13934058.197220046,0.625,event_18,forecast_error_risk,642721.8003970803,4931654.407289824
variance__multiplier_0.1__variance_4.65953e-09__path_0__forecast_error_path,variance,0.0,,0.1,4.659529547886065e-09,4.659529547886065e-09,optimal,2153671.7909703837,374898.17982949206,51013.13593439408,1727760.4752064976,4861193.4778071735,8721667.290861381,13789801.674207812,0.625,event_18,forecast_error_risk,642795.216951245,4903507.6954778405
variance__multiplier_0.3__variance_1.39786e-08__path_0__forecast_error_path,variance,0.0,,0.3,1.3978588643658196e-08,1.3978588643658196e-08,optimal,2125077.7639174075,362634.4503173296,50812.55613791252,1711630.7574621653,4693484.260937002,8880658.022069015,13187450.10299475,0.609375,event_18,forecast_error_risk,632825.3685511576,4735954.228531486
variance__multiplier_1__variance_4.65953e-08__path_0__forecast_error_path,variance,0.0,,1.0,4.659529547886065e-08,4.659529547886065e-08,optimal,1923474.443013594,318067.9292208455,49903.826495185,1555502.6872975635,4067113.64604018,8164005.1733953655,11583525.49009296,0.640625,event_18,forecast_error_risk,576880.2043104257,4107822.3160126447
variance__multiplier_3__variance_1.39786e-07__path_0__forecast_error_path,variance,0.0,,3.0,1.3978588643658197e-07,1.3978588643658197e-07,optimal,1766329.1888180636,320559.32879684854,49230.33651218993,1396539.523509025,3814427.9857610613,7928777.283766253,10985779.989588413,0.65625,event_18,forecast_error_risk,539401.3659950605,3852377.7971785846
variance__multiplier_10__variance_4.65953e-07__path_0__forecast_error_path,variance,0.0,,10.0,4.659529547886065e-07,4.659529547886065e-07,optimal,1735037.2764258254,334613.6793790278,49076.51719984163,1351347.079846956,3783189.5449171118,7866929.166131783,10993201.407071104,0.640625,event_18,forecast_error_risk,531723.3008465513,3820373.385080743
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1087860.5824512078,339028.6096464588,50538.44514140409,698293.5276633449,4706960.064535652,6778057.835064983,8554500.31599496,0.546875,event_19,static_open_loop,,
variance__multiplier_0.1__variance_2.33675e-09__path_0,variance,0.0,,0.1,2.3367526583195624e-09,0.0,optimal,1080062.828124413,332911.3553065508,50411.10977424263,696740.3630436196,4571160.984659784,6394479.129217974,8249497.190174505,0.515625,event_19,static_open_loop,,
variance__multiplier_0.3__variance_7.01026e-09__path_0,variance,0.0,,0.3,7.010257974958687e-09,0.0,optimal,1058355.597244282,321490.7190582433,50132.523066275025,686732.3551197636,4320817.85879984,5839528.109662815,7722857.627919344,0.53125,event_19,static_open_loop,,
variance__multiplier_1__variance_2.33675e-08__path_0,variance,0.0,,1.0,2.3367526583195623e-08,0.0,optimal,1028559.8806959429,316668.13549184805,49745.94287951282,662145.802324582,4083146.4588002674,5726353.310294762,7211014.961343025,0.5,event_19,static_open_loop,,
variance__multiplier_3__variance_7.01026e-08__path_0,variance,0.0,,3.0,7.010257974958687e-08,0.0,optimal,949975.8891108901,313694.38090639666,49254.11371416354,587027.3944903299,3826490.768665467,5879736.319583787,7023669.547521375,0.53125,event_19,static_open_loop,,
variance__multiplier_10__variance_2.33675e-07__path_0,variance,0.0,,10.0,2.3367526583195623e-07,0.0,optimal,930155.2415433599,328276.1965916661,49095.99931036161,552783.0456413323,3784835.7918606824,5986581.33636746,7104961.970367583,0.5625,event_19,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,1087860.5824512078,339028.6096464588,50538.44514140409,698293.5276633449,4706960.064535652,6778057.835064983,8554500.31599496,0.546875,event_19,forecast_error_risk,618624.0139571531,4747438.121742919
variance__multiplier_0.1__variance_2.33675e-09__path_0__forecast_error_path,variance,0.0,,0.1,2.3367526583195624e-09,2.3367526583195624e-09,optimal,1079912.6033215749,332789.15370378137,50408.95522743675,696714.4943903568,4569958.502599207,6392654.689560708,8247207.260847225,0.515625,event_19,forecast_error_risk,611095.2485266398,4610635.326964238
variance__multiplier_0.3__variance_7.01026e-09__path_0__forecast_error_path,variance,0.0,,0.3,7.010257974958687e-09,7.010257974958687e-09,optimal,1057953.3937539528,321268.54985749593,50127.350413204316,686557.4934832526,4317952.17850063,5834229.68949943,7718667.9416471375,0.53125,event_19,forecast_error_risk,593863.7682663364,4358598.994066537
variance__multiplier_1__variance_2.33675e-08__path_0__forecast_error_path,variance,0.0,,1.0,2.3367526583195623e-08,2.3367526583195623e-08,optimal,1028000.5044884095,316514.51710534876,49737.534094905124,661748.4532881556,4081093.115422567,5725250.296318844,7208459.797430848,0.5,event_19,forecast_error_risk,572981.8609615146,4121119.8999471483
variance__multiplier_3__variance_7.01026e-08__path_0__forecast_error_path,variance,0.0,,3.0,7.010257974958687e-08,7.010257974958687e-08,optimal,948638.5584545461,313464.58578920644,49243.708604209125,585930.2640611306,3824499.4369447213,5860431.2545472365,7022559.324799187,0.53125,event_19,forecast_error_risk,538854.8397424518,3862274.003939176
variance__multiplier_10__variance_2.33675e-07__path_0__forecast_error_path,variance,0.0,,10.0,2.3367526583195623e-07,2.3367526583195623e-07,optimal,929467.9430088458,327725.0810621901,49087.88473852104,552654.9772081346,3784802.8897718256,5957763.418897669,7098937.143081083,0.5625,event_19,forecast_error_risk,530319.315648178,3821775.96033241
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,-510324.9554133207,294068.5843814904,48605.10175404897,-852998.64154886,4291652.899098804,7100739.469538213,12920552.250439554,0.40625,event_20,static_open_loop,,
variance__multiplier_0.1__variance_1.57307e-09__path_0,variance,0.0,,0.1,1.5730727741114954e-09,0.0,optimal,-510620.97277904506,294140.5137237003,48577.27774942985,-853338.7642521752,4234261.738432343,6935944.735055839,12825639.60434789,0.421875,event_20,static_open_loop,,
variance__multiplier_0.3__variance_4.71922e-09__path_0,variance,0.0,,0.3,4.719218322334486e-09,0.0,optimal,-512794.26767772425,293752.22107380826,48562.090728306306,-855108.5794798388,4164577.999634253,6772173.354225236,12710290.26888933,0.421875,event_20,static_open_loop,,
variance__multiplier_1__variance_1.57307e-08__path_0,variance,0.0,,1.0,1.5730727741114954e-08,0.0,optimal,-524932.4196955343,293154.86784921016,48638.539049886014,-866725.8265946305,4019984.593780158,6602662.573745698,12565878.368427316,0.4375,event_20,static_open_loop,,
variance__multiplier_3__variance_4.71922e-08__path_0,variance,0.0,,3.0,4.719218322334486e-08,0.0,optimal,-551917.1674876114,299738.09951704746,48848.78191558097,-900504.0489202399,3862965.197662518,7284442.260358035,12604989.324646425,0.421875,event_20,static_open_loop,,
variance__multiplier_10__variance_1.57307e-07__path_0,variance,0.0,,10.0,1.5730727741114955e-07,0.0,optimal,-575900.2547657622,317370.53809333435,48992.699959564554,-942263.4928186612,3794955.583402508,7911590.334973106,12638594.171891712,0.421875,event_20,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,-510324.9554133207,294068.5843814904,48605.10175404897,-852998.64154886,4291652.899098804,7100739.469538213,12920552.250439554,0.40625,event_20,forecast_error_risk,488598.73301301996,4319376.497626144
variance__multiplier_0.1__variance_1.57307e-09__path_0__forecast_error_path,variance,0.0,,0.1,1.5730727741114954e-09,1.5730727741114954e-09,optimal,-510602.17559671187,294160.85201729345,48576.72491663091,-853339.7525306363,4234189.2556444295,6936386.597466492,12825407.408545,0.421875,event_20,forecast_error_risk,487417.7926227798,4262151.423539524
variance__multiplier_0.3__variance_4.71922e-09__path_0__forecast_error_path,variance,0.0,,0.3,4.719218322334486e-09,4.719218322334486e-09,optimal,-512745.3741656076,293805.03328703175,48560.522473813355,-855110.9299264528,4164523.5864517638,6774393.1320613995,12709485.291942636,0.421875,event_20,forecast_error_risk,486716.0744090527,4192868.855473686
variance__multiplier_1__variance_1.57307e-08__path_0__forecast_error_path,variance,0.0,,1.0,1.5730727741114954e-08,1.5730727741114954e-08,optimal,-524523.7483269128,293362.56813682755,48631.85918983425,-866518.1756535745,4021655.826566245,6606944.853723232,12563077.323777877,0.4375,event_20,forecast_error_risk,491209.6402368455,4051543.2242561397
variance__multiplier_3__variance_4.71922e-08__path_0__forecast_error_path,variance,0.0,,3.0,4.719218322334486e-08,4.719218322334486e-08,optimal,-551169.2447947247,299701.888817401,48837.047639269615,-899708.1812513954,3865207.778753642,7262789.246184871,12597533.79197308,0.421875,event_20,forecast_error_risk,507647.06585040165,3898401.81566808
variance__multiplier_10__variance_1.57307e-07__path_0__forecast_error_path,variance,0.0,,10.0,1.5730727741114955e-07,1.5730727741114955e-07,optimal,-574901.8512390336,316782.0502751334,48980.71111852124,-940664.6126326883,3796359.992655853,7885110.232173518,12637012.512306636,0.421875,event_20,forecast_error_risk,521502.45033572015,3832011.743137553
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,992681.2368931705,334915.71992952185,50468.064212792146,607297.4527508565,4715927.112173071,8225986.821253041,11972508.240198674,0.578125,event_21,static_open_loop,,
variance__multiplier_0.1__variance_2.14427e-09__path_0,variance,0.0,,0.1,2.1442715781000754e-09,0.0,optimal,983152.3725638237,327039.64689236804,50333.01567472091,605779.7099967349,4557723.132393894,8371064.770715148,11545652.222114982,0.609375,event_21,static_open_loop,,
variance__multiplier_0.3__variance_6.43281e-09__path_0,variance,0.0,,0.3,6.432814734300226e-09,0.0,optimal,965832.4977636265,317902.725557879,50105.29063061625,597824.4815751312,4338171.188125118,8329923.986361859,11054323.57320929,0.625,event_21,static_open_loop,,
variance__multiplier_1__variance_2.14427e-08__path_0,variance,0.0,,1.0,2.1442715781000754e-08,0.0,optimal,914051.6941339483,303071.8353453072,49606.58864883188,561373.2701398092,4005314.7628987525,7637409.769557692,10292674.041063113,0.625,event_21,static_open_loop,,
variance__multiplier_3__variance_6.43281e-08__path_0,variance,0.0,,3.0,6.432814734300226e-08,0.0,optimal,876169.2045801166,307960.47867982276,49231.421456004784,518977.304444289,3837046.900339754,7480039.15647329,9855049.59695695,0.640625,event_21,static_open_loop,,
variance__multiplier_10__variance_2.14427e-07__path_0,variance,0.0,,10.0,2.1442715781000755e-07,0.0,optimal,852462.0441985904,324193.91222576564,49094.578041421584,479173.5539314032,3788095.0758138457,7129044.2827233495,9819129.786683643,0.640625,event_21,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,992681.2368931705,334915.71992952185,50468.064212792146,607297.4527508565,4715927.112173071,8225986.821253041,11972508.240198674,0.578125,event_21,forecast_error_risk,610772.6357055482,4755314.05270522
variance__multiplier_0.1__variance_2.14427e-09__path_0__forecast_error_path,variance,0.0,,0.1,2.1442715781000754e-09,2.1442715781000754e-09,optimal,983017.2997817568,326930.88752910885,50330.8489867324,605755.5632659156,4556497.592411023,8370999.838125106,11542570.685605496,0.609375,event_21,forecast_error_risk,601424.224291401,4596017.9946571095
variance__multiplier_0.3__variance_6.43281e-09__path_0__forecast_error_path,variance,0.0,,0.3,6.432814734300226e-09,6.432814734300226e-09,optimal,965485.0315349774,317692.70015064755,50100.18086798486,597692.1505163449,4335820.142139258,8326213.854845052,11050963.854776919,0.625,event_21,forecast_error_risk,587235.2559856443,4375406.444074998
variance__multiplier_1__variance_2.14427e-08__path_0__forecast_error_path,variance,0.0,,1.0,2.1442715781000754e-08,2.1442715781000754e-08,optimal,912881.1933878198,302712.882654201,49593.71317165623,560574.5975619626,4000716.442191803,7640427.25521505,10279387.061579699,0.625,event_21,forecast_error_risk,557741.8323272042,4039406.887446664
variance__multiplier_3__variance_6.43281e-08__path_0__forecast_error_path,variance,0.0,,3.0,6.432814734300226e-08,6.432814734300226e-08,optimal,875610.9741621605,307894.039717455,49222.487097333404,518494.4473473721,3836110.4856900456,7495656.829051667,9853540.385353953,0.640625,event_21,forecast_error_risk,536723.6053675199,3873475.9437719276
variance__multiplier_10__variance_2.14427e-07__path_0__forecast_error_path,variance,0.0,,10.0,2.1442715781000755e-07,2.1442715781000755e-07,optimal,851742.3477763336,323733.1601650982,49084.31825944646,478924.86935178883,3787993.811642502,7145189.9714918425,9818735.280003289,0.640625,event_21,forecast_error_risk,529472.1014805803,3824818.6654125387
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,2061308.2651452592,369112.12075258046,51010.6171020527,1641185.527290626,4909169.038206361,7582958.6601697225,9014580.568866277,0.65625,event_22,static_open_loop,,
variance__multiplier_0.1__variance_4.52253e-09__path_0,variance,0.0,,0.1,4.522525230192032e-09,0.0,optimal,2061972.66412714,370382.9740034775,51012.29785064048,1640577.392273022,4881272.986851955,7655138.8944287,9003615.375952493,0.640625,event_22,static_open_loop,,
variance__multiplier_0.3__variance_1.35676e-08__path_0,variance,0.0,,0.3,1.3567575690576095e-08,0.0,optimal,2029417.2000114063,356464.0503316236,50779.746899991005,1622173.4027797917,4673924.1581838215,7455518.911183506,8826866.481078729,0.640625,event_22,static_open_loop,,
variance__multiplier_1__variance_4.52253e-08__path_0,variance,0.0,,1.0,4.522525230192032e-08,0.0,optimal,1849612.0026419025,313186.07208129956,49889.731083859704,1486536.1994767433,4046900.342996126,6792413.425507928,7902462.3545046495,0.625,event_22,static_open_loop,,
variance__multiplier_3__variance_1.35676e-07__path_0,variance,0.0,,3.0,1.3567575690576096e-07,0.0,optimal,1719045.5206047227,319392.34178256313,49253.37101297805,1350399.8078091815,3817802.6032159603,6101231.060419556,6968314.534144533,0.625,event_22,static_open_loop,,
variance__multiplier_10__variance_4.52253e-07__path_0,variance,0.0,,10.0,4.5225252301920317e-07,0.0,optimal,1685831.254639072,335979.6308292922,49098.21101676879,1300753.4127930112,3783562.9407081264,5765756.119271285,6851793.643764965,0.625,event_22,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,2061308.2651452592,369112.12075258046,51010.6171020527,1641185.527290626,4909169.038206361,7582958.6601697225,9014580.568866277,0.65625,event_22,forecast_error_risk,642841.6793349324,4951079.28338601
variance__multiplier_0.1__variance_4.52253e-09__path_0__forecast_error_path,variance,0.0,,0.1,4.522525230192032e-09,4.522525230192032e-09,optimal,2061888.6318635622,370310.8599791733,51011.44308150951,1640566.3288028792,4881024.665381396,7654234.013805301,9002402.823230548,0.640625,event_22,forecast_error_risk,642969.0029620306,4923191.132063792
variance__multiplier_0.3__variance_1.35676e-08__path_0__forecast_error_path,variance,0.0,,0.3,1.3567575690576095e-08,1.3567575690576095e-08,optimal,2028430.752952213,355940.26547604805,50773.50403908587,1621716.983437079,4670347.161090224,7453584.906184063,8821779.032725401,0.640625,event_22,forecast_error_risk,631984.7158122209,4712912.823946967
variance__multiplier_1__variance_4.52253e-08__path_0__forecast_error_path,variance,0.0,,1.0,4.522525230192032e-08,4.522525230192032e-08,optimal,1846994.7493316813,312798.50183271593,49877.01357470713,1484319.2339242583,4040897.6979447105,6774766.642483556,7884272.396602613,0.625,event_22,forecast_error_risk,574453.3876385407,4081525.56035415
variance__multiplier_3__variance_1.35676e-07__path_0__forecast_error_path,variance,0.0,,3.0,1.3567575690576096e-07,1.3567575690576096e-07,optimal,1716186.1168534132,319838.8216334576,49242.51981271564,1347104.7754072398,3814673.2156751505,6078156.290932443,6954899.076118913,0.625,event_22,forecast_error_risk,540435.9376230679,3852765.5969529105
variance__multiplier_10__variance_4.52253e-07__path_0__forecast_error_path,variance,0.0,,10.0,4.5225252301920317e-07,4.5225252301920317e-07,optimal,1683897.6761461361,335127.57630463724,49089.15740514441,1299680.9424363545,3783295.316990355,5770450.956073251,6845372.431099874,0.625,event_22,forecast_error_risk,532627.8738387797,3820604.1286099204
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,2023948.0410545547,366272.9609958099,50926.83589287189,1606748.244165873,4924584.593854672,6121177.587717388,7807865.092353474,0.59375,event_23,static_open_loop,,
variance__multiplier_0.1__variance_4.28404e-09__path_0,variance,0.0,,0.1,4.284038955862011e-09,0.0,optimal,2024760.5999078918,367990.48119187524,50927.55741097476,1605842.561305042,4883074.121709515,5873721.173981598,7834514.956476637,0.609375,event_23,static_open_loop,,
variance__multiplier_0.3__variance_1.28521e-08__path_0,variance,0.0,,0.3,1.2852116867586032e-08,0.0,optimal,1985186.5613033832,350914.48953455826,50637.990211446326,1583634.0815573786,4622731.74318764,5731334.43094622,7798903.151726856,0.609375,event_23,static_open_loop,,
variance__multiplier_1__variance_4.28404e-08__path_0,variance,0.0,,1.0,4.284038955862011e-08,0.0,optimal,1839820.7190543404,319285.7211610208,49872.10043373613,1470662.8974595834,4091870.163796157,4681687.88141801,7432161.325841737,0.640625,event_23,static_open_loop,,
variance__multiplier_3__variance_1.28521e-07__path_0,variance,0.0,,3.0,1.2852116867586034e-07,0.0,optimal,1694975.513463641,320044.517076445,49243.855803325685,1325687.1405838702,3818864.245798913,4684937.702937746,6955714.405542654,0.640625,event_23,static_open_loop,,
variance__multiplier_10__variance_4.28404e-07__path_0,variance,0.0,,10.0,4.2840389558620105e-07,0.0,optimal,1662581.037191735,334496.26995496673,49086.88894417529,1278997.878292593,3783525.671819721,4735481.595553723,6815630.554038082,0.640625,event_23,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,2023948.0410545547,366272.9609958099,50926.83589287189,1606748.244165873,4924584.593854672,6121177.587717388,7807865.092353474,0.59375,event_23,forecast_error_risk,641265.563824267,4966160.986655351
variance__multiplier_0.1__variance_4.28404e-09__path_0__forecast_error_path,variance,0.0,,0.1,4.284038955862011e-09,4.284038955862011e-09,optimal,2024659.6653068473,367904.676364902,50926.434117991914,1605828.5548239534,4882742.490207662,5873692.161738411,7834263.757809236,0.609375,event_23,forecast_error_risk,641706.1507078985,4924729.53668886
variance__multiplier_0.3__variance_1.28521e-08__path_0__forecast_error_path,variance,0.0,,0.3,1.2852116867586032e-08,1.2852116867586032e-08,optimal,1984158.078688142,350449.3253487497,50630.707335178864,1583078.0460042132,4618080.697566303,5717232.437330024,7796170.403095484,0.609375,event_23,forecast_error_risk,624820.3161114122,4660157.696544189
variance__multiplier_1__variance_4.28404e-08__path_0__forecast_error_path,variance,0.0,,1.0,4.284038955862011e-08,4.284038955862011e-08,optimal,1837521.3439529554,318788.11742433714,49859.768269361935,1468873.4582592563,4086806.456957405,4677833.534589533,7421469.180365017,0.640625,event_23,forecast_error_risk,577338.5123294692,4127384.9801596585
variance__multiplier_3__variance_1.28521e-07__path_0__forecast_error_path,variance,0.0,,3.0,1.2852116867586034e-07,1.2852116867586034e-07,optimal,1691838.1922787088,320092.04979032895,49230.493127040485,1322515.6493613394,3815698.6184635404,4690340.152896767,6940730.84472181,0.640625,event_23,forecast_error_risk,539831.8991857842,3853696.2031695107
variance__multiplier_10__variance_4.28404e-07__path_0__forecast_error_path,variance,0.0,,10.0,4.2840389558620105e-07,4.2840389558620105e-07,optimal,1660990.9302797127,333664.8745847498,49077.76073852642,1278248.2949564364,3783340.704792359,4691177.447934527,6804135.555905625,0.640625,event_23,forecast_error_risk,531820.7391865517,3820536.636019562
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,367257.3594609065,298117.81672234944,49650.77114396188,19488.771594595157,4490572.583472241,7193113.3586881785,8021599.480406237,0.546875,event_24,static_open_loop,,
variance__multiplier_0.1__variance_9.12081e-10__path_0,variance,0.0,,0.1,9.120811753644234e-10,0.0,optimal,366508.21353674936,297678.02225962817,49627.67970702368,19202.511570097515,4417868.228772526,7074372.095857345,7957706.893307564,0.546875,event_24,static_open_loop,,
variance__multiplier_0.3__variance_2.73624e-09__path_0,variance,0.0,,0.3,2.73624352609327e-09,0.0,optimal,365516.82597620296,298262.3500111959,49592.87084226977,17661.605122737325,4314970.187857192,6902978.245451488,7854872.438237942,0.53125,event_24,static_open_loop,,
variance__multiplier_1__variance_9.12081e-09__path_0,variance,0.0,,1.0,9.120811753644233e-09,0.0,optimal,353064.25426293584,296562.4846210406,49451.28370071598,7050.485941179271,4095974.369276568,6423169.069001336,7560874.172300638,0.53125,event_24,static_open_loop,,
variance__multiplier_3__variance_2.73624e-08__path_0,variance,0.0,,3.0,2.73624352609327e-08,0.0,optimal,330409.4015272586,299544.6162917956,49189.91164097933,-18325.126405516326,3882264.6384970206,6003773.4528688155,7147362.085007503,0.5625,event_24,static_open_loop,,
