candidate,risk_measure,scenario_tail_overlay_fraction,optimization_scenario_count,lambda_multiplier,inventory_risk_weight,inventory_path_risk_weight,status,expected_alpha_dollars,impact_cost_dollars,linear_cost_dollars,expected_net_pnl_dollars,pnl_vol_dollars,loss_var_95_dollars,loss_cvar_95_dollars,probability_profitable,event_id,strategy,forecast_error_pnl_vol_dollars,predictive_pnl_vol_dollars
variance__multiplier_0.1__variance_9.12081e-10__path_0__forecast_error_path,variance,0.0,,0.1,9.120811753644234e-10,9.120811753644234e-10,optimal,434311.70488106046,309579.9690828096,49861.07468801977,74870.66111023111,4263391.206002533,9401227.421569716,10110554.629106572,0.46875,event_08,forecast_error_risk,573110.9827992572,4301739.273134166
variance__multiplier_0.3__variance_2.73624e-09__path_0__forecast_error_path,variance,0.0,,0.3,2.73624352609327e-09,2.73624352609327e-09,optimal,430497.3707371251,307206.9111257793,49790.89283586717,73499.56677547861,4172368.3374187644,9243780.523692463,10057989.806837669,0.46875,event_08,forecast_error_risk,568686.1849326377,4210945.442537561
variance__multiplier_1__variance_9.12081e-09__path_0__forecast_error_path,variance,0.0,,1.0,9.120811753644233e-09,9.120811753644233e-09,optimal,419896.316195791,304067.6864897945,49620.23876307194,66208.39094292454,4008359.2159625655,9053088.502071835,9956231.452820824,0.453125,event_08,forecast_error_risk,558687.8306404279,4047107.0774440523
variance__multiplier_3__variance_2.73624e-08__path_0__forecast_error_path,variance,0.0,,3.0,2.73624352609327e-08,2.73624352609327e-08,optimal,406194.6049400224,306485.9985190177,49375.245297871144,50333.361123133545,3882188.0092930235,8692825.690269724,9882951.092352765,0.484375,event_08,forecast_error_risk,546183.0136949627,3920420.847810531
variance__multiplier_10__variance_9.12081e-08__path_0__forecast_error_path,variance,0.0,,10.0,9.120811753644233e-08,9.120811753644233e-08,optimal,389349.26038836996,320408.274525778,49157.10310290168,19783.882759690263,3799043.7563907662,8228922.405272918,9838596.231896086,0.46875,event_08,forecast_error_risk,534053.7213268109,3836397.6384408693
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1513513.0066025031,372171.1398488615,50968.434458752214,1090373.4322948894,4887839.226572059,7781383.496036776,10063399.22977189,0.53125,event_09,static_open_loop,,
variance__multiplier_0.1__variance_3.22142e-09__path_0,variance,0.0,,0.1,3.2214173059875603e-09,0.0,optimal,1509803.1288179483,369509.2123221609,50916.468795203386,1089377.447700584,4829244.254477272,7387826.870285219,9944717.996072067,0.53125,event_09,static_open_loop,,
variance__multiplier_0.3__variance_9.66425e-09__path_0,variance,0.0,,0.3,9.66425191796268e-09,0.0,optimal,1483987.5185761363,356314.74105385266,50692.63076126155,1076980.146761022,4638496.973402802,6565553.576219674,9544911.830920437,0.53125,event_09,static_open_loop,,
variance__multiplier_1__variance_3.22142e-08__path_0,variance,0.0,,1.0,3.22141730598756e-08,0.0,optimal,1333077.8240687628,314751.57316233637,49707.575279685676,968618.6756267408,3968841.4138859375,5276703.603520061,8059240.446092715,0.515625,event_09,static_open_loop,,
variance__multiplier_3__variance_9.66425e-08__path_0,variance,0.0,,3.0,9.66425191796268e-08,0.0,optimal,1273028.4049856956,324060.30061410094,49244.337359661775,899723.7670119329,3808184.437932535,4783059.885620622,7291471.633078397,0.515625,event_09,static_open_loop,,
variance__multiplier_10__variance_3.22142e-07__path_0,variance,0.0,,10.0,3.2214173059875597e-07,0.0,optimal,1259190.435363101,334385.0751164628,49114.60403208113,875690.7562145572,3784265.7629086785,4707033.805092466,7241243.863794022,0.5,event_09,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,1513513.0066025031,372171.1398488615,50968.434458752214,1090373.4322948894,4887839.226572059,7781383.496036776,10063399.22977189,0.53125,event_09,forecast_error_risk,643497.1189468321,4930016.313046988
variance__multiplier_0.1__variance_3.22142e-09__path_0__forecast_error_path,variance,0.0,,0.1,3.2214173059875603e-09,3.2214173059875603e-09,optimal,1509741.6408181938,369459.49662991695,50915.69452784446,1089366.4496604325,4828892.703532039,7386734.599128681,9943809.571483038,0.53125,event_09,forecast_error_risk,641439.62534807,4871308.811314639
variance__multiplier_0.3__variance_9.66425e-09__path_0__forecast_error_path,variance,0.0,,0.3,9.66425191796268e-09,9.66425191796268e-09,optimal,1483105.8440060518,355842.56972765963,50686.0592270215,1076577.2150513707,4634026.644781384,6553776.347967523,9535855.654787622,0.53125,event_09,forecast_error_risk,629633.9670858523,4676605.807319244
variance__multiplier_1__variance_3.22142e-08__path_0__forecast_error_path,variance,0.0,,1.0,3.22141730598756e-08,3.22141730598756e-08,optimal,1330904.6901176095,314485.7852226057,49692.04928012467,966726.855614879,3961501.7474704147,5263384.011297001,8035134.535208586,0.515625,event_09,forecast_error_risk,563427.6339773881,4001368.1152751376
variance__multiplier_3__variance_9.66425e-08__path_0__forecast_error_path,variance,0.0,,3.0,9.66425191796268e-08,9.66425191796268e-08,optimal,1271705.3794869902,324224.2715608614,49237.1199797813,898243.9879463474,3806204.5283283056,4773009.020363783,7283286.619397856,0.515625,event_09,forecast_error_risk,538361.915996904,3844089.8095729705
variance__multiplier_10__variance_3.22142e-07__path_0__forecast_error_path,variance,0.0,,10.0,3.2214173059875597e-07,3.2214173059875597e-07,optimal,1257864.241281166,333844.59605902527,49107.88184398164,874911.763378159,3783978.3372352025,4709781.813375043,7236712.048294878,0.5,event_09,forecast_error_risk,533081.5385614058,3821343.7405473334
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1516320.992714502,356214.7911018862,50810.657586625966,1109295.5440259897,4914708.565046963,10023543.361585187,12263905.625197092,0.671875,event_10,static_open_loop,,
variance__multiplier_0.1__variance_3.25211e-09__path_0,variance,0.0,,0.1,3.2521110453722055e-09,0.0,optimal,1509987.2090421328,351930.83624344785,50743.26869374229,1107313.1041049426,4797454.688553976,9553537.558709905,12140005.294130174,0.6875,event_10,static_open_loop,,
variance__multiplier_0.3__variance_9.75633e-09__path_0,variance,0.0,,0.3,9.756333136116615e-09,0.0,optimal,1490272.0608546578,343970.1037055915,50569.888099698284,1095732.069049368,4598202.127210992,8413190.40523583,11825669.37056744,0.703125,event_10,static_open_loop,,
variance__multiplier_1__variance_3.25211e-08__path_0,variance,0.0,,1.0,3.252111045372205e-08,0.0,optimal,1353302.939424697,308999.72309492814,49782.63965226239,994520.5766775066,4035487.4218591005,6992621.94202968,10959429.265917301,0.734375,event_10,static_open_loop,,
variance__multiplier_3__variance_9.75633e-08__path_0,variance,0.0,,3.0,9.756333136116616e-08,0.0,optimal,1276749.9123638629,316828.97777221445,49256.30161743835,910664.6329742101,3826356.856280603,6057300.179114378,10656064.97861618,0.71875,event_10,static_open_loop,,
variance__multiplier_10__variance_3.25211e-07__path_0,variance,0.0,,10.0,3.252111045372205e-07,0.0,optimal,1246207.284915798,331260.20045154175,49089.5332791899,865857.5511850666,3783809.5904512904,5708103.338965157,10537313.902230721,0.6875,event_10,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,1516320.992714502,356214.7911018862,50810.657586625966,1109295.5440259897,4914708.565046963,10023543.361585187,12263905.625197092,0.671875,event_10,forecast_error_risk,635332.3251256377,4955603.640596727
variance__multiplier_0.1__variance_3.25211e-09__path_0__forecast_error_path,variance,0.0,,0.1,3.2521110453722055e-09,3.2521110453722055e-09,optimal,1509872.6197362249,351837.6488704698,50741.842866763,1107293.127998992,4796819.4645016985,9550465.270515624,12138778.43324562,0.6875,event_10,forecast_error_risk,631301.4637849419,4838183.389785817
variance__multiplier_0.3__variance_9.75633e-09__path_0__forecast_error_path,variance,0.0,,0.3,9.756333136116615e-09,9.756333136116615e-09,optimal,1489807.9406878336,343702.8235556756,50565.4473246535,1095539.6698075046,4596074.222873115,8400381.16733243,11821312.351098493,0.703125,event_10,forecast_error_risk,620911.9075078971,4637825.984127024
variance__multiplier_1__variance_3.25211e-08__path_0__forecast_error_path,variance,0.0,,1.0,3.252111045372205e-08,3.252111045372205e-08,optimal,1349948.9611106536,308370.969996632,49762.5309635396,991815.4601504819,4025262.8773188563,6972661.064504327,10941830.249140067,0.734375,event_10,forecast_error_risk,569181.6864801373,4065305.526494368
variance__multiplier_3__variance_9.75633e-08__path_0__forecast_error_path,variance,0.0,,3.0,9.756333136116616e-08,9.756333136116616e-08,optimal,1273963.9723986734,316490.74792586366,49240.614933219316,908232.6095395905,3823179.981068469,6030812.708921092,10649444.872940833,0.71875,event_10,forecast_error_risk,540520.475113209,3861200.2734459797
variance__multiplier_10__variance_3.25211e-07__path_0__forecast_error_path,variance,0.0,,10.0,3.252111045372205e-07,3.252111045372205e-07,optimal,1245160.574394066,330552.07651640195,49080.92913770252,865527.5687399614,3783718.7559679514,5698873.514549071,10536812.730591487,0.6875,event_10,forecast_error_risk,531037.3829600384,3820802.0527586495
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1406730.2159439041,354289.45113955776,50784.41994358265,1001656.3448607639,4843556.753365749,9362719.088044055,12446548.264966281,0.625,event_11,static_open_loop,,
variance__multiplier_0.1__variance_2.98484e-09__path_0,variance,0.0,,0.1,2.9848373738579864e-09,0.0,optimal,1395297.0087988563,345376.4813536936,50657.237219134535,999263.2902260281,4680604.641084702,9086830.324007414,12067401.631282665,0.640625,event_11,static_open_loop,,
variance__multiplier_0.3__variance_8.95451e-09__path_0,variance,0.0,,0.3,8.954512121573959e-09,0.0,optimal,1367043.0113381918,331159.20253509784,50381.87290145292,985501.935901641,4408030.270848129,8670138.314885564,11415302.081076467,0.65625,event_11,static_open_loop,,
variance__multiplier_1__variance_2.98484e-08__path_0,variance,0.0,,1.0,2.984837373857986e-08,0.0,optimal,1296829.3465523531,311096.234646898,49898.19611343825,935834.9157920169,4062003.5862334454,8165106.282713887,10542625.429280821,0.65625,event_11,static_open_loop,,
variance__multiplier_3__variance_8.95451e-08__path_0,variance,0.0,,3.0,8.954512121573958e-08,0.0,optimal,1204259.766180784,313472.4852926988,49318.2242643465,841469.0566237387,3852099.886174964,8040597.764405521,10019023.004015433,0.640625,event_11,static_open_loop,,
variance__multiplier_10__variance_2.98484e-07__path_0,variance,0.0,,10.0,2.984837373857986e-07,0.0,optimal,1157026.073923168,332376.69838615676,49102.74982759352,775546.6257094177,3784763.87710873,7565764.898628162,9713294.082421683,0.625,event_11,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,1406730.2159439041,354289.45113955776,50784.41994358265,1001656.3448607639,4843556.753365749,9362719.088044055,12446548.264966281,0.625,event_11,forecast_error_risk,626709.2443135012,4883933.506916627
variance__multiplier_0.1__variance_2.98484e-09__path_0__forecast_error_path,variance,0.0,,0.1,2.9848373738579864e-09,2.9848373738579864e-09,optimal,1395098.4187595148,345221.6402530189,50654.84732823545,999221.9311782606,4679134.685213473,9084125.914018488,12064697.653926449,0.640625,event_11,forecast_error_risk,618271.2494459035,4719805.159141549
variance__multiplier_0.3__variance_8.95451e-09__path_0__forecast_error_path,variance,0.0,,0.3,8.954512121573959e-09,8.954512121573959e-09,optimal,1366570.652964945,330887.94882419176,50377.0177704812,985305.6863702721,4405562.105703322,8665237.829807393,11410107.906210767,0.65625,event_11,forecast_error_risk,601019.7066420977,4446369.547730063
variance__multiplier_1__variance_2.98484e-08__path_0__forecast_error_path,variance,0.0,,1.0,2.984837373857986e-08,2.984837373857986e-08,optimal,1295419.1361844863,310580.9576041248,49887.43372915155,934950.74485121,4058399.042336096,8146043.509883794,10534596.700418105,0.65625,event_11,forecast_error_risk,572855.2885632848,4098629.7671867684
variance__multiplier_3__variance_8.95451e-08__path_0__forecast_error_path,variance,0.0,,3.0,8.954512121573958e-08,8.954512121573958e-08,optimal,1200987.1291572168,313373.2066533027,49300.125637173885,838313.7968667401,3847606.1305009434,8038612.790018191,10001243.02974573,0.640625,event_11,forecast_error_risk,543768.1850494485,3885840.5492943753
variance__multiplier_10__variance_2.98484e-07__path_0__forecast_error_path,variance,0.0,,10.0,2.984837373857986e-07,2.984837373857986e-07,optimal,1156422.6724812135,332068.69196218316,49096.09025214822,775257.890266882,3784663.952692625,7551915.1114139045,9717328.41188911,0.625,event_11,forecast_error_risk,532276.2147571975,3821910.4128180733
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1336222.8920694797,355771.3824812275,50764.06303839826,929687.4465498539,4867241.4861861225,8099393.428836451,10512548.867686678,0.53125,event_12,static_open_loop,,
variance__multiplier_0.1__variance_2.85721e-09__path_0,variance,0.0,,0.1,2.857209790003756e-09,0.0,optimal,1331276.7107909597,352185.9134911787,50693.326568671975,928397.4707311089,4771622.334522943,7966383.385698812,10339550.473115379,0.53125,event_12,static_open_loop,,
variance__multiplier_0.3__variance_8.57163e-09__path_0,variance,0.0,,0.3,8.571629370011267e-09,0.0,optimal,1303347.1131054892,337659.5587211175,50443.950265972235,915243.6041183996,4529380.355130911,7655934.061640345,9983001.021870535,0.546875,event_12,static_open_loop,,
variance__multiplier_1__variance_2.85721e-08__path_0,variance,0.0,,1.0,2.8572097900037556e-08,0.0,optimal,1201342.8380448064,309318.2822589764,49730.439103173245,842294.1166826567,3997608.1998327263,7085493.367753383,9064265.21502429,0.59375,event_12,static_open_loop,,
variance__multiplier_3__variance_8.57163e-08__path_0,variance,0.0,,3.0,8.571629370011268e-08,0.0,optimal,1142781.4748326326,311305.7770903196,49320.36760052363,782155.3301417893,3855669.9183972226,6606777.738678304,8506943.755131366,0.59375,event_12,static_open_loop,,
variance__multiplier_10__variance_2.85721e-07__path_0,variance,0.0,,10.0,2.8572097900037555e-07,0.0,optimal,1093804.5845761178,331683.00535456,49099.403589150104,713022.1756324078,3784536.5511729587,6254217.545758105,8514311.923975015,0.5625,event_12,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,1336222.8920694797,355771.3824812275,50764.06303839826,929687.4465498539,4867241.4861861225,8099393.428836451,10512548.867686678,0.53125,event_12,forecast_error_risk,633967.6707117561,4908355.599623868
variance__multiplier_0.1__variance_2.85721e-09__path_0__forecast_error_path,variance,0.0,,0.1,2.857209790003756e-09,2.857209790003756e-09,optimal,1331158.025603542,352081.7507493604,50691.807956709294,928384.4668974724,4771150.4592450885,7964960.833743395,10338386.30769138,0.53125,event_12,forecast_error_risk,630525.9610573866,4812633.3428095225
variance__multiplier_0.3__variance_8.57163e-09__path_0__forecast_error_path,variance,0.0,,0.3,8.571629370011267e-09,8.571629370011267e-09,optimal,1302579.8905621886,337183.900506297,50437.16943622263,914958.8206196689,4525739.4256829405,7651259.6811995655,9976450.626742842,0.546875,event_12,forecast_error_risk,615505.9821827286,4567402.430625495
variance__multiplier_1__variance_2.85721e-08__path_0__forecast_error_path,variance,0.0,,1.0,2.8572097900037556e-08,2.8572097900037556e-08,optimal,1199995.71365276,308942.9227624029,49719.34676794606,841333.4441224111,3993452.455358904,7087228.5891966205,9053951.510524288,0.59375,event_12,forecast_error_risk,565565.082443993,4033302.167665093
variance__multiplier_3__variance_8.57163e-08__path_0__forecast_error_path,variance,0.0,,3.0,8.571629370011268e-08,8.571629370011268e-08,optimal,1140090.0489231306,311017.2446680981,49304.91178198898,779767.8924730434,3852127.9197568772,6589554.5612527095,8495798.217121948,0.59375,event_12,forecast_error_risk,544470.0116110345,3890416.05791902
variance__multiplier_10__variance_2.85721e-07__path_0__forecast_error_path,variance,0.0,,10.0,2.8572097900037555e-07,2.8572097900037555e-07,optimal,1093238.7312157922,331264.47303882096,49092.62218420746,712881.6359927638,3784500.8574967473,6231668.591031496,8520096.817686941,0.5625,event_12,forecast_error_risk,531808.6028474413,3821683.808278252
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,621376.9297749883,321896.6702223409,50060.03779993995,249420.22175270747,4716467.632321212,6441389.237535127,7615118.84931126,0.546875,event_13,static_open_loop,,
variance__multiplier_0.1__variance_1.30259e-09__path_0,variance,0.0,,0.1,1.3025903266299954e-09,0.0,optimal,617421.57824161,318586.6832460387,50003.84763605396,248831.04735951734,4616179.549937077,6390847.7054947065,7431909.174719824,0.546875,event_13,static_open_loop,,
variance__multiplier_0.3__variance_3.90777e-09__path_0,variance,0.0,,0.3,3.907770979889986e-09,0.0,optimal,608181.3932909146,313384.00016282866,49876.24314159428,244921.14998649165,4447523.466522479,5823762.805779363,7212137.573966425,0.515625,event_13,static_open_loop,,
variance__multiplier_1__variance_1.30259e-08__path_0,variance,0.0,,1.0,1.3025903266299953e-08,0.0,optimal,575086.9781678625,303002.0850324534,49545.22844736873,222539.6646880404,4115335.473921617,4842482.978342488,6778083.340427963,0.484375,event_13,static_open_loop,,
variance__multiplier_3__variance_3.90777e-08__path_0,variance,0.0,,3.0,3.907770979889986e-08,0.0,optimal,533312.9372209397,302533.0658436701,49211.20801946331,181568.66335780625,3863349.780764098,4514994.075322217,6515267.166986226,0.5,event_13,static_open_loop,,
variance__multiplier_10__variance_1.30259e-07__path_0,variance,0.0,,10.0,1.3025903266299954e-07,0.0,optimal,514568.02596173144,319864.7419144116,49088.739728723325,145614.5443185965,3793894.2037134897,4386934.296651336,6630086.585157201,0.515625,event_13,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,621376.9297749883,321896.6702223409,50060.03779993995,249420.22175270747,4716467.632321212,6441389.237535127,7615118.84931126,0.546875,event_13,forecast_error_risk,588028.3596514635,4752982.671805995
variance__multiplier_0.1__variance_1.30259e-09__path_0__forecast_error_path,variance,0.0,,0.1,1.3025903266299954e-09,1.3025903266299954e-09,optimal,617381.8745587256,318552.63776578987,50002.66592320799,248826.57086972776,4615811.779208872,6389168.683560072,7431183.849496678,0.546875,event_13,forecast_error_risk,585407.6964099722,4652786.321345458
variance__multiplier_0.3__variance_3.90777e-09__path_0__forecast_error_path,variance,0.0,,0.3,3.907770979889986e-09,3.907770979889986e-09,optimal,608017.6232550461,313271.2506510169,49872.39933177362,244873.97327225556,4446181.840170544,5820283.584742819,7208989.581859004,0.515625,event_13,forecast_error_risk,578665.0237447454,4483679.9802804645
variance__multiplier_1__variance_1.30259e-08__path_0__forecast_error_path,variance,0.0,,1.0,1.3025903266299953e-08,1.3025903266299953e-08,optimal,574290.7888726816,302660.4819872771,49534.510018205496,222095.79686719895,4111247.5475550448,4830554.726988072,6767296.676259569,0.484375,event_13,forecast_error_risk,557166.2837595848,4148830.035689078
variance__multiplier_3__variance_3.90777e-08__path_0__forecast_error_path,variance,0.0,,3.0,3.907770979889986e-08,3.907770979889986e-08,optimal,532849.3946245144,302299.9253901916,49200.87810579505,181348.59112852774,3862673.693825857,4522063.836595867,6506862.012592785,0.5,event_13,forecast_error_risk,533898.5677565386,3899396.843824282
variance__multiplier_10__variance_1.30259e-07__path_0__forecast_error_path,variance,0.0,,10.0,1.3025903266299954e-07,1.3025903266299954e-07,optimal,514258.29105898296,319871.11680455355,49080.76799989289,145306.40625453653,3793620.613938706,4403438.813865162,6623675.541856602,0.53125,event_13,forecast_error_risk,528195.6831712873,3830215.143072445
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1112476.9910779707,354455.96844221227,50757.24159341782,707263.7810423406,4847063.035254049,9153936.086466275,11753309.84965809,0.515625,event_14,static_open_loop,,
variance__multiplier_0.1__variance_2.44204e-09__path_0,variance,0.0,,0.1,2.4420431734079273e-09,0.0,optimal,1106853.8863464834,349998.288905685,50705.47536216672,706150.1220786315,4764828.12813221,9226652.203607457,11662859.264178457,0.515625,event_14,static_open_loop,,
variance__multiplier_0.3__variance_7.32613e-09__path_0,variance,0.0,,0.3,7.3261295202237815e-09,0.0,optimal,1079306.093713663,334269.98280358536,50467.07581415852,694569.0350959192,4507788.273608296,9227254.610139972,11245471.082195641,0.515625,event_14,static_open_loop,,
variance__multiplier_1__variance_2.44204e-08__path_0,variance,0.0,,1.0,2.4420431734079272e-08,0.0,optimal,1003203.6683198347,310682.6358046353,49839.32177035266,642681.7107448467,4044351.4146770034,8556535.976507604,10647124.782812268,0.515625,event_14,static_open_loop,,
variance__multiplier_3__variance_7.32613e-08__path_0,variance,0.0,,3.0,7.326129520223782e-08,0.0,optimal,943093.298545672,314498.51486058766,49340.62567802657,579254.1580070577,3857402.511174993,7888188.869301934,9989060.921244023,0.515625,event_14,static_open_loop,,
variance__multiplier_10__variance_2.44204e-07__path_0,variance,0.0,,10.0,2.442043173407927e-07,0.0,optimal,896105.5140617552,330119.3814797744,49118.26696934117,516867.86561263946,3786429.0001120665,7357250.218155351,9738748.067910286,0.5,event_14,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,1112476.9910779707,354455.96844221227,50757.24159341782,707263.7810423406,4847063.035254049,9153936.086466275,11753309.84965809,0.515625,event_14,forecast_error_risk,626606.5882776288,4887397.659716173
variance__multiplier_0.1__variance_2.44204e-09__path_0__forecast_error_path,variance,0.0,,0.1,2.4420431734079273e-09,2.4420431734079273e-09,optimal,1106752.3881458237,349913.62253137765,50704.3530212741,706134.4125931719,4764157.08392167,9224757.693853356,11661114.07086143,0.515625,event_14,forecast_error_risk,623974.7972902863,4804845.18667714
variance__multiplier_0.3__variance_7.32613e-09__path_0__forecast_error_path,variance,0.0,,0.3,7.3261295202237815e-09,7.3261295202237815e-09,optimal,1078699.7796513243,333914.2508645043,50461.643667987955,694323.8851188319,4504099.494230875,9216819.720690265,11237912.93485119,0.515625,event_14,forecast_error_risk,609181.2306892896,4545108.802411108
variance__multiplier_1__variance_2.44204e-08__path_0__forecast_error_path,variance,0.0,,1.0,2.4420431734079272e-08,2.4420431734079272e-08,optimal,1002334.2197893144,310405.67348868586,49830.70064350851,642097.8456571201,4041423.2756969887,8547070.264608035,10636756.837588847,0.515625,event_14,forecast_error_risk,570182.8151344238,4081447.1129759843
variance__multiplier_3__variance_7.32613e-08__path_0__forecast_error_path,variance,0.0,,3.0,7.326129520223782e-08,7.326129520223782e-08,optimal,941378.9779725997,314381.993340458,49329.39342982512,577667.5912023166,3854644.5797234112,7859818.810379993,9969364.517357895,0.515625,event_14,forecast_error_risk,545953.0715847309,3893115.6664507
variance__multiplier_10__variance_2.44204e-07__path_0__forecast_error_path,variance,0.0,,10.0,2.442043173407927e-07,2.442043173407927e-07,optimal,895060.2734940548,329902.18161833077,49110.74256730454,516047.3493084195,3786020.323320449,7343809.747384736,9733682.389805,0.5,event_14,forecast_error_risk,532406.1191365604,3823271.657139933
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,684825.8173504869,329561.0853001255,50384.518253094204,304880.2137972672,4558363.151467287,9600155.468849659,10689479.34862921,0.515625,event_15,static_open_loop,,
variance__multiplier_0.1__variance_1.41396e-09__path_0,variance,0.0,,0.1,1.4139602362443938e-09,0.0,optimal,679629.4509821353,325025.768429448,50307.6757459836,304296.00680670363,4464192.13249172,9449646.85185208,10646405.28148109,0.515625,event_15,static_open_loop,,
variance__multiplier_0.3__variance_4.24188e-09__path_0,variance,0.0,,0.3,4.241880708733181e-09,0.0,optimal,668740.2531642827,318102.4852959856,50153.770722721696,300483.99714557535,4306789.489312438,9162948.157737568,10529821.266062304,0.515625,event_15,static_open_loop,,
variance__multiplier_1__variance_1.41396e-08__path_0,variance,0.0,,1.0,1.4139602362443937e-08,0.0,optimal,638665.1999080373,307483.99043171766,49770.31965448794,281410.8898218317,4029064.535036336,8809312.021208623,10222405.56164188,0.53125,event_15,static_open_loop,,
variance__multiplier_3__variance_4.24188e-08__path_0,variance,0.0,,3.0,4.2418807087331816e-08,0.0,optimal,609845.3566034117,308311.47555001965,49391.19480994242,252142.68624344966,3877334.841655759,8304323.230742914,9990064.39175253,0.546875,event_15,static_open_loop,,
variance__multiplier_10__variance_1.41396e-07__path_0,variance,0.0,,10.0,1.4139602362443937e-07,0.0,optimal,580770.4117878466,321772.18987812067,49154.22460783621,209843.9973018897,3801975.6739217346,8350651.31374971,9873882.92634891,0.5,event_15,static_open_loop,,
variance__multiplier_0__variance_0__path_0__forecast_error_path,variance,0.0,,0.0,0.0,0.0,optimal,684825.8173504869,329561.0853001255,50384.518253094204,304880.2137972672,4558363.151467287,9600155.468849659,10689479.34862921,0.515625,event_15,forecast_error_risk,603726.8509959308,4598169.280405871
variance__multiplier_0.1__variance_1.41396e-09__path_0__forecast_error_path,variance,0.0,,0.1,1.4139602362443938e-09,1.4139602362443938e-09,optimal,679534.0810861748,324940.3592903213,50306.21928441848,304287.502511435,4463525.179795258,9447653.137561597,10645039.778940046,0.515625,event_15,forecast_error_risk,598710.1818997873,4503499.851512906
variance__multiplier_0.3__variance_4.24188e-09__path_0__forecast_error_path,variance,0.0,,0.3,4.241880708733181e-09,4.241880708733181e-09,optimal,668448.9787902217,317887.0921763844,50149.37916925239,300412.5074445849,4304852.795446587,9157071.821774067,10525562.623715991,0.515625,event_15,forecast_error_risk,588652.564490659,4344913.052311372
variance__multiplier_1__variance_1.41396e-08__path_0__forecast_error_path,variance,0.0,,1.0,1.4139602362443937e-08,1.4139602362443937e-08,optimal,638213.5445838261,307287.1414240864,49763.888479182475,281162.5146805572,4026907.4849230875,8796019.50174811,10215949.227106176,0.53125,event_15,forecast_error_risk,565836.082519665,4066467.0617639073
variance__multiplier_3__variance_4.24188e-08__path_0__forecast_error_path,variance,0.0,,3.0,4.2418807087331816e-08,4.2418807087331816e-08,optimal,609049.2719097495,308238.38454212865,49381.384398140784,251429.50296948006,3875203.5428214767,8306555.733131035,9978611.908138638,0.546875,event_15,forecast_error_risk,547281.6206348465,3913658.093214177
variance__multiplier_10__variance_1.41396e-07__path_0__forecast_error_path,variance,0.0,,10.0,1.4139602362443937e-07,1.4139602362443937e-07,optimal,579126.9335529458,321407.97399834153,49144.44894025031,208574.510614354,3800847.3923942554,8355849.6504696645,9862253.799215078,0.5,event_15,forecast_error_risk,534225.7234184971,3838207.657726745
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,782686.1478123191,330581.97130301833,50419.074514233245,401685.10199506755,4786253.28034902,9383887.469260192,11333795.780963177,0.625,event_16,static_open_loop,,
variance__multiplier_0.1__variance_1.74603e-09__path_0,variance,0.0,,0.1,1.746034616128029e-09,0.0,optimal,777229.902386108,326076.70256097754,50368.85099956764,400784.34882556275,4673398.919018432,9128719.438061563,11192169.272604337,0.625,event_16,static_open_loop,,
variance__multiplier_0.3__variance_5.2381e-09__path_0,variance,0.0,,0.3,5.238103848384087e-09,0.0,optimal,764713.3908808002,319475.19689967186,50245.54683206432,394992.647149064,4489171.371709062,8698420.863121469,10890035.322507627,0.625,event_16,static_open_loop,,
variance__multiplier_1__variance_1.74603e-08__path_0,variance,0.0,,1.0,1.746034616128029e-08,0.0,optimal,713574.0228607408,303644.029057854,49784.382664951045,360145.6111379358,4085949.132616761,7506437.921917715,10004964.971056856,0.59375,event_16,static_open_loop,,
variance__multiplier_3__variance_5.2381e-08__path_0,variance,0.0,,3.0,5.238103848384087e-08,0.0,optimal,669381.495876825,304787.30607150967,49365.150627609604,315229.03917770565,3878750.619201597,7103639.034991346,9309523.92688492,0.578125,event_16,static_open_loop,,
variance__multiplier_10__variance_1.74603e-07__path_0,variance,0.0,,10.0,1.7460346161280292e-07,0.0,optimal,627290.0061990161,322423.96829584596,49107.15563197079,255758.88227119937,3789991.7746381974,7191409.03494164,9339113.848912781,0.5625,event_16,static_open_loop,,
