event_id,as_of,strategy,coefficient_policy,alpha_policy,factor_policy,profit_policy,forecast_profit_floor_dollars,forecast_profit_floor_slack_dollars,forecast_alpha_floor_dollars,forecast_alpha_floor_slack_dollars,factor_stress_fraction,alpha_confidence,mean_capacity_slack_fraction,solver,risk_aversion,liquidity_forecast_quantile,forecast_rmse_bps,selected_inventory_risk_weight,forecast_expected_net_pnl_dollars,gross_holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,parent_gross_dollars,net_pnl_bps,within_event_max_drawdown_dollars,within_event_max_drawdown_bps,terminal_completion_error_shares,max_realized_participation_rate,p95_realized_participation_rate,max_realized_participation_excess_shares,daily_gross_spearman,late_early_gross_ratio,completion_day5_pct,nondecreasing_transitions,urgent_first_trade_day,medium_first_trade_day,small_first_trade_day,early_factor_imbalance_pct,max_cap_excess_shares,max_wrong_direction_shares,terminal_completion_error_shares_audit
event_25,2028-03-14 16:00:00,static_open_loop,baseline_locked,raw,barra,none,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,3.3221623622106375,9.120811753644233e-08,-223308.5951625572,-4261101.052885425,278677.2060687669,49280.91451393048,-4589059.173468122,487200000.00000006,-94.19251177069215,5358385.92790679,109.98329080268451,5.007314030081034e-08,0.11618405925173603,0.09532754426271864,11724.467667962454,0.7212121212121211,1.719472478177624,42.44320679228544,7.0,1.0,1.0,9.0,5.200194712104993,0.009858645498752594,1.7017842509456392e-05,4.039611667394638e-08
event_25,2028-03-14 16:00:00,forecast_liquidity,baseline_locked,capacity_slack_confidence,minimax_factor_stress,baseline_alpha_materiality_floor,,,92073.85673133147,34029.97881660666,0.5,0.75,0.521931321655561,OSQP,medium,0.25,3.3221623622106375,9.120811753644233e-08,-220906.98965715384,-4192547.5702358317,253216.02943444712,48141.38587309213,-4493904.985543371,487200000.00000006,-92.23942909571778,5273248.740835841,108.23581159351068,6.0472957557067275e-06,0.11164408397706216,0.09262446484354524,10107.570772706385,0.9636363636363635,3.9355314001764934,29.17229107170209,8.0,1.0,1.0,9.0,3.097441415810094,0.18036008041235618,0.0015548431884213983,1.576961949467659e-06
event_26,2028-03-31 16:00:00,static_open_loop,baseline_locked,raw,barra,none,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,4.148603817406138,2.73624352609327e-08,52146.37753453898,414297.03152603353,290869.1184687112,48489.36714170067,74938.54591562157,487200000.00000006,1.538147494163004,2117381.363670631,43.460208613929204,9.503855835646391e-08,0.11431012480479581,0.08857751677646238,15022.422695603527,0.6,1.3888808617979422,44.30793134871459,6.0,1.0,1.0,4.0,4.900253605585346,0.01285890729923267,2.5833961400230176e-05,6.228219717741013e-08
event_26,2028-03-31 16:00:00,forecast_liquidity,baseline_locked,capacity_slack_confidence,minimax_factor_stress,baseline_alpha_materiality_floor,,,359169.44799522957,-21521.845834312087,0.5,0.75,0.521931321655561,OSQP,medium,0.25,4.148603817406138,2.73624352609327e-08,1232.0926304839813,962734.2268306974,247557.277639897,47263.85563052602,667913.0935602747,487200000.00000006,13.709217848117294,1405241.9724280697,28.843226035058898,9.752693586051464e-08,0.10075486909163797,0.0881799684846412,1052.6356661362224,0.9878787878787878,3.402321618986222,30.45925709029067,8.0,1.0,1.0,8.0,3.7027705379023153,0.0029455912590492517,2.2891209469500798e-05,2.3283064365386963e-08
