date,holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,cumulative_net_pnl_dollars,max_realized_participation_rate,p95_realized_participation_rate,max_realized_participation_excess_shares,event_id,strategy,selected_plan_source
2031-11-28,-536248.0433888973,35580.76339167571,5862.364952463631,-577691.1717330366,-349778.974158886,0.09053499829757435,0.08565607137606908,0.0,event_99,forecast_liquidity,forecast_liquidity
2031-12-01,-983698.9552678084,36576.768907274636,5814.270349409866,-1026089.9945244929,-1375868.9686833788,0.09871485666528518,0.09563922975879388,0.0,event_99,forecast_liquidity,forecast_liquidity
2031-12-02,374834.86989480496,29253.258286657507,4876.442095077317,340705.16951307014,-1035163.7991703086,0.09700153663617657,0.09545988130822278,0.0,event_99,forecast_liquidity,forecast_liquidity
2031-12-03,-447148.1128706227,22192.70186095301,3872.480869845582,-473213.2956014213,-1508377.09477173,0.09062144932873893,0.09001847403920382,0.0,event_99,forecast_liquidity,forecast_liquidity
2031-12-04,2027999.2907733617,38090.795424571086,8128.9432303746335,1981779.552118416,473402.45734668593,0.08884934964914303,0.08557921977990784,0.0,event_99,forecast_liquidity,forecast_liquidity
2031-12-10,194992.10071223247,36224.248690282766,4608.06292647974,154159.78909546998,154159.78909546998,0.10669690601666319,0.0960842133473503,5385.2305990768655,event_100,static_open_loop,static_open_loop
2031-12-11,-31162.990846194356,41148.98560513929,4826.193034669544,-77138.16948600319,77021.6196094668,0.10050947696467195,0.10043732252708826,327.47753714023565,event_100,static_open_loop,static_open_loop
2031-12-12,118444.20697383105,39069.688261359646,5470.653516093515,73903.8651963779,150925.4848058447,0.09052405341846574,0.090066970974265,0.0,event_100,static_open_loop,static_open_loop
2031-12-15,-443952.8264799544,51903.62406295212,6243.345298779464,-502099.795841686,-351174.31103584135,0.11966259311268072,0.11356617808727805,13610.008377846345,event_100,static_open_loop,static_open_loop
2031-12-16,-131730.93445865158,51478.803252720245,6770.471725402995,-189980.2094367748,-541154.5204726162,0.11443890538086038,0.1121850268469725,13789.881033261161,event_100,static_open_loop,static_open_loop
2031-12-17,-97082.96650829233,31548.27714144642,6680.157661577203,-135311.40131131595,-676465.9217839321,0.08343743619116689,0.08074477233458001,0.0,event_100,static_open_loop,static_open_loop
2031-12-18,-755986.3333131482,23390.22038386005,5083.684739266611,-784460.2384362749,-1460926.1602202072,0.0782505444036712,0.07490548794531225,0.0,event_100,static_open_loop,static_open_loop
2031-12-19,24456.241878813147,19820.40630551377,4436.060995822051,199.7745774773257,-1460726.38564273,0.07297848268753789,0.07080385099545122,0.0,event_100,static_open_loop,static_open_loop
2031-12-22,227702.4830255366,20157.482653239636,3722.544926070754,203822.45544622623,-1256903.9301965036,0.08207965310812959,0.07939459861105636,0.0,event_100,static_open_loop,static_open_loop
2031-12-23,1611758.599679627,7143.777601697582,2614.797212860232,1602000.0248650692,345096.09466856555,0.0568290575861672,0.05563215418208499,0.0,event_100,static_open_loop,static_open_loop
2031-12-10,162274.6291832796,23747.080916221388,3740.641590808546,134786.90667624967,134786.90667624967,0.08672460921623752,0.07883467636611514,0.0,event_100,forecast_liquidity,forecast_liquidity
2031-12-11,-20586.988071717584,30800.57994014882,4187.061234621629,-55574.62924648803,79212.27742976163,0.08841654349393747,0.0853715889474727,0.0,event_100,forecast_liquidity,forecast_liquidity
2031-12-12,89221.47122839138,32147.751228984023,4946.361583548449,52127.35841585891,131339.63584562053,0.07941323904389698,0.07938255322638897,0.0,event_100,forecast_liquidity,forecast_liquidity
2031-12-15,-380786.00493878155,46635.74384138081,5881.646812247609,-433303.39559241,-301963.75974678947,0.11371306649519695,0.10470967961412274,9491.878757600425,event_100,forecast_liquidity,forecast_liquidity
2031-12-16,-116819.33526268796,47673.474825417914,6514.849743710149,-171007.65983181604,-472971.4195786055,0.10811544702511175,0.10222781107932455,6382.359479845021,event_100,forecast_liquidity,forecast_liquidity
2031-12-17,-46827.59899570696,32260.323473227767,6677.689775766289,-85765.61224470103,-558737.0318233066,0.08272816913828139,0.0801749802339725,0.0,event_100,forecast_liquidity,forecast_liquidity
2031-12-18,-713844.285464822,25371.710212544018,5239.931606592982,-744455.927283959,-1303192.9591072656,0.08095044223535514,0.07760007626853466,0.0,event_100,forecast_liquidity,forecast_liquidity
2031-12-19,109226.97736934053,22530.85156136742,4805.700409511094,81890.42539846202,-1221302.5337088036,0.07864800589313216,0.07646988221239545,0.0,event_100,forecast_liquidity,forecast_liquidity
2031-12-22,202860.30379371392,26875.790701124264,4255.278528051905,171729.23456453774,-1049573.299144266,0.09521966172122104,0.09207660366916405,0.0,event_100,forecast_liquidity,forecast_liquidity
2031-12-23,1611758.5996797858,12098.401576514547,3836.9916460951204,1595823.206457176,546249.9073129101,0.07213789629151772,0.07063442136687054,0.0,event_100,forecast_liquidity,forecast_liquidity
2031-12-29,-32235.697588965875,39128.95849539209,4203.440631614515,-75568.09671597248,-75568.09671597248,0.11006446833083638,0.109185961522097,6179.438008417259,event_101,static_open_loop,static_open_loop
2031-12-30,103845.93561971758,37488.00740780969,4551.691548919949,61806.23666298794,-13761.860052984543,0.10114953824320237,0.10085932185765921,857.1977389024687,event_101,static_open_loop,static_open_loop
2031-12-31,735422.5377229451,44878.536160836935,4948.939045892362,685595.0625162158,671833.2024632313,0.10753927022865142,0.1051948974958116,5921.000474555898,event_101,static_open_loop,static_open_loop
2032-01-01,-451101.13926191593,51324.34330390323,5882.602545200133,-508308.0851110193,163525.11735221196,0.12863220729069882,0.1168818479515206,26710.766667594668,event_101,static_open_loop,static_open_loop
2032-01-02,-979791.4113808726,54968.93320723682,6632.356426753251,-1041392.7010148626,-877867.5836626507,0.1387473960063999,0.12939381343725848,39908.93856501779,event_101,static_open_loop,static_open_loop
2032-01-05,-1244710.0568271796,41379.60998005225,6671.182753526183,-1292760.849560758,-2170628.4332234086,0.10900426757693059,0.09757976017399128,9912.567032930441,event_101,static_open_loop,static_open_loop
2032-01-06,934558.3867425112,32810.77925980645,5682.93343849504,896064.6740442096,-1274563.759179199,0.09047719921751282,0.09003445793777566,0.0,event_101,static_open_loop,static_open_loop
2032-01-07,2121926.770553654,26832.62913428097,4745.816054740251,2090348.3253646328,815784.5661854337,0.08466512852781934,0.08387298299864901,0.0,event_101,static_open_loop,static_open_loop
2032-01-08,3001641.6975262277,13819.876034243656,3528.5609712544233,2984293.2605207297,3800077.8267061636,0.07318195078445122,0.07301647659112638,0.0,event_101,static_open_loop,static_open_loop
2032-01-09,-2997120.7561979336,11060.224956755215,2655.2802909272277,-3010836.261445616,789241.5652605477,0.08407434095528321,0.07198473067631984,0.0,event_101,static_open_loop,static_open_loop
2031-12-29,-19237.90740249409,23720.87153665904,3274.458971602506,-46233.23791075563,-46233.23791075563,0.08428302621420482,0.08277642502478652,0.0,event_101,forecast_liquidity,forecast_liquidity
2031-12-30,76895.96262009593,26073.171792898647,3810.276749174833,47012.514078022454,779.2761672668203,0.08736835132882402,0.08486032791707579,0.0,event_101,forecast_liquidity,forecast_liquidity
2031-12-31,544461.9641062665,34604.00273029133,4346.146118198463,505511.8152577767,506291.09142504353,0.09180825842658438,0.09115315532809158,0.0,event_101,forecast_liquidity,forecast_liquidity
2032-01-01,-379920.1789424449,42515.33562922505,5390.652909034733,-427826.1674807047,78464.9239443388,0.11532222466820972,0.10384933375557624,14293.985922418346,event_101,forecast_liquidity,forecast_liquidity
2032-01-02,-826773.3934733436,49588.29788641905,6243.570242405872,-882605.2616021684,-804140.3376578296,0.12361706596658995,0.11600365348517906,24325.041987103672,event_101,forecast_liquidity,forecast_liquidity
2032-01-05,-1055106.4990369775,43227.643232584465,6774.641058576348,-1105108.7833281383,-1909249.120985968,0.10837185533689292,0.09662974832470264,9216.36063210333,event_101,forecast_liquidity,forecast_liquidity
2032-01-06,780945.5469802106,34646.86044391798,5872.009760692981,740426.6767755996,-1168822.4442103684,0.09305187215450224,0.08798386352625488,0.0,event_101,forecast_liquidity,forecast_liquidity
2032-01-07,2041401.1219836809,31248.605550422893,5183.398109497903,2004969.11832376,836146.6741133917,0.09161154040949492,0.0905549203884066,0.0,event_101,forecast_liquidity,forecast_liquidity
