event_id,as_of,realized_net_pnl_delta_dollars,realized_net_pnl_delta_bps,realized_impact_cost_delta_dollars,within_event_drawdown_delta_bps,early_factor_imbalance_delta_pp,late_early_ratio_delta,daily_gross_spearman_delta,nondecreasing_transitions_delta,urgent_start_delta_days,small_start_delta_days,p95_realized_participation_delta,max_realized_participation_delta
event_25,2028-03-14 16:00:00,95154.18792475108,1.9530826749743682,-25461.176634319767,-1.7474792091738323,-2.1027532962948996,2.2160589219988696,0.24242424242424243,1.0,0.0,0.0,-0.0027030794191734014,-0.004539975274673869
event_26,2028-03-31 16:00:00,592974.5476446531,12.17107035395429,-43311.840828814224,-14.616982578870306,-1.1974830676830304,2.0134407571882798,0.3878787878787878,2.0,0.0,4.0,-0.0003975482918211759,-0.01355525571315784
