date,daily_gross_pct,cumulative_gross_pct,urgent_daily_gross_pct,medium_daily_gross_pct,small_daily_gross_pct,max_factor_imbalance_pct,event_id,strategy,day_index
2028-05-09,7.450046943104173,7.450046943104173,4.1497557956210676,3.3002911474207344,6.237093126948662e-11,5.9033218226993025,event_28,static_open_loop,1
2028-05-10,8.19490372451692,15.644950667621092,4.633433917280295,3.5455187138320614,0.015951093404562543,6.230888654589451,event_28,static_open_loop,2
2028-05-11,9.466554725268177,25.11150539288927,5.32243842391789,3.9864952920506433,0.15762100929964262,6.730274358351682,event_28,static_open_loop,3
2028-05-12,10.731269569347115,35.84277496223638,6.098162057565538,4.372119945304801,0.260987566476775,6.871301687573879,event_28,static_open_loop,4
2028-05-15,11.969662354915764,47.812437317152146,6.70638924478764,4.744519464759765,0.518753645368358,7.176918322464882,event_28,static_open_loop,5
2028-05-16,12.444254337701004,60.25669165485315,7.142857431163727,4.763663675035297,0.5377332315019776,7.67946504372031,event_28,static_open_loop,6
2028-05-17,12.118239081787456,72.37493073664061,7.142857432672814,4.481692202508224,0.493689446606417,8.465824142451975,event_28,static_open_loop,7
2028-05-18,11.041483863438181,83.41641460007878,7.142857430805463,2.670504083836001,1.2281223487967172,10.745060797866321,event_28,static_open_loop,8
2028-05-19,8.932023936608442,92.34843853668723,7.142857416053739,0.27805261827936534,1.5111139022753395,14.18972410538902,event_28,static_open_loop,9
2028-05-22,7.651561463667513,100.00000000035475,5.2326765644177575,5.988601398884535e-11,2.418884899189868,15.763546798029676,event_28,static_open_loop,10
2028-05-09,4.173928410230664,4.173928410230664,2.4042657671079053,1.7696626426695354,4.5322265463990253e-10,9.601183056498188,event_28,forecast_liquidity,1
2028-05-10,5.234995546495165,9.408923956725829,3.0139638809634053,2.2210316650875237,4.442362998546087e-10,8.993817973044552,event_28,forecast_liquidity,2
2028-05-11,6.60981419271385,16.018738149439677,3.747122119534456,2.86269207275487,4.2452512304553675e-10,8.18018442020297,event_28,forecast_liquidity,3
2028-05-12,8.192530788572482,24.21126893801216,4.683809570097422,3.5087212180845238,3.905349489956136e-10,7.48011714936094,event_28,forecast_liquidity,4
2028-05-15,10.008182782392305,34.219451720404464,5.6177356113777694,4.243157735452627,0.1472894355619086,7.345179320653092,event_28,forecast_liquidity,5
2028-05-16,11.699264596815965,45.91871631722043,6.689802968834804,4.846170055711444,0.16329157226971538,7.415580636067866,event_28,forecast_liquidity,6
2028-05-17,13.350292410589843,59.269008727810274,7.677238276600247,5.348842571746526,0.324211562243069,7.668425605321709,event_28,forecast_liquidity,7
2028-05-18,13.6729672884607,72.94197601627097,8.31288722828996,4.481515422578616,0.8785646375921258,8.846554876609181,event_28,forecast_liquidity,8
2028-05-19,12.611934880344878,85.55391089661585,9.552173415168939,1.7842337868099267,1.2755276783660114,12.571661395118092,event_28,forecast_liquidity,9
2028-05-22,14.446089108730945,100.00000000534679,9.0152868763091,1.0768299722849932,4.353972260136853,15.763546798029811,event_28,forecast_liquidity,10
2028-05-26,8.285830780348364,8.285830780348364,4.163419263014409,3.7076452813207625,0.4147662360131906,3.891393351898867,event_29,static_open_loop,1
2028-05-29,8.936437744963753,17.222268525312117,4.473753663971531,3.989989165847937,0.4726949151442856,4.148948587353494,event_29,static_open_loop,2
2028-05-30,9.963384570273448,27.185653095585565,5.0854524555810094,4.26592680348477,0.6120053112076681,4.66729978627726,event_29,static_open_loop,3
2028-05-31,11.447649080947333,38.633302176532894,5.996647222261083,4.710311280956463,0.7406905777297874,5.165178145380185,event_29,static_open_loop,4
2028-06-01,12.133413207543542,50.766715384076434,6.607136940104627,4.633767504000642,0.8925087634382757,5.729996378145453,event_29,static_open_loop,5
2028-06-02,12.797268202312198,63.56398358638863,7.142857647862171,4.642096131025239,1.0123144234247896,6.905768992645837,event_29,static_open_loop,6
2028-06-05,12.234740798554121,75.79872438494274,7.142857685374894,3.9166613376792516,1.1752217754999779,8.410951022220106,event_29,static_open_loop,7
2028-06-06,10.002931504554905,85.80165588949765,7.142857707378534,1.791676172228169,1.0683976249482023,10.824711298364434,event_29,static_open_loop,8
2028-06-07,7.657969744357948,93.4596256338556,7.142857700452474,2.0511758013422847e-10,0.515112043700356,13.493353255963578,event_29,static_open_loop,9
2028-06-08,6.540374366552807,100.0000000004084,5.816445428283163,0.4847834665192444,0.23914547175039927,15.763546798029841,event_29,static_open_loop,10
2028-05-26,4.450491886368595,4.450491886368595,2.3376984284368483,2.0074883652375104,0.10530509269423671,4.506926814443292,event_29,forecast_liquidity,1
2028-05-29,5.574032081162478,10.024523967531074,2.9049721730513336,2.529234423857026,0.13982548425412014,4.7308134039032215,event_29,forecast_liquidity,2
2028-05-30,7.040408500986276,17.06493246851735,3.714113071755533,3.1125359585180443,0.213759470712699,5.081014418980445,event_29,forecast_liquidity,3
2028-05-31,8.842496051639355,25.907428520156703,4.693271607174855,3.860968862071073,0.28825558239342713,5.117625646601417,event_29,forecast_liquidity,4
2028-06-01,10.173268082270658,36.08069660242736,5.555960004311688,4.265986002224719,0.35132207573425367,5.281459582290799,event_29,forecast_liquidity,5
2028-06-02,12.098803975314533,48.17950057774189,6.720205428963434,4.933370816842754,0.44522772950834194,4.906403023064121,event_29,forecast_liquidity,6
