strategy,event_count,total_net_pnl_dollars,mean_net_pnl_bps,pnl_vol_bps,loss_var_95_bps,loss_cvar_95_bps,probability_profitable,worst_event_pnl_bps,event_sequence_max_drawdown_bps,mean_within_event_drawdown_bps,mean_early_factor_imbalance_pct,mean_late_early_gross_ratio,mean_daily_gross_spearman,mean_nondecreasing_transitions,mean_urgent_first_trade_day,mean_small_first_trade_day,max_cap_excess_shares,max_wrong_direction_shares,max_terminal_completion_error_shares,total_realized_impact_cost_dollars,mean_p95_realized_participation_rate,max_realized_participation_rate,max_realized_participation_excess_shares,decision,decision_reason
static_open_loop,2,-4514120.627552501,-46.327182138264575,67.69179833363786,94.19251177069215,94.19251177069216,0.5,-94.19251177069215,94.19251177069215,76.72174970830686,5.05022415884517,1.554176669987783,0.6606060606060605,6.5,1.0,6.5,0.01285890729923267,2.5833961400230176e-05,6.228219717741013e-08,569546.3245374782,0.09195253051959051,0.11618405925173603,15022.422695603527,baseline,Current flat-ADV medium-risk policy.
forecast_liquidity,2,-3946389.3230189607,-40.50071144313383,75.69672194014055,94.02637684059972,94.02637684059972,0.5,-94.02637684059972,94.02637684059972,68.81383759947889,5.3362976730390415,3.9651390699786795,0.9939393939393939,8.5,1.0,7.0,0.022512069845106453,2.497233756564655e-05,7.532071322202682e-08,494518.9955096567,0.0908425729420532,0.11164409154677131,10107.577343542798,discard,Failed: lower_event_pnl_volatility.
