date,symbol,trade_shares,trade_dollars,abs_pct_adv,cap_shares,cap_pct_adv,days_to_earnings,residual_shares_after,residual_dollars_after,event_id,strategy,policy_id,policy_aggressiveness
2026-01-12,SMALL_BUY,7.777026421838222,466.6215853102933,0.006614287332854498,235.1584087739329,0.2,2.0,32.22297357816178,1933.3784146897067,event_02,forecast_liquidity,policy_0800,0.8
2026-01-13,URGENT_BUY,28.386291662345855,1419.3145831172928,0.027933357549032783,203.24296220043018,0.2,1.0,47.30821307431334,2365.410653715667,event_02,forecast_liquidity,policy_0800,0.8
2026-01-13,HEDGE_SELL,-26.094219584944312,-1435.1820771719372,0.023376358194855108,223.25307789548998,0.2,1.0,-22.943100470792103,-1261.8705258935656,event_02,forecast_liquidity,policy_0800,0.8
2026-01-13,SMALL_BUY,8.880419483699447,532.8251690219668,0.007301127748779987,243.26158339534214,0.2,1.0,23.34255409446233,1400.5532456677397,event_02,forecast_liquidity,policy_0800,0.8
2026-01-14,URGENT_BUY,47.30821307431336,2365.4106537156676,0.04433245380012858,213.42474426342784,0.2,0.0,-1.4210854715202004e-14,-7.105427357601002e-13,event_02,forecast_liquidity,policy_0800,0.8
2026-01-14,HEDGE_SELL,-22.943100470792096,-1261.8705258935654,0.019645450642965873,233.57163841906532,0.2,0.0,0.0,0.0,event_02,forecast_liquidity,policy_0800,0.8
2026-01-14,SMALL_BUY,23.342554094462358,1400.5532456677415,0.01840186459572242,253.69770517590288,0.2,0.0,-2.842170943040401e-14,-1.7053025658242404e-12,event_02,forecast_liquidity,policy_0800,0.8
2026-01-02,URGENT_BUY,27.30149192085016,1365.0745960425081,0.02730149192085016,200.0,0.2,2.0,72.69850807914983,3634.9254039574917,event_01,forecast_liquidity,policy_1000,1.0
2026-01-02,HEDGE_SELL,-33.10388255014719,-1820.7135402580955,0.030094438681951993,220.0,0.2,2.0,-46.89611744985281,-2579.2864597419043,event_01,forecast_liquidity,policy_1000,1.0
2026-01-02,SMALL_BUY,10.281970987933528,616.9182592760117,0.008568309156611274,240.0,0.2,2.0,29.718029012066474,1783.0817407239883,event_01,forecast_liquidity,policy_1000,1.0
2026-01-05,URGENT_BUY,29.315277399796102,1465.763869989805,0.029315277399796103,200.0,0.2,1.0,43.38323067935374,2169.161533967687,event_01,forecast_liquidity,policy_1000,1.0
2026-01-05,HEDGE_SELL,-26.054565415598688,-1433.0010978579278,0.02368596855963517,220.0,0.2,1.0,-20.84155203425412,-1146.2853618839767,event_01,forecast_liquidity,policy_1000,1.0
2026-01-05,SMALL_BUY,9.694801101927533,581.688066115652,0.008079000918272945,240.0,0.2,1.0,20.02322791013894,1201.3936746083364,event_01,forecast_liquidity,policy_1000,1.0
2026-01-06,URGENT_BUY,43.38323067935374,2169.161533967687,0.043383230679353735,200.0,0.2,0.0,0.0,0.0,event_01,forecast_liquidity,policy_1000,1.0
2026-01-06,HEDGE_SELL,-20.841552034254125,-1146.285361883977,0.01894686548568557,220.0,0.2,0.0,0.0,0.0,event_01,forecast_liquidity,policy_1000,1.0
2026-01-06,SMALL_BUY,20.023227910138957,1201.3936746083373,0.01668602325844913,240.0,0.2,0.0,-1.4210854715202004e-14,-8.526512829121202e-13,event_01,forecast_liquidity,policy_1000,1.0
2026-01-12,URGENT_BUY,27.30149192085016,1365.0745960425081,0.02730149192085016,200.0,0.2,2.0,72.69850807914983,3634.9254039574917,event_02,forecast_liquidity,policy_1000,1.0
2026-01-12,HEDGE_SELL,-33.10388255014719,-1820.7135402580955,0.030094438681951993,220.0,0.2,2.0,-46.89611744985281,-2579.2864597419043,event_02,forecast_liquidity,policy_1000,1.0
2026-01-12,SMALL_BUY,10.281970987933528,616.9182592760117,0.008568309156611274,240.0,0.2,2.0,29.718029012066474,1783.0817407239883,event_02,forecast_liquidity,policy_1000,1.0
2026-01-13,URGENT_BUY,29.315277399796102,1465.763869989805,0.029315277399796103,200.0,0.2,1.0,43.38323067935374,2169.161533967687,event_02,forecast_liquidity,policy_1000,1.0
2026-01-13,HEDGE_SELL,-26.054565415598688,-1433.0010978579278,0.02368596855963517,220.0,0.2,1.0,-20.84155203425412,-1146.2853618839767,event_02,forecast_liquidity,policy_1000,1.0
2026-01-13,SMALL_BUY,9.694801101927533,581.688066115652,0.008079000918272945,240.0,0.2,1.0,20.02322791013894,1201.3936746083364,event_02,forecast_liquidity,policy_1000,1.0
2026-01-14,URGENT_BUY,43.38323067935374,2169.161533967687,0.043383230679353735,200.0,0.2,0.0,0.0,0.0,event_02,forecast_liquidity,policy_1000,1.0
2026-01-14,HEDGE_SELL,-20.841552034254125,-1146.285361883977,0.01894686548568557,220.0,0.2,0.0,0.0,0.0,event_02,forecast_liquidity,policy_1000,1.0
2026-01-14,SMALL_BUY,20.023227910138957,1201.3936746083373,0.01668602325844913,240.0,0.2,0.0,-1.4210854715202004e-14,-8.526512829121202e-13,event_02,forecast_liquidity,policy_1000,1.0
