strategy,event_count,total_net_pnl_dollars,mean_net_pnl_bps,pnl_vol_bps,loss_var_95_bps,loss_cvar_95_bps,probability_profitable,worst_event_pnl_bps,event_sequence_max_drawdown_bps,mean_within_event_drawdown_bps,mean_early_factor_imbalance_pct,mean_late_early_gross_ratio,mean_daily_gross_spearman,mean_nondecreasing_transitions,mean_urgent_first_trade_day,mean_small_first_trade_day,max_cap_excess_shares,max_wrong_direction_shares,max_terminal_completion_error_shares,total_realized_impact_cost_dollars,mean_p95_realized_participation_rate,max_realized_participation_rate,max_realized_participation_excess_shares,decision,decision_reason
static_open_loop,2,-5308224.857210228,-54.4768560879539,14.223190728152233,64.53417070193997,64.53417070193997,0.0,-64.53417070193997,108.9537121759078,99.93665123222009,6.018239916477032,0.9951592205098884,0.054545454545454536,5.0,1.0,2.0,0.02455668903712649,8.92203587252953e-06,7.904600352048874e-08,616498.3438095684,0.09837411671451961,0.14065355365805954,35413.52808667792,baseline,Current flat-ADV medium-risk policy.
forecast_liquidity,2,-4633975.040222907,-47.557215109019985,9.73975679119556,54.444263183182095,54.444263183182095,0.0,-54.444263183182095,95.11443021803997,83.49211173058498,5.007487706049721,2.4837572695134877,0.9454545454545453,8.0,1.0,3.0,0.0001779451995389536,1.410314730632339e-06,2.3283064365386963e-09,538067.9944165734,0.09542399054590833,0.1104963431868804,14046.507494004734,keep_for_holdout,"All development economics, behavior, liquidity, and completion gates passed."
