event_id,as_of,strategy,coefficient_policy,alpha_policy,alpha_confidence,mean_capacity_slack_fraction,solver,risk_aversion,liquidity_forecast_quantile,forecast_rmse_bps,selected_inventory_risk_weight,forecast_expected_net_pnl_dollars,gross_holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,parent_gross_dollars,net_pnl_bps,within_event_max_drawdown_dollars,within_event_max_drawdown_bps,terminal_completion_error_shares,max_realized_participation_rate,p95_realized_participation_rate,max_realized_participation_excess_shares,daily_gross_spearman,late_early_gross_ratio,completion_day5_pct,nondecreasing_transitions,urgent_first_trade_day,medium_first_trade_day,small_first_trade_day,early_factor_imbalance_pct,max_cap_excess_shares,max_wrong_direction_shares,terminal_completion_error_shares_audit
event_25,2028-03-14 16:00:00,static_open_loop,baseline_locked,raw,0.5,0.5333333333333333,OSQP,medium,0.5,3.3221623622106375,9.120811753644233e-08,-223308.5951625572,-4261101.052885425,278677.2060687669,49280.91451393048,-4589059.173468122,487200000.00000006,-94.19251177069215,5358385.92790679,109.98329080268451,5.007314030081034e-08,0.11618405925173603,0.09532754426271864,11724.467667962454,0.7212121212121211,1.719472478177624,42.44320679228544,7.0,1.0,1.0,9.0,5.200194712104993,0.009858645498752594,1.7017842509456392e-05,4.039611667394638e-08
event_25,2028-03-14 16:00:00,forecast_liquidity,baseline_locked,capacity_slack_confidence,0.75,0.521931321655561,OSQP,medium,0.25,3.3221623622106375,9.120811753644233e-08,-209579.44430346153,-4286319.098371456,246714.21509482898,47931.76620773349,-4580965.079674019,487200000.00000006,-94.02637684059972,5287102.592159994,108.52016814778311,4.071625880897045e-08,0.11164409154677131,0.09262446967918013,10107.577343542798,0.9878787878787878,4.340907120221849,27.865952819060034,8.0,1.0,1.0,9.0,4.968116767183052,0.008507633639965206,1.4260864259150129e-05,3.5390257835388184e-08
event_26,2028-03-31 16:00:00,static_open_loop,baseline_locked,raw,0.5,0.5333333333333333,OSQP,medium,0.5,4.148603817406138,2.73624352609327e-08,52146.37753453898,414297.03152603353,290869.1184687112,48489.36714170067,74938.54591562157,487200000.00000006,1.538147494163004,2117381.363670631,43.460208613929204,9.503855835646391e-08,0.11431012480479581,0.08857751677646238,15022.422695603527,0.6,1.3888808617979422,44.30793134871459,6.0,1.0,1.0,4.0,4.900253605585346,0.01285890729923267,2.5833961400230176e-05,6.228219717741013e-08
event_26,2028-03-31 16:00:00,forecast_liquidity,baseline_locked,capacity_slack_confidence,0.75,0.521931321655561,OSQP,medium,0.25,4.148603817406138,2.73624352609327e-08,20992.966036386097,929567.7377464087,247804.78041482778,47187.200676523054,634575.7566550579,487200000.00000006,13.024953954332057,1418117.743533229,29.10750705117465,8.527422323822975e-08,0.10075486739273525,0.08906067620492626,1052.6332970822696,0.9999999999999999,3.5893710197355095,29.520436213535298,9.0,1.0,1.0,5.0,5.70447857889503,0.022512069845106453,2.497233756564655e-05,7.532071322202682e-08
