event_id,as_of,strategy,plan_selection_policy,selected_plan_source,selection_reason,selection_profit_floor_dollars,selection_candidate_forecast_net_pnl_dollars,selection_candidate_profit_slack_dollars,selection_candidate_hard_passed,coefficient_policy,alpha_policy,factor_policy,profit_policy,liquidity_shape_policy,regret_policy,regret_fraction,regret_weight,liquidity_shape_fraction,forecast_profit_floor_dollars,forecast_profit_floor_slack_dollars,forecast_alpha_floor_dollars,forecast_alpha_floor_slack_dollars,factor_stress_fraction,alpha_confidence,mean_capacity_slack_fraction,solver,risk_aversion,liquidity_forecast_quantile,forecast_rmse_bps,selected_inventory_risk_weight,forecast_expected_net_pnl_dollars,gross_holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,parent_gross_dollars,net_pnl_bps,within_event_max_drawdown_dollars,within_event_max_drawdown_bps,terminal_completion_error_shares,max_realized_participation_rate,p95_realized_participation_rate,max_realized_participation_excess_shares,daily_gross_spearman,late_early_gross_ratio,completion_day5_pct,nondecreasing_transitions,urgent_first_trade_day,medium_first_trade_day,small_first_trade_day,early_factor_imbalance_pct,max_cap_excess_shares,max_wrong_direction_shares,terminal_completion_error_shares_audit
event_102,2032-01-14 16:00:00,static_open_loop,always_candidate,static_open_loop,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,3.0788627723394586,3.0023526091194015e-08,948078.0253485291,6687189.199494562,300792.9759438482,49714.23044602254,6336681.993104692,487200000.00000006,130.06325930017837,1933824.6747424828,39.692624686832566,2.7495843823999166e-07,0.11422418950435348,0.09791901176906392,8287.12147958052,-0.006060606060606061,0.9838204503620114,49.30587885072248,6.0,1.0,1.0,1.0,4.508939978119326,0.009668687620433047,2.113779454844097e-05,6.216578185558319e-08
event_102,2032-01-14 16:00:00,forecast_liquidity,always_candidate,forecast_liquidity,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.5011763045597007e-08,0.5,,,,,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,3.0788627723394586,3.0023526091194015e-08,894777.3536582266,6212673.293906082,278675.74590463925,49353.39887476057,5884644.149126683,487200000.00000006,120.78497843035062,1322199.0087539866,27.138731706773118,4.933099262416363e-09,0.11054177632250926,0.09009364213127707,8906.297541400927,0.49090909090909085,1.3827736390409384,44.03283388275349,6.0,1.0,1.0,1.0,3.125632709168473,0.00020905114070046693,5.557456806723673e-07,1.1059455573558807e-09
event_103,2032-02-02 16:00:00,static_open_loop,always_candidate,static_open_loop,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,4.529815594361369,2.712067181400579e-08,787540.8447126502,-302426.15745789674,434980.94683967286,50052.39069389401,-787459.4949914631,487200000.00000006,-16.162961719857616,3463687.689091444,71.09375388118727,1.0672374628484249e-07,0.16846606733314884,0.13894731481264985,39562.028858939186,-0.07878787878787878,0.9952088524940901,50.15591733297863,5.0,1.0,1.0,1.0,5.443472761028187,0.006848930905107409,1.7783601848028448e-05,2.4563632905483246e-08
event_103,2032-02-02 16:00:00,forecast_liquidity,always_candidate,forecast_liquidity,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.3560335907002894e-08,0.5,,,,,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,4.529815594361369,2.712067181400579e-08,735465.6732281081,-288944.2774445936,405066.85552550596,49800.59328506857,-743811.7262551684,487200000.00000006,-15.267071556961584,3282073.912963408,67.36604911665451,6.184563972055912e-09,0.14417824783003597,0.1304493733878323,32396.262067067553,0.4424242424242424,1.3516006645890022,45.49714241392781,6.0,1.0,1.0,1.0,3.60193394747405,4.911042924504727e-05,4.481393270426594e-07,1.3969838619232178e-09
event_104,2032-02-19 16:00:00,static_open_loop,always_candidate,static_open_loop,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,5.634729922020432,4.34883048879803e-08,1514188.2224912457,1924627.0746536609,404967.93686592864,50755.40042942553,1468903.737358306,487200000.00000006,30.14991250735439,971619.7153086815,19.94293340124551,6.529153324663639e-07,0.14885521441804966,0.12595761764911875,31674.734774559256,-0.01818181818181818,0.9646345901250023,50.4900979223503,6.0,1.0,1.0,1.0,4.294115485914642,0.023471117805456743,0.0001523648386780599,1.962762326002121e-07
event_104,2032-02-19 16:00:00,forecast_liquidity,always_candidate,forecast_liquidity,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,2.174415244399015e-08,0.5,,,,,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,5.634729922020432,4.34883048879803e-08,1447977.8580109656,1766011.8678433388,373749.13239062234,50423.90768100011,1341838.827771716,487200000.00000006,27.541847860667403,801631.5422209195,16.453849388770923,7.945345714688301e-09,0.13607922174461476,0.11584639982558323,29815.21297040445,0.41818181818181815,1.2914534582806654,45.65347402190271,6.0,1.0,1.0,1.0,3.1438307087643143,6.277656939346343e-05,5.532951743050325e-07,2.3283064365386963e-09
event_105,2032-03-09 16:00:00,static_open_loop,always_candidate,static_open_loop,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,4.60963614346175,2.84222492550119e-08,818467.7095125162,-1083834.0123693761,363825.93771140714,50398.353043329684,-1498058.3031241125,487200000.00000006,-30.74832313473137,2507598.8168711467,51.46959804743732,6.931077223271132e-08,0.14078759937467636,0.112782459947589,37007.38436077807,-0.13939393939393938,0.8778558120846816,51.325932242373874,5.0,1.0,1.0,1.0,4.3121848705832795,0.0018832769128493965,1.6614742792804916e-05,1.83936208486557e-08
event_105,2032-03-09 16:00:00,forecast_liquidity,always_candidate,forecast_liquidity,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.421112462750595e-08,0.5,,,,,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,4.60963614346175,2.84222492550119e-08,751112.459176277,-1186684.3757765025,335209.2044378758,49861.13021357925,-1571754.7104279576,487200000.00000006,-32.26097517298763,2251606.2707381914,46.2152354420811,5.0495145842432976e-09,0.13355120636144244,0.10986488136651135,25950.817600578535,0.38181818181818183,1.255840768394776,45.66257370810318,7.0,1.0,1.0,1.0,2.920889452482961,2.9042799724265933e-05,4.5344338365210987e-07,1.0477378964424133e-09
event_106,2032-03-26 16:00:00,static_open_loop,always_candidate,static_open_loop,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,4.375852920663059,3.217471078482388e-08,1040283.0183292482,-1801147.0337190786,326691.38218487345,49567.16337624942,-2177405.579280202,487200000.00000006,-44.692232743846496,2638696.608675003,54.16043942272173,5.490437615662813e-08,0.12009738578974816,0.09801540457460517,16722.893606557904,-0.2121212121212121,0.9182616139012715,51.05928621045114,4.0,1.0,1.0,1.0,4.552845934229715,0.012337129635852762,3.0162091463188325e-06,3.771856427192688e-08
event_106,2032-03-26 16:00:00,forecast_liquidity,always_candidate,forecast_liquidity,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.608735539241194e-08,0.5,,,,,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,4.375852920663059,3.217471078482388e-08,970529.7707533708,-1430433.2317956893,306044.66505272617,49101.2993414305,-1785579.1961898457,487200000.00000006,-36.64981929782113,2190599.065385967,44.96303500381705,5.791662260890007e-09,0.10504716495061125,0.0926318513762523,5980.52401171712,0.3696969696969697,1.3039649228512316,45.54656821570458,6.0,1.0,1.0,1.0,2.5404477404132093,4.4077489292249084e-05,3.330430608295471e-07,1.6298145055770874e-09
event_107,2032-04-14 16:00:00,static_open_loop,always_candidate,static_open_loop,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,2.69598628593676,1.212688668902375e-07,-780371.7380625965,2092025.9815622424,326628.28759591724,49551.112676377044,1715846.5812899484,487200000.00000006,35.218525888545734,658822.9715085507,13.522638988270742,4.1021849028766155e-08,0.1307433610988695,0.11233355263032281,34708.99458905273,0.6606060606060605,1.8100179240083212,42.03320937437914,6.0,1.0,1.0,10.0,6.2320737952630765,0.008987759603769518,1.512489905002614e-05,3.6903657019138336e-08
event_107,2032-04-14 16:00:00,forecast_liquidity,always_candidate,forecast_liquidity,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,6.063443344511875e-08,0.5,,,,,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,2.69598628593676,1.212688668902375e-07,-760225.6080884051,2140041.698976328,309288.2669444566,49139.86702456526,1781613.5650073066,487200000.00000006,36.56842292707936,440645.6709032927,9.044451373220294,6.347545422613621e-08,0.12896162506305728,0.10571552973575844,25621.851995159683,0.8424242424242423,2.4521267016291124,36.81053974804865,7.0,1.0,1.0,10.0,4.455358486814956,0.011273678290308453,2.289424631752686e-05,4.738103598356247e-08
event_108,2032-05-03 16:00:00,static_open_loop,always_candidate,static_open_loop,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,,,,,0.0,0.5,0.5333333333333333,OSQP,medium,0.5,3.9271165227537814,1.611139953715645e-08,355692.69430853677,1723851.686887532,349687.56171429314,50666.54015040389,1323497.5850228348,487200000.00000006,27.165385571076243,3558869.7141177785,73.04740792524176,9.313225746154785e-08,0.13131066315768353,0.1127037858215358,24002.068141700132,0.09090909090909088,1.0707768089745968,48.56382277435523,5.0,1.0,1.0,1.0,7.721586983714581,0.00634286121930927,1.770149873306509e-05,1.792795956134796e-08
event_108,2032-05-03 16:00:00,forecast_liquidity,always_candidate,forecast_liquidity,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,8.055699768578226e-09,0.5,,,,,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,3.9271165227537814,1.611139953715645e-08,313765.4264934626,898701.5886355971,321212.05935056915,50187.381025099145,527302.1482599291,487200000.00000006,10.82311470155848,3397859.970409472,69.74261023007946,1.0666553862392902e-08,0.11812026668032806,0.10282832145780438,17502.02323401309,0.6606060606060605,1.6190343371039542,41.958715017207766,6.0,1.0,1.0,1.0,4.362474769002822,6.978113378863782e-05,5.972638067764261e-07,2.7939677238464355e-09
