candidate,risk_measure,scenario_tail_overlay_fraction,optimization_scenario_count,lambda_multiplier,inventory_risk_weight,inventory_path_risk_weight,status,expected_alpha_dollars,impact_cost_dollars,linear_cost_dollars,expected_net_pnl_dollars,pnl_vol_dollars,loss_var_95_dollars,loss_cvar_95_dollars,probability_profitable,event_id,strategy,plan_selection_policy,selected_plan_source,coefficient_policy,alpha_policy,factor_policy,profit_policy,liquidity_shape_policy,regret_policy,regret_fraction,regret_weight,liquidity_shape_fraction,applied_inventory_risk_weight
variance__multiplier_3__variance_9.00706e-08__path_0,variance,0.0,,3.0,9.007057827358205e-08,0.0,optimal,1230749.5553182731,312391.2620089163,49263.326708912195,869094.9666004446,3834813.8474047,8575106.013326827,10208904.847003648,0.546875,event_102,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,3.0023526091194015e-08
variance__multiplier_10__variance_3.00235e-07__path_0,variance,0.0,,10.0,3.0023526091194013e-07,0.0,optimal,1199076.5908274427,331691.10660993715,49097.45536145728,818288.0288560482,3784635.642459767,8286521.376529982,9885729.305721391,0.546875,event_102,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,3.0023526091194015e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1368108.8580412942,346238.5408271547,50215.64885187771,971654.6683622618,4475542.1596582895,9974461.049735095,10973396.614058739,0.5625,event_102,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.5011763045597007e-08,0.5,3.0023526091194015e-08
variance__multiplier_0.1__variance_3.00235e-09__path_0,variance,0.0,,0.1,3.0023526091194016e-09,0.0,optimal,1361205.9375847662,340639.2890405016,50126.1836141959,970440.4649300687,4383148.940405424,9754811.822938995,10829892.267944006,0.5625,event_102,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.5011763045597007e-08,0.5,3.0023526091194015e-08
variance__multiplier_0.3__variance_9.00706e-09__path_0,variance,0.0,,0.3,9.007057827358204e-09,0.0,optimal,1341656.9369586455,330355.9127036807,49918.958763940514,961382.0654910243,4207502.803280241,9023523.586096957,10726364.43919103,0.578125,event_102,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.5011763045597007e-08,0.5,3.0023526091194015e-08
variance__multiplier_1__variance_3.00235e-08__path_0,variance,0.0,,1.0,3.0023526091194015e-08,0.0,optimal,1272386.988886174,311337.6456112289,49399.4867980411,911649.856476904,3855807.034183759,8282613.7983989725,10336229.292783445,0.578125,event_102,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.5011763045597007e-08,0.5,3.0023526091194015e-08
variance__multiplier_3__variance_9.00706e-08__path_0,variance,0.0,,3.0,9.007057827358205e-08,0.0,optimal,1190673.3109428377,309577.7474523689,48867.30584334324,832228.2576471255,3644613.3043190166,8167994.140585875,9556058.418926762,0.59375,event_102,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.5011763045597007e-08,0.5,3.0023526091194015e-08
variance__multiplier_10__variance_3.00235e-07__path_0,variance,0.0,,10.0,3.0023526091194013e-07,0.0,optimal,1149476.5195369837,323603.0781476013,48660.2889699621,777213.1524194202,3586667.928009665,7845718.516716883,9188157.076808529,0.578125,event_102,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.5011763045597007e-08,0.5,3.0023526091194015e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1257133.912268324,347783.16438093974,50605.94270682142,858744.805180563,4822327.620979585,7554735.663498631,10606568.584282354,0.546875,event_103,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.712067181400579e-08
variance__multiplier_0.1__variance_2.71207e-09__path_0,variance,0.0,,0.1,2.712067181400579e-09,0.0,optimal,1251021.1866571673,343298.54753587133,50531.03741473448,857191.6017065614,4707572.166731349,6972170.12116078,10481676.490376445,0.5625,event_103,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.712067181400579e-08
variance__multiplier_0.3__variance_8.1362e-09__path_0,variance,0.0,,0.3,8.136201544201737e-09,0.0,optimal,1228425.353460478,331475.9863646652,50332.41772134584,846616.9493744669,4485015.617025553,6323258.348067868,10236378.802443648,0.546875,event_103,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.712067181400579e-08
variance__multiplier_1__variance_2.71207e-08__path_0,variance,0.0,,1.0,2.712067181400579e-08,0.0,optimal,1148290.0865912845,311002.4460530587,49746.79582557562,787540.8447126502,4061279.0093832947,5492542.970951058,9690072.949721824,0.578125,event_103,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.712067181400579e-08
variance__multiplier_3__variance_8.1362e-08__path_0,variance,0.0,,3.0,8.136201544201737e-08,0.0,optimal,1078662.123175942,315991.2796176988,49261.46926183944,713409.3742964038,3836361.0838562795,5626540.269781071,9289117.506898133,0.578125,event_103,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.712067181400579e-08
variance__multiplier_10__variance_2.71207e-07__path_0,variance,0.0,,10.0,2.712067181400579e-07,0.0,optimal,1044427.5045628718,329784.4946482655,49101.43343429436,665541.576480312,3785701.1225570873,5480995.093387207,9258644.45770473,0.578125,event_103,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.712067181400579e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1218541.5292658014,349949.1722829399,50135.5808431368,818456.7761397248,4504184.508475581,6713136.445865441,9963316.749949312,0.546875,event_103,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.3560335907002894e-08,0.5,2.712067181400579e-08
variance__multiplier_0.1__variance_2.71207e-09__path_0,variance,0.0,,0.1,2.712067181400579e-09,0.0,optimal,1215998.965118643,348106.07629873237,50110.38676563619,817782.5020542744,4448798.8926712135,6553825.390147309,9973287.047372654,0.546875,event_103,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.3560335907002894e-08,0.5,2.712067181400579e-08
variance__multiplier_0.3__variance_8.1362e-09__path_0,variance,0.0,,0.3,8.136201544201737e-09,0.0,optimal,1202332.4144087296,341089.61259400455,49997.89552147572,811244.9062932495,4313896.203690614,6102373.388404324,9881997.52631294,0.5625,event_103,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.3560335907002894e-08,0.5,2.712067181400579e-08
variance__multiplier_1__variance_2.71207e-08__path_0,variance,0.0,,1.0,2.712067181400579e-08,0.0,optimal,1117434.4895426752,314614.8630968212,49398.33477990779,753421.2916659462,3891740.9563190453,5139700.825371654,9302496.761037152,0.578125,event_103,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.3560335907002894e-08,0.5,2.712067181400579e-08
variance__multiplier_3__variance_8.1362e-08__path_0,variance,0.0,,3.0,8.136201544201737e-08,0.0,optimal,1035430.6481893029,311607.81708674645,48843.79445714914,674979.0366454073,3642058.492271701,5227126.453593938,8766382.454061165,0.59375,event_103,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.3560335907002894e-08,0.5,2.712067181400579e-08
variance__multiplier_10__variance_2.71207e-07__path_0,variance,0.0,,10.0,2.712067181400579e-07,0.0,optimal,994358.1615887829,321492.863538205,48660.77032886834,624204.5277217097,3587956.891338877,5246186.193392517,8735346.666727187,0.609375,event_103,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.3560335907002894e-08,0.5,2.712067181400579e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,2070133.3930656402,373389.68145611713,51029.416026355735,1645714.2955831673,4907972.994914826,6840038.137707512,9133672.617607592,0.625,event_104,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,4.34883048879803e-08
variance__multiplier_0.1__variance_4.34883e-09__path_0,variance,0.0,,0.1,4.34883048879803e-09,0.0,optimal,2063052.0662074538,368451.75100421486,50959.73515340038,1643640.5800498386,4827075.153773106,6632776.704444723,8962401.349768402,0.625,event_104,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,4.34883048879803e-08
variance__multiplier_0.3__variance_1.30465e-08__path_0,variance,0.0,,0.3,1.3046491466394091e-08,0.0,optimal,2024762.971970711,351857.06700986257,50626.439120823954,1622279.4658400244,4560280.189016127,5914398.347341936,8195734.945598692,0.625,event_104,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,4.34883048879803e-08
variance__multiplier_1__variance_4.34883e-08__path_0,variance,0.0,,1.0,4.34883048879803e-08,0.0,optimal,1889153.589822114,325173.16995232133,49792.19737854704,1514188.2224912457,4030567.7555090487,4591429.641163161,6463984.452499159,0.640625,event_104,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,4.34883048879803e-08
variance__multiplier_3__variance_1.30465e-07__path_0,variance,0.0,,3.0,1.304649146639409e-07,0.0,optimal,1771804.2136994435,325002.0044642929,49212.6794950697,1397589.529740081,3800271.158271274,4992453.867828536,5967825.575295339,0.65625,event_104,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,4.34883048879803e-08
variance__multiplier_10__variance_4.34883e-07__path_0,variance,0.0,,10.0,4.3488304887980304e-07,0.0,optimal,1757695.8526282082,335145.34115163947,49091.356980446144,1373459.1544961226,3783110.1732662767,5059496.020603644,6076463.936222223,0.65625,event_104,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,4.34883048879803e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,2001891.9476506498,372795.1776831653,50496.35223452237,1578600.4177329622,4528907.442615664,6028986.771175923,8185164.848841676,0.625,event_104,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,2.174415244399015e-08,0.5,4.34883048879803e-08
variance__multiplier_0.1__variance_4.34883e-09__path_0,variance,0.0,,0.1,4.34883048879803e-09,0.0,optimal,2001182.5988869127,372534.3446392505,50481.710940354715,1578166.5433073074,4507428.958826228,5937856.459877218,8135331.09606961,0.625,event_104,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,2.174415244399015e-08,0.5,4.34883048879803e-08
variance__multiplier_0.3__variance_1.30465e-08__path_0,variance,0.0,,0.3,1.3046491466394091e-08,0.0,optimal,1981194.4356739032,363987.4620477897,50295.946972142665,1566911.0266539708,4367621.114103722,5584442.424024461,7683961.482514971,0.609375,event_104,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,2.174415244399015e-08,0.5,4.34883048879803e-08
variance__multiplier_1__variance_4.34883e-08__path_0,variance,0.0,,1.0,4.34883048879803e-08,0.0,optimal,1840179.9737426606,330009.6723537712,49475.563502807476,1460694.737886082,3867675.524376009,4281440.174922349,6027955.715019092,0.65625,event_104,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,2.174415244399015e-08,0.5,4.34883048879803e-08
variance__multiplier_3__variance_1.30465e-07__path_0,variance,0.0,,3.0,1.304649146639409e-07,0.0,optimal,1698494.8539534027,319867.06435964967,48804.28813484546,1329823.5014589075,3606423.3397659324,4488537.786491484,5633911.517347989,0.671875,event_104,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,2.174415244399015e-08,0.5,4.34883048879803e-08
variance__multiplier_10__variance_4.34883e-07__path_0,variance,0.0,,10.0,4.3488304887980304e-07,0.0,optimal,1678054.8580090813,327049.56588354125,48660.43033457634,1302344.8617909637,3585521.7759597036,4475993.601888329,5784682.586940573,0.6875,event_104,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,2.174415244399015e-08,0.5,4.34883048879803e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1297782.9108356542,353116.40314914606,50712.20805031706,893954.2996361911,4696115.603835571,9275476.386049753,14764472.646671016,0.640625,event_105,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.84222492550119e-08
variance__multiplier_0.1__variance_2.84222e-09__path_0,variance,0.0,,0.1,2.84222492550119e-09,0.0,optimal,1295362.857400342,351456.0757645464,50659.091498731126,893247.6901370643,4635211.939162782,8949219.531151213,14514556.27189128,0.640625,event_105,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.84222492550119e-08
variance__multiplier_0.3__variance_8.52667e-09__path_0,variance,0.0,,0.3,8.526674776503569e-09,0.0,optimal,1284210.1473801786,345849.51471891446,50539.34681335301,887821.2858479111,4535900.333469598,8350847.147617251,14046589.781832267,0.625,event_105,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.84222492550119e-08
variance__multiplier_1__variance_2.84222e-08__path_0,variance,0.0,,1.0,2.84222492550119e-08,0.0,optimal,1185123.3261814606,316750.0610068484,49905.555662095954,818467.7095125162,4101251.3716651076,7366287.094611353,12661481.235216001,0.609375,event_105,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.84222492550119e-08
variance__multiplier_3__variance_8.52667e-08__path_0,variance,0.0,,3.0,8.52667477650357e-08,0.0,optimal,1087821.8562456951,315358.8296999136,49265.958489048004,723197.0680567336,3820189.9498057957,7596716.829546039,11543074.517239096,0.625,event_105,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.84222492550119e-08
variance__multiplier_10__variance_2.84222e-07__path_0,variance,0.0,,10.0,2.84222492550119e-07,0.0,optimal,1070249.8475453963,331209.2335888279,49107.79327537951,689932.820681189,3784435.874815712,7456805.377538408,11347479.028136063,0.609375,event_105,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,2.84222492550119e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1243045.2078312559,354497.8495159781,50216.53941508014,838330.8189001977,4375683.543355363,8162180.335088406,13773736.15543951,0.640625,event_105,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.421112462750595e-08,0.5,2.84222492550119e-08
variance__multiplier_0.1__variance_2.84222e-09__path_0,variance,0.0,,0.1,2.84222492550119e-09,0.0,optimal,1241345.5528443388,353319.52802845504,50178.28128893199,837847.7435269518,4331905.263504111,7907215.272728761,13600784.451325538,0.640625,event_105,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.421112462750595e-08,0.5,2.84222492550119e-08
variance__multiplier_0.3__variance_8.52667e-09__path_0,variance,0.0,,0.3,8.526674776503569e-09,0.0,optimal,1233575.7869652058,348922.2408273784,50097.09786002097,834556.4482778065,4264031.168551647,7933082.751085352,13295093.14119121,0.640625,event_105,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.421112462750595e-08,0.5,2.84222492550119e-08
variance__multiplier_1__variance_2.84222e-08__path_0,variance,0.0,,1.0,2.84222492550119e-08,0.0,optimal,1156978.4688153823,323206.86567853234,49604.23821986761,784167.3649169825,3952671.0026126215,7697750.120285705,12193686.586367458,0.625,event_105,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.421112462750595e-08,0.5,2.84222492550119e-08
variance__multiplier_3__variance_8.52667e-08__path_0,variance,0.0,,3.0,8.52667477650357e-08,0.0,optimal,1036192.5857399941,311650.27158201655,48852.264567866536,675690.0495901109,3625894.9059120896,7806230.613925727,10875223.568014093,0.609375,event_105,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.421112462750595e-08,0.5,2.84222492550119e-08
variance__multiplier_10__variance_2.84222e-07__path_0,variance,0.0,,10.0,2.84222492550119e-07,0.0,optimal,1013941.1685377347,324037.5347683466,48675.52500958788,641228.1087598002,3586529.912396864,7678476.477442179,10691897.303810174,0.609375,event_105,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.421112462750595e-08,0.5,2.84222492550119e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1529247.076385606,352852.96347834193,50765.8462773185,1125628.2666299457,4854004.646635694,6847540.851486162,10504473.017521834,0.640625,event_106,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,3.217471078482388e-08
variance__multiplier_0.1__variance_3.21747e-09__path_0,variance,0.0,,0.1,3.217471078482388e-09,0.0,optimal,1517627.140584606,343655.78668589436,50636.78814827894,1123334.5657504327,4699846.470335339,6814246.4685094245,10063806.887585288,0.640625,event_106,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,3.217471078482388e-08
variance__multiplier_0.3__variance_9.65241e-09__path_0,variance,0.0,,0.3,9.652413235447163e-09,0.0,optimal,1493931.1811264835,332878.8278914754,50383.175593781605,1110669.1776412267,4472866.065541739,6892636.293565528,9374071.518950902,0.625,event_106,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,3.217471078482388e-08
variance__multiplier_1__variance_3.21747e-08__path_0,variance,0.0,,1.0,3.217471078482388e-08,0.0,optimal,1404358.3069386554,314257.933051803,49817.35555760431,1040283.0183292482,4059616.134882858,6191415.676166929,9056435.978753014,0.625,event_106,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,3.217471078482388e-08
variance__multiplier_3__variance_9.65241e-08__path_0,variance,0.0,,3.0,9.652413235447164e-08,0.0,optimal,1312735.5595189873,316953.1984094939,49295.43754900162,946486.9235604918,3840033.366056583,5690948.866445949,8869866.508526525,0.609375,event_106,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,3.217471078482388e-08
variance__multiplier_10__variance_3.21747e-07__path_0,variance,0.0,,10.0,3.2174710784823877e-07,0.0,optimal,1268441.5892632494,333251.159492521,49101.92907921201,886088.5006915163,3784484.0897376197,5241164.378528438,8839537.419435149,0.625,event_106,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,3.217471078482388e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,1478530.25585872,354487.8636400975,50276.979296872974,1073765.4129217495,4534888.533895711,6514417.166123565,10022797.206440775,0.65625,event_106,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.608735539241194e-08,0.5,3.217471078482388e-08
variance__multiplier_0.1__variance_3.21747e-09__path_0,variance,0.0,,0.1,3.217471078482388e-09,0.0,optimal,1471520.148855037,348918.8315159079,50203.71939202839,1072397.5979471009,4440499.102388185,6544208.779300853,9718941.276593268,0.65625,event_106,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.608735539241194e-08,0.5,3.217471078482388e-08
variance__multiplier_0.3__variance_9.65241e-09__path_0,variance,0.0,,0.3,9.652413235447163e-09,0.0,optimal,1453305.5904463292,339825.0464439852,50016.02276815073,1063464.5212341931,4277839.860098893,6584640.315683878,9137735.257423079,0.625,event_106,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.608735539241194e-08,0.5,3.217471078482388e-08
variance__multiplier_1__variance_3.21747e-08__path_0,variance,0.0,,1.0,3.217471078482388e-08,0.0,optimal,1371703.8128065236,318850.5541322245,49480.753196018035,1003372.5054782811,3900161.65470509,6056857.039945168,8634292.44337214,0.609375,event_106,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.608735539241194e-08,0.5,3.217471078482388e-08
variance__multiplier_3__variance_9.65241e-08__path_0,variance,0.0,,3.0,9.652413235447164e-08,0.0,optimal,1264970.9198802821,312834.81299536966,48889.51975845694,903246.5871264555,3652144.58607229,5537255.411032357,8441003.004917307,0.609375,event_106,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.608735539241194e-08,0.5,3.217471078482388e-08
variance__multiplier_10__variance_3.21747e-07__path_0,variance,0.0,,10.0,3.2174710784823877e-07,0.0,optimal,1208860.6535322939,324711.9132444808,48663.42604688165,835485.3142409315,3586554.199335196,4964519.343123754,8388280.444478847,0.609375,event_106,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,1.608735539241194e-08,0.5,3.217471078482388e-08
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,-372982.0211252407,295099.80413303594,48417.3562180851,-716499.1814763618,4171025.9403593936,8887253.096609559,9974152.202281753,0.453125,event_107,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.212688668902375e-07
variance__multiplier_0.1__variance_1.21269e-09__path_0,variance,0.0,,0.1,1.2126886689023751e-09,0.0,optimal,-373633.78939981625,294600.7656346461,48416.10967218042,-716650.6647066427,4136187.033179471,8914644.469813555,9965108.988407725,0.46875,event_107,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.212688668902375e-07
variance__multiplier_0.3__variance_3.63807e-09__path_0,variance,0.0,,0.3,3.638066006707125e-09,0.0,optimal,-374916.59653430455,294145.06309762376,48433.37066949681,-717495.0303014251,4092268.2229365273,8947112.869402232,9979998.75340042,0.46875,event_107,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.212688668902375e-07
variance__multiplier_1__variance_1.21269e-08__path_0,variance,0.0,,1.0,1.212688668902375e-08,0.0,optimal,-381944.19229178544,293170.83667459735,48548.250156015325,-723663.2791223981,3989705.5317877056,8970283.837298905,10001570.237377549,0.5,event_107,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.212688668902375e-07
variance__multiplier_3__variance_3.63807e-08__path_0,variance,0.0,,3.0,3.638066006707125e-08,0.0,optimal,-396989.21653359116,298089.5008043004,48765.429727246345,-743844.147065138,3872797.1791091603,9255343.605155716,10116746.637521604,0.515625,event_107,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.212688668902375e-07
variance__multiplier_10__variance_1.21269e-07__path_0,variance,0.0,,10.0,1.212688668902375e-07,0.0,optimal,-415956.88014113286,315450.6430179105,48964.21490355315,-780371.7380625965,3798186.9892877107,9506744.576344376,10363525.28139772,0.5,event_107,static_open_loop,always_candidate,static_open_loop,baseline_locked,raw,barra,none,flat,none,0.0,0.0,0.0,1.212688668902375e-07
variance__multiplier_0__variance_0__path_0,variance,0.0,,0.0,0.0,0.0,optimal,-342349.96929223347,292150.409754069,47897.311501486445,-682397.690547789,3975673.781231389,8407186.824462133,9316934.142198808,0.421875,event_107,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,6.063443344511875e-08,0.5,1.212688668902375e-07
variance__multiplier_0.1__variance_1.21269e-09__path_0,variance,0.0,,0.1,1.2126886689023751e-09,0.0,optimal,-343293.29148907395,291346.3494805852,47896.811453839764,-682536.452423499,3941626.887503426,8439933.121900726,9306794.0486988,0.421875,event_107,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,6.063443344511875e-08,0.5,1.212688668902375e-07
variance__multiplier_0.3__variance_3.63807e-09__path_0,variance,0.0,,0.3,3.638066006707125e-09,0.0,optimal,-344879.75866562343,290438.137473054,47917.729025485714,-683235.6251641631,3903514.964120668,8467682.248281283,9324678.242033249,0.4375,event_107,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,6.063443344511875e-08,0.5,1.212688668902375e-07
variance__multiplier_1__variance_1.21269e-08__path_0,variance,0.0,,1.0,1.212688668902375e-08,0.0,optimal,-352655.84234149416,288586.4811834268,48039.34332115529,-689281.6668460763,3798175.978417462,8474641.842131857,9357526.389963571,0.46875,event_107,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,6.063443344511875e-08,0.5,1.212688668902375e-07
variance__multiplier_3__variance_3.63807e-08__path_0,variance,0.0,,3.0,3.638066006707125e-08,0.0,optimal,-368554.3277804745,292234.3137441484,48262.06173206348,-709050.7032566865,3677414.821623645,8753159.055400684,9483223.393302917,0.484375,event_107,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,6.063443344511875e-08,0.5,1.212688668902375e-07
variance__multiplier_10__variance_1.21269e-07__path_0,variance,0.0,,10.0,1.212688668902375e-07,0.0,optimal,-388698.9724024209,305481.6816846938,48486.366024879724,-742667.0201119944,3603578.087837829,9031437.706529925,9731721.627525695,0.484375,event_107,forecast_liquidity,always_candidate,forecast_liquidity,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,baseline_relative_second_moment,0.5,6.063443344511875e-08,0.5,1.212688668902375e-07
