date,daily_gross_pct,cumulative_gross_pct,urgent_daily_gross_pct,medium_daily_gross_pct,small_daily_gross_pct,max_factor_imbalance_pct,trial
2026-07-01,2.8793141572806444,2.8793141572806444,1.4767449855140569,1.4025691713670427,3.9954502020575965e-10,0.9527557294967929,variance_high
2026-07-02,4.964846298622182,7.844160455902826,2.6699504222880033,2.294895875937449,3.9672941902915733e-10,2.180422996836424,variance_high
2026-07-03,10.83609874968871,18.680259205591536,6.567589274874539,4.268509474433304,3.808698156124322e-10,5.36474849764981,variance_high
2026-07-06,12.235065164551946,30.91532437014348,7.142857205580518,5.092207958682722,2.887049080689944e-10,5.469779548506524,variance_high
2026-07-07,12.40989266343762,43.3252170335811,7.142857242051633,5.267035421167751,2.18235786765187e-10,5.40897766225819,variance_high
2026-07-08,12.442226189850716,55.76744322343181,7.142857273843191,5.299368915848864,1.5866401502926386e-10,5.334041793309504,variance_high
2026-07-09,12.16845875236618,67.93590197579799,7.142857300577426,5.025601451679971,1.087835969134879e-10,5.4332114614283045,variance_high
2026-07-10,10.107252764623526,78.04315474042151,7.142857321639593,2.9643954429150265,6.890758894537497e-11,8.079400096246946,variance_high
2026-07-13,7.671130767811436,85.71428550823295,7.142857336883654,0.5282734308917401,3.6041680022681176e-11,11.034482785147004,variance_high
2026-07-14,14.285714496012433,100.00000000424538,7.142857351032163,6.667127467069063e-11,7.1428571449136005,15.763546798029692,variance_high
2026-07-01,7.502054594576516,7.502054594576516,3.715678293285251,3.477400134054956,0.30897616723630866,2.5114109788404453,variance_medium
2026-07-02,8.314656833253682,15.8167114278302,4.135207371860941,3.808828156457623,0.3706213049351181,2.719712255479341,variance_medium
2026-07-03,9.50708588366976,25.32379731149996,4.773722327286491,4.246895503709754,0.48646805267351667,3.1441897929144482,variance_medium
2026-07-06,11.238880778473463,36.562678089973424,5.7346031392352685,4.811180040155412,0.6930975990827821,3.8340010911567495,variance_medium
2026-07-07,12.637020740850284,49.199698830823706,6.666629453528866,5.062837248479798,0.90755403884162,4.828599962561903,variance_medium
2026-07-08,13.172881114835846,62.37257994565955,7.130296978593201,4.930199543122078,1.112384593120567,6.084427313355238,variance_medium
2026-07-09,12.40493786864929,74.77751781430884,7.142857618119632,4.0369058929413155,1.2251743575883436,7.670432422760747,variance_medium
2026-07-10,10.00913842998377,84.7866562442926,7.14285764633423,1.7686106245531175,1.0976701590964215,10.308249126971635,variance_medium
2026-07-13,7.875642034177823,92.66229827847043,7.142857649874747,2.9060170203620065e-10,0.7327843840124753,13.384851426008613,variance_medium
2026-07-14,7.337701722761133,100.00000000123157,7.129575236165368,3.260182835989491e-10,0.20812648626974856,15.763546798029816,variance_medium
2026-07-01,9.801323608445678,9.801323608445678,5.247098909791802,3.9297965625290256,0.6244281361248487,7.3193280671554035,variance_low
2026-07-02,10.699694676499057,20.501018284944735,5.7457378789907505,4.242363557192805,0.7115932403155011,7.516748632213019,variance_low
2026-07-03,11.818442943964252,32.319461228908985,6.3681256177576815,4.5968779666539525,0.8534393595526174,7.882041202023012,variance_low
2026-07-06,13.039277540208527,45.35873876911751,6.966275451082558,4.999131583160206,1.0738705059657614,8.46150383815152,variance_low
2026-07-07,13.382256725385046,58.740995494502556,7.134610913802198,5.012867823154062,1.234777988428787,9.043536504661985,variance_low
2026-07-08,13.044036698937644,71.7850321934402,7.142857156285159,4.630287354720636,1.270892187931847,9.754050727670549,variance_low
2026-07-09,11.70228112431828,83.48731331775848,7.142857167090579,3.531387533042897,1.0280364241848015,10.894813920912396,variance_low
2026-07-10,8.688821238761916,92.1761345565204,7.142857175837319,1.2001447629469735,0.3458192999776246,12.915487792958496,variance_low
2026-07-13,6.082180080356296,98.25831463687669,6.08218007953877,4.059257791741325e-10,4.1159915497190715e-10,14.969472457876403,variance_low
2026-07-14,1.7416853651437634,100.00000000202046,1.7416853642743102,4.318870261047319e-10,4.375658297334466e-10,15.763546798028516,variance_low
2026-07-01,2.652429217950403,2.652429217950403,1.7144415161345976,0.9379877016726211,1.4318469553601453e-10,12.247126645391681,hybrid_96_high
2026-07-02,5.507471226677814,8.159900444628217,2.8603020547011297,2.647169171815389,1.612957631872183e-10,5.487524023059378,hybrid_96_high
