date,factor,factor_dollars,normalized_abs_exposure_pct,event_id,strategy
2028-05-09,country_HK,679347.1635756992,1.871653615720957,event_28,static_open_loop
2028-05-09,country_JP,-1743473.5053909288,4.8034034220487465,event_28,static_open_loop
2028-05-09,country_US,917304.5008441197,2.5272443571933656,event_28,static_open_loop
2028-05-09,sector_financials,1078580.4615376433,2.971572016371513,event_28,static_open_loop
2028-05-09,sector_it,-2142706.803352873,5.9033218226993025,event_28,static_open_loop
2028-05-09,sector_healthcare,917304.5008441197,2.5272443571933656,event_28,static_open_loop
2028-05-09,industry_banks,1078580.4615376433,2.971572016371513,event_28,static_open_loop
2028-05-09,industry_software,-2142706.803352873,5.9033218226993025,event_28,static_open_loop
2028-05-09,industry_biotech,917304.5008441197,2.5272443571933656,event_28,static_open_loop
2028-05-10,country_HK,1793651.4660235376,2.353187751352604,event_28,static_open_loop
2028-05-10,country_JP,-3830041.4111715136,5.024837158538456,event_28,static_open_loop
2028-05-10,country_US,2054377.528353393,2.695248284268289,event_28,static_open_loop
2028-05-10,sector_financials,2712930.4452500455,3.5592392474035965,event_28,static_open_loop
2028-05-10,sector_it,-4749320.390398024,6.230888654589451,event_28,static_open_loop
2028-05-10,sector_healthcare,2054377.528353393,2.695248284268289,event_28,static_open_loop
2028-05-10,industry_banks,2712930.4452500455,3.5592392474035965,event_28,static_open_loop
2028-05-10,industry_software,-4749320.390398024,6.230888654589451,event_28,static_open_loop
2028-05-10,industry_biotech,2054377.528353393,2.695248284268289,event_28,static_open_loop
2028-05-11,country_HK,3527884.6942322524,2.8835955976322385,event_28,static_open_loop
2028-05-11,country_JP,-6458067.156126116,5.278645884051857,event_28,static_open_loop
2028-05-11,country_US,3255381.978568134,2.660859397518735,event_28,static_open_loop
2028-05-11,sector_financials,5303854.209652221,4.335224071932067,event_28,static_open_loop
2028-05-11,sector_it,-8234036.671546081,6.730274358351682,event_28,static_open_loop
2028-05-11,sector_healthcare,3255381.978568134,2.660859397518735,event_28,static_open_loop
2028-05-11,industry_banks,5303854.209652221,4.335224071932067,event_28,static_open_loop
2028-05-11,industry_software,-8234036.671546081,6.730274358351682,event_28,static_open_loop
2028-05-11,industry_biotech,3255381.978568134,2.660859397518735,event_28,static_open_loop
2028-05-12,country_HK,6181204.390754856,3.5396816077605706,event_28,static_open_loop
2028-05-12,country_JP,-9057092.052509315,5.186565615919804,event_28,static_open_loop
2028-05-12,country_US,5351810.599296112,3.0647272520029216,event_28,static_open_loop
2028-05-12,sector_financials,9123191.596762242,5.224417679414645,event_28,static_open_loop
2028-05-12,sector_it,-11999079.258516701,6.871301687573879,event_28,static_open_loop
2028-05-12,sector_healthcare,5351810.599296112,3.0647272520029216,event_28,static_open_loop
2028-05-12,industry_banks,9123191.596762242,5.224417679414645,event_28,static_open_loop
2028-05-12,industry_software,-11999079.258516701,6.871301687573879,event_28,static_open_loop
2028-05-12,industry_biotech,5351810.599296112,3.0647272520029216,event_28,static_open_loop
2028-05-15,country_HK,8165043.557367119,3.505180146124951,event_28,static_open_loop
2028-05-15,country_JP,-11509712.476140263,4.941016588034297,event_28,static_open_loop
2028-05-15,country_US,8468205.610650353,3.6353249031934025,event_28,static_open_loop
2028-05-15,sector_financials,13373402.12684066,5.7410818805555355,event_28,static_open_loop
2028-05-15,sector_it,-16718071.045613807,7.176918322464882,event_28,static_open_loop
2028-05-15,sector_healthcare,8468205.610650353,3.6353249031934025,event_28,static_open_loop
2028-05-15,industry_banks,13373402.12684066,5.7410818805555355,event_28,static_open_loop
2028-05-15,industry_software,-16718071.045613807,7.176918322464882,event_28,static_open_loop
2028-05-15,industry_biotech,8468205.610650353,3.6353249031934025,event_28,static_open_loop
2028-05-16,country_HK,9254825.371317795,3.152504139176795,event_28,static_open_loop
2028-05-16,country_JP,-14247649.005787635,4.853227442138988,event_28,static_open_loop
2028-05-16,country_US,12674467.222501786,4.317348926391262,event_28,static_open_loop
2028-05-16,sector_financials,17551828.10493427,5.978741740758112,event_28,static_open_loop
2028-05-16,sector_it,-22544651.739404123,7.67946504372031,event_28,static_open_loop
2028-05-16,sector_healthcare,12674467.222501786,4.317348926391262,event_28,static_open_loop
2028-05-16,industry_banks,17551828.10493427,5.978741740758112,event_28,static_open_loop
2028-05-16,industry_software,-22544651.739404123,7.67946504372031,event_28,static_open_loop
2028-05-16,industry_biotech,12674467.222501786,4.317348926391262,event_28,static_open_loop
2028-05-17,country_HK,10271868.169098938,2.913090629439378,event_28,static_open_loop
2028-05-17,country_JP,-18333718.32835966,5.19942255740715,event_28,static_open_loop
2028-05-17,country_US,16500452.013579773,4.679510226472258,event_28,static_open_loop
2028-05-17,sector_financials,21789548.439614013,6.179492214484204,event_28,static_open_loop
2028-05-17,sector_it,-29851398.598874733,8.465824142451975,event_28,static_open_loop
2028-05-17,sector_healthcare,16500452.013579773,4.679510226472258,event_28,static_open_loop
2028-05-17,industry_banks,21789548.439614013,6.179492214484204,event_28,static_open_loop
2028-05-17,industry_software,-29851398.598874733,8.465824142451975,event_28,static_open_loop
