date,symbol,trade_shares,trade_dollars,abs_pct_adv,cap_shares,cap_pct_adv,days_to_earnings,residual_shares_after,residual_dollars_after,trial
2026-07-01,U0_HK_financials,55434.166145774405,4323864.959370404,0.046195138454812004,120000.0,0.1,9.0,964565.8338542257,75236135.04062961,full_256
2026-07-01,U1_JP_it,-74770.14315915974,-4037587.7305946257,0.04984676210610649,150000.0,0.1,9.0,-1200229.8568408405,-64812412.26940539,full_256
2026-07-01,U2_US_healthcare,44438.69186481467,4977133.488859243,0.04937632429423852,90000.0,0.1,9.0,720561.3081351854,80702866.51114076,full_256
2026-07-01,U3_HK_it,-56557.29116812656,-3732781.217096353,0.05141571924375142,110000.0,0.1,9.0,-878442.7088318736,-57977218.78290366,full_256
2026-07-01,M0_HK_financials,-44572.99133813564,-3476693.32437458,0.037144159448446366,120000.0,0.1,9.0,-495427.0086618644,-38643306.67562542,full_256
2026-07-01,M1_JP_it,63339.178096120995,3420315.617190534,0.04222611873074733,150000.0,0.1,9.0,611660.821903879,33029684.382809468,full_256
2026-07-01,M2_US_healthcare,-36238.82263933171,-4058748.1356051513,0.040265358488146344,90000.0,0.1,9.0,-368761.1773606683,-41301251.86439485,full_256
2026-07-01,M3_HK_it,50429.256244822995,3328330.912158318,0.04584477840438454,110000.0,0.1,9.0,444570.743755177,29341669.087841682,full_256
2026-07-01,S0_HK_financials,2105.623783460603,164238.65510992706,0.0017546864862171693,120000.0,0.1,9.0,117894.3762165394,9195761.344890073,full_256
2026-07-01,S1_JP_it,4.987033403400001e-06,0.0002692998037836001,3.3246889356000007e-12,150000.0,0.1,9.0,-150000.00000498703,-8100000.000269299,full_256
2026-07-01,S2_US_healthcare,-1.5593043876934514e-05,-0.0017464209142166655,1.7325604307705015e-11,90000.0,0.1,9.0,90000.00001559305,10080000.001746422,full_256
2026-07-01,S3_HK_it,-1.1137033166501067e-06,-7.350441889890704e-05,1.012457560591006e-12,110000.0,0.1,9.0,-109999.9999988863,-7259999.999926495,full_256
2026-07-02,U0_HK_financials,65201.35896935418,5085705.999609626,0.05433446580779515,120000.0,0.1,8.0,899364.4748848715,70150429.04101998,full_256
2026-07-02,U1_JP_it,-83347.32390951099,-4500755.491113594,0.05556488260634066,150000.0,0.1,8.0,-1116882.5329313294,-60311656.77829179,full_256
2026-07-02,U2_US_healthcare,47678.0670618376,5339943.510925812,0.052975630068708444,90000.0,0.1,8.0,672883.2410733479,75362923.00021496,full_256
2026-07-02,U3_HK_it,-63495.98710436491,-4190735.148888084,0.05772362464033174,110000.0,0.1,8.0,-814946.7217275086,-53786483.63401557,full_256
2026-07-02,M0_HK_financials,-50644.42187464665,-3950264.906222439,0.04220368489553888,120000.0,0.1,8.0,-444782.5867872177,-34693041.76940298,full_256
2026-07-02,M1_JP_it,73097.51261416098,3947265.681164693,0.04873167507610732,150000.0,0.1,8.0,538563.309289718,29082418.701644775,full_256
2026-07-02,M2_US_healthcare,-42390.826834014326,-4747772.6054096045,0.047100918704460364,90000.0,0.1,8.0,-326370.3505266539,-36553479.25898524,full_256
2026-07-02,M3_HK_it,54140.61604561528,3573280.659010608,0.04921874185965026,110000.0,0.1,8.0,390430.1277095617,25768388.428831074,full_256
2026-07-02,S0_HK_financials,341.8674163252322,26665.658473368112,0.0002848895136043602,120000.0,0.1,8.0,117552.50880021417,9169095.686416706,full_256
2026-07-02,S1_JP_it,3.1197126245713475e-06,0.00016846448172685275,2.0798084163808985e-12,150000.0,0.1,8.0,-150000.00000810676,-8100000.000437764,full_256
2026-07-02,S2_US_healthcare,-1.5150356893364551e-05,-0.0016968399720568297,1.6833729881516167e-11,90000.0,0.1,8.0,90000.0000307434,10080000.00344326,full_256
2026-07-02,S3_HK_it,-1.8238302872236032e-06,-0.00012037279895675781,1.6580275338396393e-12,110000.0,0.1,8.0,-109999.99999706246,-7259999.999806123,full_256
2026-07-03,U0_HK_financials,75287.69082960444,5872439.884709147,0.0627397423580037,120000.0,0.1,7.0,824076.7840552671,64277989.156310834,full_256
2026-07-03,U1_JP_it,-94579.46376648445,-5107291.04339016,0.06305297584432297,150000.0,0.1,7.0,-1022303.069164845,-55204365.73490163,full_256
2026-07-03,U2_US_healthcare,57430.58912561666,6432225.982069066,0.06381176569512961,90000.0,0.1,7.0,615452.6519477312,68930697.01814589,full_256
2026-07-03,U3_HK_it,-71960.48700310869,-4749392.142205173,0.06541862454828062,110000.0,0.1,7.0,-742986.2347244,-49037091.4918104,full_256
2026-07-03,M0_HK_financials,-64073.33244898803,-4997719.931021066,0.053394443707490025,120000.0,0.1,7.0,-380709.25433822966,-29695321.838381913,full_256
2026-07-03,M1_JP_it,88307.28345763836,4768593.306712472,0.05887152230509224,150000.0,0.1,7.0,450256.02583207964,24313825.3949323,full_256
2026-07-03,M2_US_healthcare,-46891.0530247466,-5251797.938771619,0.05210117002749622,90000.0,0.1,7.0,-279479.29750190733,-31301681.320213623,full_256
2026-07-03,M3_HK_it,62236.48253495644,4107607.847307125,0.05657862048632404,110000.0,0.1,7.0,328193.6451746053,21660780.58152395,full_256
2026-07-03,S0_HK_financials,52.56061755566523,4099.728169341888,4.380051462972103e-05,120000.0,0.1,7.0,117499.9481826585,9164995.958247364,full_256
2026-07-03,S1_JP_it,3.727579452839496e-06,0.0002012892904533328,2.485052968559664e-12,150000.0,0.1,7.0,-150000.00001183432,-8100000.000639053,full_256
2026-07-03,S2_US_healthcare,-1.4906419029848977e-05,-0.0016695189313430854,1.6562687810943308e-11,90000.0,0.1,7.0,90000.00004564982,10080000.00511278,full_256
2026-07-03,S3_HK_it,-1.1960474068823962e-06,-7.893912885423815e-05,1.087315824438542e-12,110000.0,0.1,7.0,-109999.99999586641,-7259999.999727183,full_256
2026-07-06,U0_HK_financials,104076.78085388808,8117988.90660327,0.0867306507115734,120000.0,0.1,6.0,720000.003201379,56160000.24970756,full_256
2026-07-06,U1_JP_it,-122303.07064231225,-6604365.814684861,0.08153538042820817,150000.0,0.1,6.0,-899999.9985225329,-48599999.92021678,full_256
2026-07-06,U2_US_healthcare,75452.57181892263,8450688.043719335,0.08383619090991404,90000.0,0.1,6.0,540000.0801288085,60480008.97442655,full_256
2026-07-06,U3_HK_it,-86716.65490120869,-5723299.223479774,0.07883332263746244,110000.0,0.1,6.0,-656269.5798231913,-43313792.268330626,full_256
2026-07-06,M0_HK_financials,-78637.95265618163,-6133760.307182168,0.0655316272134847,120000.0,0.1,6.0,-302071.301682048,-23561561.531199746,full_256
2026-07-06,M1_JP_it,102066.19758937771,5511574.669826397,0.0680441317262518,150000.0,0.1,6.0,348189.82824270194,18802250.725105904,full_256
2026-07-06,M2_US_healthcare,-55117.91802750437,-6173206.81908049,0.06124213114167152,90000.0,0.1,6.0,-224361.379474403,-25128474.501133136,full_256
2026-07-06,M3_HK_it,71526.65454685858,4720759.200092667,0.06502423140623508,110000.0,0.1,6.0,256666.99062774668,16940021.38143128,full_256
2026-07-06,S0_HK_financials,2987.971099393154,233061.745752666,0.0024899759161609615,120000.0,0.1,6.0,114511.97708326534,8931934.212494697,full_256
2026-07-06,S1_JP_it,3.767398247334213e-06,0.0002034395053560475,2.5115988315561423e-12,150000.0,0.1,6.0,-150000.00001560172,-8100000.000842493,full_256
2026-07-06,S2_US_healthcare,-1.114435736046943e-05,-0.001248168024372576,1.2382619289410477e-11,90000.0,0.1,6.0,90000.00005679418,10080000.006360948,full_256
2026-07-06,S3_HK_it,-8.754935461497788e-07,-5.77825740458854e-05,7.959032237725262e-13,110000.0,0.1,6.0,-109999.99999499093,-7259999.999669401,full_256
2026-07-07,U0_HK_financials,120000.00038434802,9360000.029979145,0.10000000032029002,120000.0,0.1,5.0,600000.002817031,46800000.21972842,full_256
2026-07-07,U1_JP_it,-149999.9997831685,-8099999.988291099,0.09999999985544566,150000.0,0.1,5.0,-749999.9987393643,-40499999.93192568,full_256
2026-07-07,U2_US_healthcare,90000.00981324821,10080001.0990838,0.10000001090360912,90000.0,0.1,5.0,450000.0703155603,50400007.87534276,full_256
2026-07-07,U3_HK_it,-106269.5798595446,-7013792.270729943,0.09660870896322236,110000.0,0.1,5.0,-549999.9999636468,-36299999.99760069,full_256
2026-07-07,M0_HK_financials,-88260.17567318874,-6884293.702508722,0.07355014639432396,120000.0,0.1,5.0,-213811.12600885925,-16677267.828691022,full_256
2026-07-07,M1_JP_it,109130.82487474784,5893064.543236383,0.0727538832498319,150000.0,0.1,5.0,239059.0033679541,12909186.181869522,full_256
2026-07-07,M2_US_healthcare,-60474.76425492391,-6773173.596551478,0.06719418250547102,90000.0,0.1,5.0,-163886.61521947908,-18355300.90458166,full_256
2026-07-07,M3_HK_it,75951.42821892157,5012794.262448824,0.06904675292629234,110000.0,0.1,5.0,180715.5624088251,11927227.118982457,full_256
2026-07-07,S0_HK_financials,5320.413971202616,414992.28975380404,0.004433678309335514,120000.0,0.1,5.0,109191.56311206272,8516941.922740892,full_256
2026-07-07,S1_JP_it,3.527629364210676e-06,0.00019049198566737648,2.351752909473784e-12,150000.0,0.1,5.0,-150000.00001912937,-8100000.001032986,full_256
2026-07-07,S2_US_healthcare,-5.157810839525916e-06,-0.0005776748140269026,5.7309009328065735e-12,90000.0,0.1,5.0,90000.00006195199,10080000.006938621,full_256
2026-07-07,S3_HK_it,-1882.9112381639309,-124272.14171881943,0.0017117374892399373,110000.0,0.1,5.0,-108117.088756827,-7135727.857950582,full_256
2026-07-08,U0_HK_financials,120000.00042178875,9360000.032899523,0.10000000035149062,120000.0,0.1,4.0,480000.0023952422,37440000.1868289,full_256
2026-07-08,U1_JP_it,-149999.99973991033,-8099999.985955158,0.09999999982660689,150000.0,0.1,4.0,-599999.998999454,-32399999.945970513,full_256
2026-07-08,U2_US_healthcare,90000.01190227144,10080001.333054401,0.10000001322474604,90000.0,0.1,4.0,360000.0584132889,40320006.542288356,full_256
2026-07-08,U3_HK_it,-109999.99992372749,-7259999.994966014,0.09999999993066136,110000.0,0.1,4.0,-440000.0000399192,-29040000.002634667,full_256
2026-07-08,M0_HK_financials,-86124.1236965956,-6717681.648334458,0.07177010308049633,120000.0,0.1,4.0,-127687.00231226365,-9959586.180356564,full_256
2026-07-08,M1_JP_it,108995.49316630028,5885756.630980215,0.07266366211086685,150000.0,0.1,4.0,130063.51020165381,7023429.550889306,full_256
2026-07-08,M2_US_healthcare,-62282.50739098099,-6975640.827789871,0.06920278598997888,90000.0,0.1,4.0,-101604.10782849812,-11379660.07679179,full_256
2026-07-08,M3_HK_it,75216.65346613458,4964299.128764883,0.06837877587830417,110000.0,0.1,4.0,105498.90894269053,6962927.990217575,full_256
2026-07-08,S0_HK_financials,13459.803399150906,1049864.6651337706,0.011216502832625755,120000.0,0.1,4.0,95731.75971291182,7467077.257607122,full_256
2026-07-08,S1_JP_it,3.341872950387749e-06,0.00018046113932093845,2.2279153002584994e-12,150000.0,0.1,4.0,-150000.0000224712,-8100000.001213445,full_256
2026-07-08,S2_US_healthcare,4592.414252184662,514350.3962446821,0.005102682502427402,90000.0,0.1,4.0,85407.58580976733,9565649.61069394,full_256
2026-07-08,S3_HK_it,-4168.893492020815,-275146.9704733738,0.003789903174564377,110000.0,0.1,4.0,-103948.19526480619,-6860580.887477208,full_256
2026-07-09,U0_HK_financials,120000.00045632164,9360000.035593087,0.10000000038026803,120000.0,0.1,3.0,360000.0019389206,28080000.151235804,full_256
2026-07-09,U1_JP_it,-149999.9996404365,-8099999.980583571,0.09999999976029099,150000.0,0.1,3.0,-449999.99935901747,-24299999.965386942,full_256
2026-07-09,U2_US_healthcare,90000.01411188091,10080001.580530662,0.10000001567986767,90000.0,0.1,3.0,270000.044301408,30240004.961757697,full_256
2026-07-09,U3_HK_it,-110000.00000670215,-7260000.000442342,0.10000000000609285,110000.0,0.1,3.0,-330000.00003321713,-21780000.00219233,full_256
2026-07-09,M0_HK_financials,-78904.93773074693,-6154585.14299826,0.06575411477562244,120000.0,0.1,3.0,-48782.06458151672,-3805001.0373583045,full_256
2026-07-09,M1_JP_it,92787.40630207506,5010519.940312053,0.06185827086805004,150000.0,0.1,3.0,37276.1038995788,2012909.610577255,full_256
2026-07-09,M2_US_healthcare,-62286.429867354214,-6976080.145143672,0.06920714429706024,90000.0,0.1,3.0,-39317.6779611439,-4403579.931648117,full_256
2026-07-09,M3_HK_it,65246.84662169718,4306291.877032014,0.0593153151106338,110000.0,0.1,3.0,40252.06232099334,2656636.1131855603,full_256
2026-07-09,S0_HK_financials,21781.427538139644,1698951.3479748922,0.01815118961511637,120000.0,0.1,3.0,73950.33217477218,5768125.90963223,full_256
2026-07-09,S1_JP_it,2.5635303841246254e-06,0.00013843064074272978,1.7090202560830837e-12,150000.0,0.1,3.0,-150000.00002503477,-8100000.001351877,full_256
2026-07-09,S2_US_healthcare,8543.260626553125,956845.19017395,0.00949251180728125,90000.0,0.1,3.0,76864.3251832142,8608804.42051999,full_256
2026-07-09,S3_HK_it,-8539.528202374053,-563608.8613566875,0.007763207456703685,110000.0,0.1,3.0,-95408.66706243213,-6296972.02612052,full_256
2026-07-10,U0_HK_financials,120000.00065494463,9360000.05108568,0.10000000054578718,120000.0,0.1,2.0,240000.0012839759,18720000.10015012,full_256
2026-07-10,U1_JP_it,-149999.99979139923,-8099999.988735558,0.09999999986093282,150000.0,0.1,2.0,-299999.99956761824,-16199999.976651385,full_256
2026-07-10,U2_US_healthcare,90000.01467383833,10080001.643469892,0.10000001630426482,90000.0,0.1,2.0,180000.0296275696,20160003.318287797,full_256
2026-07-10,U3_HK_it,-109999.99994856473,-7259999.996605272,0.09999999995324066,110000.0,0.1,2.0,-220000.00008465245,-14520000.005587062,full_256
2026-07-10,M0_HK_financials,-48782.0645767179,-3805001.036983996,0.04065172048059825,120000.0,0.1,2.0,-4.798872396349907e-06,-0.00037431204691529274,full_256
2026-07-10,M1_JP_it,37276.1039040274,2012909.6108174794,0.024850735936018265,150000.0,0.1,2.0,-4.44857869297266e-06,-0.00024022324942052364,full_256
2026-07-10,M2_US_healthcare,-39317.67798665199,-4403579.934505022,0.043686308874057764,90000.0,0.1,2.0,2.5508110411465168e-05,0.002856908366084099,full_256
2026-07-10,M3_HK_it,40252.06232881378,2656636.1137017095,0.036592783935285256,110000.0,0.1,2.0,-7.820432074368e-06,-0.000516148516908288,full_256
2026-07-10,S0_HK_financials,23262.597991159197,1814482.6433104174,0.019385498325965998,120000.0,0.1,2.0,50687.73418361298,3953643.2663218123,full_256
2026-07-10,S1_JP_it,-14304.94344089138,-772466.9458081345,0.009536628960594254,150000.0,0.1,2.0,-135695.05658414337,-7327533.055543742,full_256
2026-07-10,S2_US_healthcare,17449.358529191242,1954328.155269419,0.019388176143545825,90000.0,0.1,2.0,59414.96665402296,6654476.265250571,full_256
2026-07-10,S3_HK_it,-16355.105883983335,-1079436.9883429,0.014868278076348487,110000.0,0.1,2.0,-79053.56117844878,-5217535.037777619,full_256
2026-07-13,U0_HK_financials,120000.00068634703,9360000.053535068,0.10000000057195586,120000.0,0.1,1.0,120000.00059762888,9360000.046615053,full_256
2026-07-13,U1_JP_it,-149999.99981342285,-8099999.989924834,0.09999999987561524,150000.0,0.1,1.0,-149999.99975419533,-8099999.9867265485,full_256
2026-07-13,U2_US_healthcare,90000.01497920815,10080001.677671313,0.10000001664356462,90000.0,0.1,1.0,90000.01464836148,10080001.640616486,full_256
2026-07-13,U3_HK_it,-110000.00003945998,-7260000.002604359,0.10000000003587271,110000.0,0.1,1.0,-110000.00004519243,-7260000.0029827,full_256
2026-07-13,M0_HK_financials,-1.5595270115105503e-06,-0.00012164310689782292,1.2996058429254586e-12,120000.0,0.1,1.0,-3.239372745156288e-06,-0.0002526710741221905,full_256
2026-07-13,M1_JP_it,-2.1723015556219972e-06,-0.00011730428400358785,1.4482010370813315e-12,150000.0,0.1,1.0,-2.2762687876820564e-06,-0.00012291851453483105,full_256
2026-07-13,M2_US_healthcare,1.3079132329866531e-05,0.0014648628209450515,1.4532369255407257e-11,90000.0,0.1,1.0,1.2428965419530869e-05,0.0013920441269874573,full_256
2026-07-13,M3_HK_it,-3.795845270049433e-06,-0.0002505257878232626,3.4507684273176665e-12,110000.0,0.1,1.0,-4.0245940908789635e-06,-0.0002656232099980116,full_256
2026-07-13,S0_HK_financials,27272.064896566113,2127221.061932157,0.022726720747138426,120000.0,0.1,1.0,23415.66928704687,1826422.2043896557,full_256
2026-07-13,S1_JP_it,-43685.63049458796,-2359024.04670775,0.02912375366305864,150000.0,0.1,1.0,-92009.42608955542,-4968509.008835993,full_256
2026-07-13,S2_US_healthcare,20270.241568674184,2270267.0556915086,0.022522490631860206,90000.0,0.1,1.0,39144.72508534878,4384209.209559063,full_256
