event_id,as_of,strategy,plan_selection_policy,selected_plan_source,selection_reason,selection_profit_floor_dollars,selection_candidate_forecast_net_pnl_dollars,selection_candidate_profit_slack_dollars,selection_candidate_hard_passed,coefficient_policy,alpha_policy,factor_policy,profit_policy,liquidity_shape_policy,regret_policy,regret_fraction,regret_weight,liquidity_shape_fraction,forecast_profit_floor_dollars,forecast_profit_floor_slack_dollars,forecast_alpha_floor_dollars,forecast_alpha_floor_slack_dollars,factor_stress_fraction,specific_risk_fraction,alpha_confidence,mean_capacity_slack_fraction,solver,risk_aversion,liquidity_forecast_quantile,forecast_rmse_bps,selected_inventory_risk_weight,forecast_expected_net_pnl_dollars,gross_holding_pnl_dollars,impact_cost_dollars,linear_cost_dollars,net_pnl_dollars,parent_gross_dollars,net_pnl_bps,within_event_max_drawdown_dollars,within_event_max_drawdown_bps,terminal_completion_error_shares,max_realized_participation_rate,p95_realized_participation_rate,max_realized_participation_excess_shares,daily_gross_spearman,late_early_gross_ratio,completion_day5_pct,nondecreasing_transitions,urgent_first_trade_day,medium_first_trade_day,small_first_trade_day,early_factor_imbalance_pct,max_cap_excess_shares,max_wrong_direction_shares,terminal_completion_error_shares_audit
event_105,2032-03-09 16:00:00,full_specific_control,always_candidate,full_specific_control,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,1.0,0.5,0.5214804930855839,OSQP,medium,0.25,4.60963614346175,2.84222492550119e-08,740333.7906845134,-1212570.056423484,333244.90275175334,49771.2759007572,-1595586.2350759946,487200000.00000006,-32.750127977750296,2248475.7043960174,46.15097915426965,6.737536750733852e-09,0.13283986239966436,0.10816642486370943,25400.615106977886,0.4545454545454545,1.3131075594326975,44.9223869612934,7.0,1.0,1.0,1.0,2.254664667727062,1.7665312043391168e-05,2.127842167290468e-07,2.3283064365386963e-09
event_106,2032-03-26 16:00:00,full_specific_control,always_candidate,full_specific_control,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,1.0,0.5,0.5214804930855839,OSQP,medium,0.25,4.375852920663059,3.217471078482388e-08,965854.392103406,-1383041.0608028162,305762.9740930594,49085.86408955698,-1737889.8989854327,487200000.00000006,-35.670974938124644,2155832.6429019133,44.2494384832084,4.8603396862745285e-09,0.1050471649590909,0.09263185137461685,5980.524021764897,0.3696969696969697,1.338698150622538,45.19617016647196,6.0,1.0,1.0,1.0,2.3292691186748784,9.086172212846577e-05,4.907776063540689e-07,1.280568540096283e-09
event_107,2032-04-14 16:00:00,full_specific_control,always_candidate,full_specific_control,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,1.0,0.5,0.5214804930855839,OSQP,medium,0.25,2.69598628593676,1.212688668902375e-07,-761909.3727003182,2129754.543450139,309907.7014493183,49148.92969918856,1770697.912301632,487200000.00000006,36.34437422622397,430021.5288932,8.826386061026271,1.7760758055374026e-06,0.1289616457648937,0.10742007369125103,25621.870309718593,0.7939393939393938,2.4443500507352627,37.126275731506574,6.0,1.0,1.0,10.0,3.9004054309471443,0.01793019290198572,2.028589295446339e-05,4.5564956963062286e-07
event_108,2032-05-03 16:00:00,full_specific_control,always_candidate,full_specific_control,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,1.0,0.5,0.5214804930855839,OSQP,medium,0.25,3.9271165227537814,1.611139953715645e-08,310787.81320157275,793275.0789172696,321056.2738650984,50170.47871528127,422048.3263368899,487200000.00000006,8.662732478179183,3414629.5980464197,70.08681440981977,3.3178366720676422e-09,0.11812026669872715,0.10396990052169555,17502.023251784427,0.6606060606060605,1.6422217686391445,41.74366426043265,6.0,1.0,1.0,1.0,3.9422131196554124,8.535649976693094e-05,3.0908429867627506e-07,5.820766091346741e-10
event_97,2031-10-15 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,3.738002912959309,9.120811753644233e-08,-460697.85631710564,-2856051.730230873,294630.7382135563,48607.55323925077,-3199290.0216836804,487200000.00000006,-65.66687236624959,3332409.683767658,68.3992135420291,2.6503257686272264e-06,0.10666818545209916,0.08964398991521781,5449.914765267982,0.7939393939393938,1.874734737224477,39.76982790074702,6.0,1.0,1.0,9.0,1.369405059807828,0.07814528193557635,0.0006933808274345449,6.890622898936272e-07
event_98,2031-11-03 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,3.4215761968503697,9.120811753644233e-08,-578329.2233146757,5188051.018042605,275771.7344523367,48104.6505166057,4864174.633073663,487200000.00000006,99.83938081021475,1185563.1082155565,24.334218148923572,9.381110430695117e-06,0.10735119123195233,0.09050999372188802,7812.663177157578,0.7454545454545454,2.0340734595324754,38.810917954095075,7.0,1.0,1.0,9.0,2.0440736777000246,0.26117084741417784,0.0006202025899708699,2.0293518900871277e-06
event_99,2031-11-20 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,3.6072429221795956,9.120811753644233e-08,-501327.16812255525,776096.3860602384,289064.94735000364,47985.69623767132,439045.7424725632,487200000.00000006,9.011612119715991,1805907.9585652654,37.06707632523122,1.1413649190217257e-05,0.09871486528581462,0.09184137294322547,0.0,0.7575757575757575,1.9838156891162397,39.40365597699873,7.0,1.0,1.0,10.0,1.6330064988853867,0.09239407887798734,2.5156459962611718e-05,2.992921508848667e-06
event_100,2031-12-09 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,4.987248488867349,4.958874012952752e-08,1678110.7829651183,876572.9234922046,337465.077365179,50305.90007613623,488801.9460508893,487200000.00000006,10.032880666069156,1540268.8519792787,31.614713710576325,4.089088179171085e-09,0.11687304889297262,0.09852695631659485,11679.148089835027,-0.34545454545454546,0.8319586577506908,54.07849631409134,5.0,1.0,1.0,1.0,2.6080084628293405,5.71369455428794e-05,1.8782149439551504e-07,1.0477378964424133e-09
event_101,2031-12-26 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,4.354439214846237,2.8273431340653847e-08,794477.457529279,455809.1936701853,343869.17700565566,49279.95620344022,62660.060461089946,487200000.00000006,1.286126035736657,3018084.5218811883,61.94754765765985,5.762558430433273e-09,0.11937604107375566,0.10549601989908994,19956.882592008347,0.22424242424242422,1.1327992217421827,47.80680817782783,5.0,1.0,1.0,1.0,3.3153992749807033,7.088480924721807e-05,6.026543307692386e-07,1.3969838619232178e-09
event_102,2032-01-14 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,3.0788627723394586,3.0023526091194015e-08,903360.3662527034,6152027.2265584795,288050.14365961397,49438.618491807894,5814538.4644070575,487200000.00000006,119.34602759456192,1460917.376443224,29.985988843251718,9.138602763414383e-09,0.11292145032531782,0.09345326655261019,10701.309033321231,0.35757575757575755,1.2105716123180084,46.3904952630935,6.0,1.0,1.0,1.0,2.54784521205028,6.0435879277065396e-05,4.483222425895662e-07,2.0954757928848267e-09
event_103,2032-02-02 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,4.529815594361369,2.712067181400579e-08,746426.9900841216,-381745.30816687574,427735.1628404409,49967.533759972575,-859448.0047672889,487200000.00000006,-17.640558390133187,3430465.1537846746,70.41184634204996,7.916241884231567e-09,0.15577103453066618,0.13831975760132303,32754.228371780497,0.2727272727272727,1.1323916203140503,48.54228607339482,6.0,1.0,1.0,1.0,3.2124558697151686,5.147197225596756e-05,2.755216766548044e-07,2.9103830456733704e-09
event_104,2032-02-19 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,5.634729922020432,4.34883048879803e-08,1476869.405493354,1749906.431338394,402094.1055544795,50654.80932827526,1297157.5164556392,487200000.00000006,26.62474376961492,891524.4206605769,18.298941310767173,2.837623469531536e-09,0.14748101865906738,0.1262443210021525,29815.212972700916,0.19999999999999998,1.0319779115379053,49.87026834254497,7.0,1.0,1.0,1.0,2.9368777101218484,2.9711693059653044e-05,2.640787921051038e-07,1.0477378964424133e-09
event_105,2032-03-09 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,4.60963614346175,2.84222492550119e-08,764626.4961612511,-1488759.8363136193,352885.4883574817,50061.67976727481,-1891707.0044383756,487200000.00000006,-38.82814048518833,2531373.6168788243,51.95758655334203,3.041350282728672e-09,0.13439834148312382,0.11482622971349826,26606.0503450876,0.13939393939393938,1.0515518748806463,48.76728934014847,6.0,1.0,1.0,1.0,2.462461681097185,6.813564687035978e-05,8.358092104915998e-07,9.89530235528946e-10
event_106,2032-03-26 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,4.375852920663059,3.217471078482388e-08,986601.6451022206,-1341088.4718517803,318456.56648233946,49309.505893903915,-1708854.5442280236,487200000.00000006,-35.07501117052593,2201800.285256468,45.1929450996812,7.188646122813225e-09,0.10504716496880857,0.10054357746312496,5980.524033279624,0.2606060606060606,1.1215302110528769,48.3609363928819,6.0,1.0,1.0,1.0,2.2118936802485436,6.022286834195256e-05,4.411480792646726e-07,1.979060471057892e-09
event_107,2032-04-14 16:00:00,systematic_first,always_candidate,systematic_first,Policy selects this optimizer plan directly.,,,,True,baseline_locked,raw,minimax_factor_stress,none,risk_scaled,none,0.0,0.0,0.5,,,,,0.5,0.5,0.5,0.5214804930855839,OSQP,medium,0.25,2.69598628593676,1.212688668902375e-07,-775574.6094400502,2363129.636392017,318223.7000913098,49374.61345453089,1995531.322846176,487200000.00000006,40.95918150341083,351230.5438020192,7.209165513177734,9.953597327694297e-06,0.12896169223966653,0.10119199923075116,25621.91142515147,0.7939393939393938,2.0910507278742605,38.80926040610214,6.0,1.0,1.0,10.0,2.1271822917822245,0.1723923065001145,0.0003699880004264089,2.3148604668676853e-06
